operateur,region,latitude,longitude,typeMesure,timestamp,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
MTN,BOK,11.1,-14.2,INTERNET,2025-11-01T15:43:00Z,9.7,3.3,126.5,51.4,141.3,35,7.9,4.0,QoS Internet Boké T4 2025
MTN,BOK,11.0,-14.2,INTERNET,2025-10-15T15:26:00Z,8.2,3.0,127.7,48.8,144.4,25,9.7,2.7,QoS Internet Boké T4 2025
MTN,BOK,11.1,-14.2,INTERNET,2025-11-21T21:48:00Z,8.1,2.7,111.5,33.3,107.9,23,6.6,3.8,QoS Internet Boké T4 2025
MTN,BOK,11.0,-14.2,INTERNET,2025-12-23T10:44:00Z,8.8,3.4,110.8,42.2,115.1,23,8.8,4.5,QoS Internet Boké T4 2025
MTN,BOK,11.1,-14.2,INTERNET,2025-12-13T20:33:00Z,9.5,2.8,93.9,34.3,84.0,34,9.5,3.8,QoS Internet Boké T4 2025
MTN,LAB,11.4,-12.5,INTERNET,2025-10-28T16:49:00Z,11.6,4.0,94.7,34.9,117.5,38,5.9,2.1,QoS Internet Labé T4 2025
MTN,LAB,11.4,-12.5,INTERNET,2025-12-06T21:13:00Z,10.4,4.1,86.0,31.1,101.7,37,6.0,2.2,QoS Internet Labé T4 2025
MTN,LAB,11.3,-12.5,INTERNET,2025-11-11T21:35:00Z,13.1,4.4,78.4,29.6,100.9,29,5.5,2.2,QoS Internet Labé T4 2025
MTN,LAB,11.4,-12.5,INTERNET,2025-10-22T14:45:00Z,11.0,3.3,66.9,20.8,83.0,34,7.6,3.4,QoS Internet Labé T4 2025
MTN,LAB,11.3,-12.5,INTERNET,2025-10-27T14:42:00Z,8.8,4.4,76.0,24.3,77.5,43,7.7,2.8,QoS Internet Labé T4 2025
MTN,LAB,11.3,-12.5,INTERNET,2025-11-20T16:27:00Z,12.9,4.3,92.0,35.3,110.7,38,6.8,2.2,QoS Internet Labé T4 2025
MTN,LAB,11.3,-12.5,INTERNET,2025-10-17T14:42:00Z,11.4,3.4,95.3,26.8,87.9,42,7.1,2.5,QoS Internet Labé T4 2025
MTN,LAB,11.3,-12.5,INTERNET,2025-11-11T09:38:00Z,12.1,4.7,80.7,22.3,75.4,42,6.7,3.4,QoS Internet Labé T4 2025
MTN,LAB,11.4,-12.5,INTERNET,2025-11-17T10:58:00Z,8.8,3.3,91.7,27.6,108.8,31,6.8,3.6,QoS Internet Labé T4 2025
MTN,LAB,11.4,-12.5,INTERNET,2025-11-22T16:40:00Z,12.8,3.5,85.8,32.2,112.7,32,7.0,2.3,QoS Internet Labé T4 2025
MTN,LAB,11.3,-12.5,INTERNET,2025-11-09T15:18:00Z,12.3,3.2,83.5,31.6,97.1,34,5.9,3.3,QoS Internet Labé T4 2025
MTN,LAB,11.4,-12.5,INTERNET,2025-12-22T09:21:00Z,11.5,4.6,92.5,28.7,102.8,30,7.2,2.8,QoS Internet Labé T4 2025
MTN,LAB,11.3,-12.5,INTERNET,2025-11-21T21:31:00Z,11.0,3.5,76.1,32.3,98.9,42,6.6,2.2,QoS Internet Labé T4 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-11-23T21:57:00Z,15.0,5.5,66.1,21.2,74.2,46,6.5,2.9,QoS Internet Kankan T4 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-10-31T20:16:00Z,11.3,4.8,58.5,18.5,58.3,45,7.1,2.8,QoS Internet Kankan T4 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-12-21T09:42:00Z,13.8,5.1,68.7,20.1,70.0,38,6.3,2.8,QoS Internet Kankan T4 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-10-28T09:19:00Z,13.3,4.1,85.0,23.9,88.4,48,5.5,2.8,QoS Internet Kankan T4 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-11-08T09:13:00Z,15.0,4.3,55.1,15.6,50.1,43,6.8,2.0,QoS Internet Kankan T4 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-11-15T14:29:00Z,15.2,3.9,80.7,25.9,103.3,38,4.8,2.5,QoS Internet Kankan T4 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-12-09T09:42:00Z,12.2,4.7,73.8,27.8,84.8,48,5.9,2.4,QoS Internet Kankan T4 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-11-02T16:25:00Z,14.7,4.0,61.1,16.2,65.8,43,5.2,2.7,QoS Internet Kankan T4 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-12-06T11:44:00Z,11.7,4.6,55.4,14.9,51.5,38,6.9,2.5,QoS Internet Kankan T4 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-10-16T16:40:00Z,10.9,5.5,78.9,27.4,97.6,36,5.2,1.9,QoS Internet Kankan T4 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-11-26T14:15:00Z,11.7,4.9,79.5,24.1,73.9,50,7.1,2.4,QoS Internet Kankan T4 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-11-30T21:19:00Z,12.7,4.8,69.6,19.6,91.7,49,6.1,3.1,QoS Internet Kankan T4 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-10-24T10:23:00Z,11.2,5.0,82.7,28.9,84.5,42,7.1,2.4,QoS Internet Kankan T4 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-11-02T20:19:00Z,11.5,5.5,65.0,22.9,77.8,41,5.5,2.6,QoS Internet Kankan T4 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-11-05T21:04:00Z,13.5,4.5,55.4,21.0,57.5,47,6.2,1.9,QoS Internet Kankan T4 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-12-12T15:40:00Z,11.4,4.8,62.6,22.0,62.1,41,7.1,2.4,QoS Internet Kankan T4 2025
MTN,NZE,7.7,-8.8,INTERNET,2025-11-05T20:24:00Z,9.1,4.0,105.1,41.1,97.9,34,6.1,2.5,QoS Internet Nzérékoré T4 2025
MTN,NZE,7.7,-8.8,INTERNET,2025-10-31T21:45:00Z,11.2,3.5,97.0,32.9,107.5,30,8.6,3.3,QoS Internet Nzérékoré T4 2025
MTN,NZE,7.8,-8.8,INTERNET,2025-11-09T14:41:00Z,10.0,4.0,94.2,30.0,103.4,39,6.3,2.8,QoS Internet Nzérékoré T4 2025
MTN,NZE,7.8,-8.8,INTERNET,2025-11-21T15:40:00Z,9.3,3.5,91.6,37.0,109.8,35,8.6,3.3,QoS Internet Nzérékoré T4 2025
MTN,NZE,7.7,-8.8,INTERNET,2025-12-05T09:53:00Z,9.3,3.2,113.5,31.2,109.7,38,6.9,2.6,QoS Internet Nzérékoré T4 2025
MTN,NZE,7.7,-8.8,INTERNET,2025-11-01T16:37:00Z,10.2,3.7,88.5,33.9,87.9,31,7.2,3.6,QoS Internet Nzérékoré T4 2025
MTN,NZE,7.8,-8.8,INTERNET,2025-12-29T11:20:00Z,9.8,3.8,87.4,27.8,112.4,32,9.4,3.9,QoS Internet Nzérékoré T4 2025
MTN,NZE,7.7,-8.8,INTERNET,2025-11-13T14:28:00Z,8.5,3.1,80.4,21.8,73.3,32,9.4,3.1,QoS Internet Nzérékoré T4 2025
MTN,NZE,7.7,-8.8,INTERNET,2025-12-07T11:24:00Z,11.7,4.1,77.2,24.0,83.6,26,7.4,4.2,QoS Internet Nzérékoré T4 2025
MTN,NZE,7.7,-8.8,INTERNET,2025-12-05T11:23:00Z,11.8,4.3,103.0,33.2,123.3,41,6.6,2.7,QoS Internet Nzérékoré T4 2025
MTN,NZE,7.8,-8.8,INTERNET,2025-11-26T09:27:00Z,11.5,3.4,98.6,37.5,120.1,30,7.9,2.8,QoS Internet Nzérékoré T4 2025
MTN,NZE,7.7,-8.8,INTERNET,2026-01-03T16:08:00Z,11.5,3.0,110.0,29.4,98.4,39,6.5,3.4,QoS Internet Nzérékoré T4 2025
MTN,FAR,10.0,-10.7,INTERNET,2025-11-27T21:25:00Z,7.8,2.3,124.3,36.7,155.1,16,14.4,4.9,QoS Internet Faranah T4 2025
MTN,FAR,10.0,-10.7,INTERNET,2025-10-25T20:30:00Z,6.8,1.9,141.4,45.9,129.4,18,13.4,4.3,QoS Internet Faranah T4 2025
MTN,FAR,10.0,-10.7,INTERNET,2025-11-01T11:02:00Z,6.0,2.0,151.4,64.4,163.7,17,12.0,4.3,QoS Internet Faranah T4 2025
MTN,FAR,10.0,-10.7,INTERNET,2025-12-25T16:58:00Z,6.3,2.8,119.3,46.5,106.7,22,11.0,6.2,QoS Internet Faranah T4 2025
MTN,FAR,10.1,-10.7,INTERNET,2025-12-31T21:42:00Z,5.8,2.4,163.1,44.5,151.0,27,8.9,4.6,QoS Internet Faranah T4 2025
MTN,FAR,10.0,-10.7,INTERNET,2025-12-23T11:13:00Z,7.8,2.1,137.9,44.3,137.7,27,13.4,4.7,QoS Internet Faranah T4 2025
MTN,FAR,10.0,-10.8,INTERNET,2025-11-09T11:16:00Z,6.3,2.2,111.3,45.7,143.3,25,11.2,4.7,QoS Internet Faranah T4 2025
MTN,FAR,10.0,-10.7,INTERNET,2025-11-25T16:40:00Z,5.9,2.6,144.4,39.3,134.7,28,12.7,3.7,QoS Internet Faranah T4 2025
MTN,MAM,10.5,-12.1,INTERNET,2025-11-28T09:19:00Z,6.3,3.3,138.9,52.6,161.9,34,8.8,3.2,QoS Internet Mamou T4 2025
MTN,MAM,10.5,-12.1,INTERNET,2025-10-15T15:12:00Z,6.7,3.0,117.8,49.0,120.8,21,9.6,5.1,QoS Internet Mamou T4 2025
MTN,MAM,10.5,-12.1,INTERNET,2025-10-31T14:28:00Z,7.0,3.0,134.3,58.3,166.0,18,10.2,5.3,QoS Internet Mamou T4 2025
MTN,MAM,10.5,-12.0,INTERNET,2025-11-24T10:05:00Z,7.4,3.1,132.3,38.8,127.3,24,10.5,5.0,QoS Internet Mamou T4 2025
MTN,MAM,10.5,-12.1,INTERNET,2025-10-19T21:32:00Z,8.0,2.4,117.6,47.3,133.6,24,9.0,3.4,QoS Internet Mamou T4 2025
MTN,MAM,10.5,-12.1,INTERNET,2025-10-28T11:56:00Z,7.2,2.9,97.3,33.1,119.5,25,12.1,3.2,QoS Internet Mamou T4 2025
MTN,MAM,10.5,-12.1,INTERNET,2025-11-30T16:43:00Z,7.0,3.3,112.8,39.9,139.9,33,11.9,4.1,QoS Internet Mamou T4 2025
MTN,MAM,10.5,-12.1,INTERNET,2025-10-11T21:37:00Z,8.2,2.3,104.2,42.2,100.6,26,9.5,4.6,QoS Internet Mamou T4 2025
MTN,MAM,10.5,-12.1,INTERNET,2025-11-24T11:54:00Z,7.3,2.8,122.2,32.6,139.2,24,8.7,3.1,QoS Internet Mamou T4 2025
