operateur,region,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
MTN,KIN,9.928545,-13.061382,MOBILE,2026-03-27T07:22:00.000Z,-61.1,-67.6,-7.4,9.7,20.5,4.1,62,14.8,64.1,34.8,,,,,,59,7.1,1.5,Drive Test Kindia 2026-Q1
MTN,BKE,11.294841,-14.336751,INTERNET,2026-01-24T14:14:00.000Z,-37.9,-63.4,-9.3,4.5,,,89,10.4,,,30.0,7.4,70,92,171,41,5.0,4.5,Drive Test Boké 2026-Q1
MTN,BKE,10.743900,-14.671531,MOBILE,2026-01-16T10:25:00.000Z,-90.6,-102.6,-18.2,-3.8,0.0,0.0,316,87.7,38.2,49.8,1.0,0.0,564,478,761,9,21.7,20.3,Drive Test Boké 2026-Q1
MTN,BKE,10.650367,-13.970843,MOBILE,2026-01-16T11:02:00.000Z,-39.7,-44.0,-7.9,4.8,7.2,7.5,112,5.2,39.9,60.8,,,,,,41,3.5,3.9,Drive Test Boké 2026-Q1
MTN,BKE,10.851173,-13.959421,INTERNET,2026-01-17T21:24:00.000Z,-84.6,-108.5,-18.1,-2.1,0.0,0.0,494,40.8,13.8,31.7,0.1,0.0,135,118,306,4,23.3,17.9,Drive Test Boké 2026-Q1
MTN,BKE,10.918659,-14.000161,MOBILE,2026-02-28T14:17:00.000Z,-41.2,-58.6,-12.5,6.3,18.5,5.4,72,7.5,51.3,45.9,,,,,,31,6.9,1.7,Drive Test Boké 2026-Q1
MTN,KDR,11.885049,-13.512509,MOBILE,2026-02-10T13:03:00.000Z,-51.4,-54.5,-13.4,1.9,9.1,4.9,63,4.8,56.0,45.8,,,,,,41,5.6,0.3,Drive Test Koundara 2026-Q1
MTN,KDR,12.255123,-13.358188,MOBILE,2026-02-01T14:16:00.000Z,-93.9,-100.6,-19.7,-5.9,0.0,0.0,408,86.4,0.4,60.7,0.2,0.0,577,256,590,4,13.6,29.8,Drive Test Koundara 2026-Q1
MTN,KDR,11.966968,-13.470865,MOBILE,2026-03-26T14:32:00.000Z,-48.1,-64.9,-15.0,8.8,18.7,8.4,79,6.9,60.2,39.3,,,,,,54,5.0,1.7,Drive Test Koundara 2026-Q1
MTN,KDR,12.170411,-13.597964,MOBILE,2026-02-05T11:22:00.000Z,-30.0,-44.0,-10.9,9.3,6.8,5.5,94,5.7,42.9,56.7,,,,,,26,6.7,4.2,Drive Test Koundara 2026-Q1
MTN,KDR,12.518363,-13.220909,MOBILE,2026-03-23T22:44:00.000Z,-37.2,-47.2,-11.1,2.0,9.0,5.1,72,8.3,51.3,54.3,,,,,,48,7.6,1.9,Drive Test Koundara 2026-Q1
MTN,LBE,11.365498,-12.436660,INTERNET,2026-03-22T09:23:00.000Z,-48.0,-60.9,-8.8,0.7,,,68,5.9,,,21.5,7.7,70,48,99,58,3.5,4.0,Drive Test Labé 2026-Q1
MTN,LBE,11.348454,-12.299996,MOBILE,2026-01-09T13:50:00.000Z,-91.1,-111.4,-18.0,-3.9,0.0,0.0,580,66.8,35.6,51.4,0.3,0.0,410,229,406,18,25.7,19.2,Drive Test Labé 2026-Q1
MTN,LBE,11.450309,-12.327851,MOBILE,2026-02-17T11:17:00.000Z,-91.7,-113.2,-19.6,-1.0,0.0,0.0,245,69.3,21.9,54.0,0.7,0.0,522,408,519,9,33.2,9.4,Drive Test Labé 2026-Q1
MTN,LBE,11.440768,-12.473845,INTERNET,2026-02-18T16:57:00.000Z,-85.3,-108.1,-15.9,-2.8,0.0,0.0,336,72.2,36.1,31.2,0.8,0.0,369,222,574,1,41.0,15.3,Drive Test Labé 2026-Q1
MTN,LBE,11.196299,-12.332500,MOBILE,2026-03-26T14:06:00.000Z,-54.0,-72.0,-12.1,11.7,13.4,11.1,72,8.7,73.2,29.9,,,,,,52,3.3,0.8,Drive Test Labé 2026-Q1
MTN,MLI,11.872834,-11.767458,MOBILE,2026-03-22T06:29:00.000Z,-81.8,-101.7,-16.8,-2.1,0.0,0.0,252,69.9,30.4,54.0,0.4,0.0,476,318,714,9,28.6,5.0,Drive Test Mali 2026-Q1
MTN,MLI,12.000729,-11.482288,MOBILE,2026-01-16T22:38:00.000Z,-51.1,-55.5,-14.5,2.7,15.3,4.9,80,8.2,54.5,47.3,,,,,,41,3.1,4.9,Drive Test Mali 2026-Q1
MTN,MLI,12.187130,-11.713388,MOBILE,2026-01-01T08:09:00.000Z,-39.1,-51.1,-10.5,11.3,20.0,2.4,89,11.7,49.4,47.2,,,,,,32,3.0,1.3,Drive Test Mali 2026-Q1
MTN,MLI,12.361070,-11.791327,MOBILE,2026-03-04T16:03:00.000Z,-43.1,-51.1,-10.0,2.0,9.7,7.4,109,3.3,41.6,57.5,,,,,,38,10.6,2.3,Drive Test Mali 2026-Q1
MTN,MLI,12.073832,-11.482586,MOBILE,2026-01-27T14:34:00.000Z,-86.0,-112.9,-15.3,-3.0,0.0,0.0,500,33.6,2.5,73.1,0.9,0.0,332,108,518,15,55.3,29.4,Drive Test Mali 2026-Q1
MTN,DLB,10.731584,-12.264634,MOBILE,2026-03-11T20:55:00.000Z,-79.2,-112.4,-18.3,-3.9,0.0,0.0,607,32.0,11.8,32.2,0.6,0.0,269,348,666,5,34.7,9.9,Drive Test Dalaba 2026-Q1
MTN,DLB,10.869190,-12.114529,MOBILE,2026-02-23T17:01:00.000Z,-91.5,-103.3,-16.6,-4.7,0.0,0.0,545,67.3,22.0,36.9,0.8,0.0,437,330,320,11,12.4,13.7,Drive Test Dalaba 2026-Q1
MTN,DLB,11.002501,-12.065861,MOBILE,2026-01-15T19:05:00.000Z,-87.4,-108.5,-18.5,-7.2,0.0,0.0,328,20.7,23.6,51.7,0.7,0.0,391,253,709,10,12.7,12.4,Drive Test Dalaba 2026-Q1
MTN,DLB,10.416233,-11.955029,MOBILE,2026-02-05T20:47:00.000Z,-87.0,-110.1,-18.5,-5.3,0.0,0.0,217,46.0,17.5,55.2,1.0,0.0,189,139,708,6,24.5,13.3,Drive Test Dalaba 2026-Q1
MTN,DLB,10.811653,-12.416008,INTERNET,2026-02-12T13:44:00.000Z,-91.9,-107.7,-19.7,-9.0,0.0,0.0,554,47.9,27.6,49.0,0.1,0.0,453,316,246,6,43.2,12.3,Drive Test Dalaba 2026-Q1
MTN,MMU,10.564515,-12.138372,MOBILE,2026-03-26T22:31:00.000Z,-60.4,-77.9,-7.4,6.4,22.8,4.6,64,13.9,71.8,31.0,,,,,,62,3.5,1.4,Drive Test Mamou 2026-Q1
MTN,MMU,10.640858,-12.057097,MOBILE,2026-01-04T14:29:00.000Z,-67.4,-82.3,-8.8,14.1,19.4,10.5,48,10.4,78.2,27.0,,,,,,58,5.9,2.2,Drive Test Mamou 2026-Q1
MTN,MMU,10.607218,-12.214094,MOBILE,2026-01-05T21:21:00.000Z,-72.0,-84.8,-10.3,3.9,14.4,10.3,49,11.2,90.0,12.8,,,,,,68,1.5,1.0,Drive Test Mamou 2026-Q1
MTN,MMU,10.672923,-11.999023,MOBILE,2026-01-11T10:09:00.000Z,-68.3,-94.7,-12.0,7.8,25.9,7.0,63,13.6,83.5,14.5,,,,,,61,5.4,2.0,Drive Test Mamou 2026-Q1
MTN,MMU,10.359536,-12.291411,MOBILE,2026-03-13T10:07:00.000Z,-93.0,-102.6,-17.7,-8.3,0.0,0.0,128,68.2,19.4,35.0,0.9,0.0,360,244,329,11,44.3,14.5,Drive Test Mamou 2026-Q1
MTN,FRN,10.160774,-10.769390,MOBILE,2026-02-11T09:29:00.000Z,-93.0,-106.2,-16.7,-6.1,0.0,0.0,623,98.1,12.1,73.4,0.8,0.0,462,446,679,16,26.0,13.4,Drive Test Faranah 2026-Q1
MTN,FRN,10.076931,-10.881974,MOBILE,2026-02-16T18:55:00.000Z,-35.1,-44.0,-10.4,10.3,8.2,6.7,88,11.0,46.9,57.0,,,,,,44,5.0,5.8,Drive Test Faranah 2026-Q1
MTN,FRN,10.297113,-10.785745,MOBILE,2026-01-03T20:50:00.000Z,-47.6,-55.4,-14.7,3.4,18.7,2.5,85,10.5,52.5,48.7,,,,,,32,6.8,2.7,Drive Test Faranah 2026-Q1
MTN,FRN,10.212448,-10.951703,INTERNET,2026-01-04T09:54:00.000Z,-90.3,-111.1,-17.6,-1.0,0.0,0.0,180,95.0,32.4,78.1,0.0,0.0,199,366,206,5,41.5,6.6,Drive Test Faranah 2026-Q1
MTN,FRN,9.671187,-10.862193,MOBILE,2026-02-07T10:33:00.000Z,-83.3,-111.3,-19.5,-7.6,0.0,0.0,595,75.0,24.0,77.2,0.7,0.0,323,280,729,7,28.9,23.5,Drive Test Faranah 2026-Q1
MTN,KKA,10.427415,-9.296095,MOBILE,2026-03-21T07:33:00.000Z,-67.0,-98.5,-13.8,5.4,23.0,9.3,37,6.6,88.4,9.1,,,,,,73,3.0,1.9,Drive Test Kankan 2026-Q1
MTN,KKA,10.348807,-9.289682,INTERNET,2026-03-17T19:18:00.000Z,-68.7,-75.8,-10.2,5.0,,,53,9.2,,,30.7,12.3,55,71,36,62,1.3,1.8,Drive Test Kankan 2026-Q1
MTN,KKA,10.426082,-9.273932,INTERNET,2026-02-02T19:27:00.000Z,-52.1,-68.2,-10.3,7.7,,,62,2.8,,,33.5,7.6,59,35,117,50,4.8,0.8,Drive Test Kankan 2026-Q1
MTN,KKA,10.304819,-9.367972,MOBILE,2026-02-05T12:03:00.000Z,-69.4,-96.6,-9.6,9.9,21.9,8.5,60,5.4,86.1,11.6,,,,,,69,1.9,2.5,Drive Test Kankan 2026-Q1
MTN,KKA,10.278990,-9.292923,MOBILE,2026-01-06T22:50:00.000Z,-64.6,-80.1,-9.2,8.1,23.4,6.7,66,8.7,77.0,27.7,,,,,,56,5.5,1.4,Drive Test Kankan 2026-Q1
MTN,KDG,9.084340,-8.953291,MOBILE,2026-03-28T06:30:00.000Z,-50.7,-65.5,-12.4,0.2,18.1,8.3,83,14.7,56.4,44.9,,,,,,52,5.9,2.1,Drive Test Kérouané 2026-Q1
MTN,KDG,9.191098,-8.779381,MOBILE,2026-02-27T13:44:00.000Z,-87.9,-100.6,-18.9,-5.9,0.0,0.0,575,46.9,30.3,50.5,0.1,0.0,319,412,651,13,38.3,22.5,Drive Test Kérouané 2026-Q1
MTN,KDG,9.339807,-9.357484,MOBILE,2026-02-25T14:06:00.000Z,-44.6,-57.8,-13.0,0.5,14.8,6.5,74,7.5,55.2,42.2,,,,,,46,3.8,0.8,Drive Test Kérouané 2026-Q1
MTN,KDG,9.236220,-9.049047,INTERNET,2026-02-13T12:16:00.000Z,-40.7,-47.0,-11.6,3.8,,,83,6.0,,,29.9,10.3,79,84,57,30,3.5,5.5,Drive Test Kérouané 2026-Q1
MTN,KDG,8.956077,-9.130592,MOBILE,2026-03-05T20:09:00.000Z,-49.1,-64.3,-9.5,2.3,8.1,3.3,87,10.0,52.2,49.5,,,,,,46,5.3,4.4,Drive Test Kérouané 2026-Q1
MTN,SGR,11.603638,-9.024185,MOBILE,2026-01-03T22:45:00.000Z,-84.5,-112.0,-19.8,-9.4,0.0,0.0,506,84.4,19.3,49.4,0.7,0.0,624,134,205,10,42.2,26.7,Drive Test Siguiri 2026-Q1
MTN,SGR,11.204604,-9.078468,INTERNET,2026-02-27T09:20:00.000Z,-43.8,-48.6,-12.3,10.1,,,82,4.3,,,15.4,10.7,102,102,237,43,2.9,3.8,Drive Test Siguiri 2026-Q1
MTN,SGR,11.068502,-9.125652,MOBILE,2026-03-22T19:59:00.000Z,-93.7,-111.1,-15.9,-2.1,0.0,0.0,231,21.1,30.6,66.9,0.5,0.0,211,471,794,15,16.7,6.6,Drive Test Siguiri 2026-Q1
MTN,SGR,11.465527,-9.513883,MOBILE,2026-01-23T20:44:00.000Z,-45.7,-50.5,-11.2,7.6,10.6,6.6,91,13.4,52.8,48.0,,,,,,38,7.5,4.7,Drive Test Siguiri 2026-Q1
MTN,SGR,11.169165,-9.147297,MOBILE,2026-03-27T08:58:00.000Z,-38.7,-50.5,-13.1,0.1,15.6,9.5,69,10.5,55.9,46.2,,,,,,49,8.0,5.1,Drive Test Siguiri 2026-Q1
MTN,GKD,8.567918,-10.295840,MOBILE,2026-02-24T10:32:00.000Z,-83.5,-114.2,-18.4,-6.5,0.0,0.0,147,86.3,29.7,39.2,0.4,0.0,175,207,705,13,27.2,27.9,Drive Test Guéckédou 2026-Q1
MTN,GKD,8.349598,-10.199297,MOBILE,2026-03-19T13:53:00.000Z,-39.5,-55.7,-11.8,8.2,20.4,7.4,73,2.9,57.9,42.8,,,,,,37,5.3,0.7,Drive Test Guéckédou 2026-Q1
MTN,GKD,8.689846,-10.173882,INTERNET,2026-03-12T07:56:00.000Z,-89.3,-106.2,-16.6,-5.9,0.0,0.0,454,43.1,11.2,67.1,0.8,0.0,545,154,372,15,27.9,12.3,Drive Test Guéckédou 2026-Q1
MTN,GKD,8.341312,-10.167987,MOBILE,2026-01-17T21:37:00.000Z,-83.5,-103.0,-18.4,-6.6,0.0,0.0,144,32.2,32.0,37.1,0.2,0.0,206,432,437,15,13.7,27.0,Drive Test Guéckédou 2026-Q1
MTN,GKD,8.453147,-10.021093,INTERNET,2026-02-08T18:58:00.000Z,-82.8,-107.6,-16.8,-9.8,0.0,0.0,380,26.9,28.5,46.1,0.7,0.0,536,312,606,5,46.1,18.6,Drive Test Guéckédou 2026-Q1
MTN,BLA,8.652249,-8.599032,INTERNET,2026-02-12T13:12:00.000Z,-87.9,-106.5,-19.6,-7.7,0.0,0.0,167,65.6,29.3,76.5,0.5,0.0,356,417,376,13,20.7,7.7,Drive Test Beyla 2026-Q1
MTN,BLA,8.887243,-8.529926,MOBILE,2026-03-02T10:19:00.000Z,-46.7,-64.7,-13.1,10.6,11.9,9.3,61,2.2,56.3,41.4,,,,,,39,5.9,0.5,Drive Test Beyla 2026-Q1
MTN,BLA,8.292295,-8.715522,INTERNET,2026-01-06T16:49:00.000Z,-87.3,-111.9,-17.9,-9.1,0.0,0.0,592,27.9,27.0,70.4,0.0,0.0,443,468,657,14,30.9,8.0,Drive Test Beyla 2026-Q1
MTN,BLA,8.698556,-8.713611,MOBILE,2026-02-05T11:48:00.000Z,-43.5,-69.4,-14.9,13.3,17.5,8.2,75,7.3,62.6,38.5,,,,,,45,3.4,2.0,Drive Test Beyla 2026-Q1
MTN,BLA,8.642403,-8.461376,MOBILE,2026-02-09T07:21:00.000Z,-89.9,-102.5,-15.1,-7.9,0.0,0.0,338,38.7,18.5,67.5,0.9,0.0,168,495,636,19,18.4,25.4,Drive Test Beyla 2026-Q1
MTN,ZKR,7.794877,-8.875324,MOBILE,2026-02-07T15:36:00.000Z,-81.1,-110.7,-17.9,-2.4,0.0,0.0,254,86.8,32.1,62.6,0.6,0.0,423,327,366,17,52.7,18.7,Drive Test Nzérékoré 2026-Q1
MTN,ZKR,7.841146,-8.688639,MOBILE,2026-01-23T06:57:00.000Z,-79.2,-109.2,-18.8,-7.5,0.0,0.0,411,63.3,37.0,75.9,0.0,0.0,498,419,248,2,38.1,12.7,Drive Test Nzérékoré 2026-Q1
MTN,ZKR,7.683128,-8.819896,INTERNET,2026-01-27T12:46:00.000Z,-94.0,-110.0,-18.4,-2.4,0.0,0.0,304,58.1,24.0,66.3,0.2,0.0,375,117,734,13,43.5,22.0,Drive Test Nzérékoré 2026-Q1
MTN,ZKR,7.639053,-8.883313,MOBILE,2026-01-26T16:28:00.000Z,-65.8,-73.9,-12.9,13.3,22.9,8.3,69,14.3,74.2,27.0,,,,,,55,3.5,2.8,Drive Test Nzérékoré 2026-Q1
MTN,ZKR,7.736843,-8.794299,INTERNET,2026-02-13T09:06:00.000Z,-91.4,-107.2,-19.3,-9.6,0.0,0.0,324,48.2,2.9,59.6,0.4,0.0,409,297,541,5,37.1,25.4,Drive Test Nzérékoré 2026-Q1
