operateur,region,latitude,longitude,typeMesure,timestamp,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
MTN,CON,10.1,-12.9,INTERNET,2025-01-29T11:15:00Z,24.9,8.8,48.4,18.5,59.5,71,3.5,1.7,QoS Internet Conakry T1 2025
MTN,CON,10.1,-12.8,INTERNET,2025-02-17T11:43:00Z,20.1,6.7,39.6,13.1,41.4,79,3.6,1.1,QoS Internet Conakry T1 2025
MTN,CON,10.0,-12.9,INTERNET,2025-01-17T14:58:00Z,19.9,9.1,33.7,12.5,38.6,68,4.3,1.2,QoS Internet Conakry T1 2025
MTN,CON,10.1,-12.9,INTERNET,2025-03-28T10:00:00Z,25.7,7.9,45.2,12.8,54.0,69,4.1,1.8,QoS Internet Conakry T1 2025
MTN,CON,10.0,-12.9,INTERNET,2025-02-20T21:24:00Z,22.9,9.6,38.0,14.5,40.4,72,2.9,1.3,QoS Internet Conakry T1 2025
MTN,KIN,10.0,-12.3,INTERNET,2025-02-17T14:39:00Z,15.9,5.9,49.1,16.9,62.0,59,4.7,1.8,QoS Internet Kindia T1 2025
MTN,KIN,10.1,-12.3,INTERNET,2025-03-05T20:47:00Z,15.8,4.6,71.4,24.6,74.0,53,5.4,2.5,QoS Internet Kindia T1 2025
MTN,KIN,10.1,-12.3,INTERNET,2025-01-20T09:16:00Z,18.3,6.0,50.3,21.1,45.2,46,4.2,2.1,QoS Internet Kindia T1 2025
MTN,KIN,10.0,-12.3,INTERNET,2025-02-27T21:08:00Z,15.0,5.1,55.1,23.9,60.6,59,4.5,2.0,QoS Internet Kindia T1 2025
MTN,KIN,10.1,-12.3,INTERNET,2025-03-11T15:57:00Z,17.0,5.1,55.1,23.1,56.1,59,5.7,1.7,QoS Internet Kindia T1 2025
MTN,KIN,10.0,-12.3,INTERNET,2025-04-09T21:03:00Z,13.4,5.5,51.1,17.6,47.6,58,5.0,2.1,QoS Internet Kindia T1 2025
MTN,KIN,10.0,-12.3,INTERNET,2025-03-27T21:29:00Z,17.7,4.8,49.3,20.4,47.3,46,5.0,1.9,QoS Internet Kindia T1 2025
MTN,KIN,10.1,-12.3,INTERNET,2025-04-09T14:37:00Z,17.0,4.9,71.1,21.7,78.2,45,4.6,1.9,QoS Internet Kindia T1 2025
MTN,KIN,10.1,-12.3,INTERNET,2025-01-30T20:23:00Z,17.5,4.8,48.9,19.9,57.2,51,6.1,2.3,QoS Internet Kindia T1 2025
MTN,KIN,10.1,-12.3,INTERNET,2025-01-15T16:02:00Z,14.3,6.1,66.2,28.5,74.8,47,3.9,2.3,QoS Internet Kindia T1 2025
MTN,KIN,10.0,-12.3,INTERNET,2025-02-25T09:47:00Z,14.7,5.4,51.5,22.2,64.9,45,5.9,1.7,QoS Internet Kindia T1 2025
MTN,KIN,10.1,-12.3,INTERNET,2025-03-07T15:41:00Z,13.1,5.6,58.2,23.5,59.2,54,4.1,2.4,QoS Internet Kindia T1 2025
MTN,KIN,10.0,-12.3,INTERNET,2025-03-03T14:31:00Z,14.0,5.8,49.2,16.6,51.3,47,5.3,1.6,QoS Internet Kindia T1 2025
MTN,KIN,10.1,-12.3,INTERNET,2025-03-21T16:29:00Z,16.7,6.6,60.7,22.8,55.7,51,3.9,2.5,QoS Internet Kindia T1 2025
MTN,KIN,10.1,-12.3,INTERNET,2025-02-22T11:08:00Z,13.9,5.4,61.8,22.2,79.3,52,5.0,2.0,QoS Internet Kindia T1 2025
MTN,KIN,10.0,-12.3,INTERNET,2025-03-15T15:22:00Z,15.4,4.7,64.3,18.9,61.7,50,4.0,2.6,QoS Internet Kindia T1 2025
MTN,KIN,10.1,-12.3,INTERNET,2025-02-22T16:37:00Z,15.1,6.3,55.8,23.6,69.0,47,3.9,2.8,QoS Internet Kindia T1 2025
MTN,KIN,10.1,-12.3,INTERNET,2025-02-17T10:27:00Z,13.0,4.9,59.4,22.8,75.0,59,5.3,2.1,QoS Internet Kindia T1 2025
MTN,BOK,11.1,-14.2,INTERNET,2025-04-04T16:44:00Z,8.4,2.9,87.7,23.2,81.5,22,10.8,4.6,QoS Internet Boké T1 2025
MTN,BOK,11.0,-14.2,INTERNET,2025-02-10T21:41:00Z,10.0,3.7,106.8,29.6,130.2,24,8.4,2.9,QoS Internet Boké T1 2025
MTN,BOK,11.0,-14.2,INTERNET,2025-02-03T21:31:00Z,9.1,2.8,108.2,44.2,97.6,22,9.3,4.2,QoS Internet Boké T1 2025
MTN,BOK,11.1,-14.2,INTERNET,2025-03-09T21:47:00Z,10.6,2.6,100.4,35.4,120.4,36,10.5,4.6,QoS Internet Boké T1 2025
MTN,BOK,11.0,-14.2,INTERNET,2025-02-13T09:33:00Z,9.0,2.9,111.9,46.8,104.2,31,9.4,3.6,QoS Internet Boké T1 2025
MTN,BOK,11.0,-14.2,INTERNET,2025-03-11T09:10:00Z,8.3,2.9,92.1,38.8,94.8,31,10.2,4.1,QoS Internet Boké T1 2025
MTN,BOK,11.1,-14.2,INTERNET,2025-01-31T15:46:00Z,10.0,3.4,115.8,46.5,142.7,35,9.3,3.3,QoS Internet Boké T1 2025
MTN,BOK,11.0,-14.2,INTERNET,2025-01-26T21:08:00Z,8.8,3.6,125.5,43.8,123.4,30,10.9,3.4,QoS Internet Boké T1 2025
MTN,BOK,11.0,-14.2,INTERNET,2025-02-17T16:43:00Z,10.2,2.6,84.8,28.7,97.7,23,7.5,3.2,QoS Internet Boké T1 2025
MTN,BOK,11.0,-14.2,INTERNET,2025-02-27T16:49:00Z,8.0,2.8,113.8,40.1,133.7,33,10.6,3.6,QoS Internet Boké T1 2025
MTN,LAB,11.4,-12.5,INTERNET,2025-03-14T10:06:00Z,12.6,3.4,86.3,30.3,82.3,31,6.0,2.8,QoS Internet Labé T1 2025
MTN,LAB,11.4,-12.5,INTERNET,2025-02-21T21:48:00Z,9.2,4.2,77.9,22.3,97.6,36,6.7,3.5,QoS Internet Labé T1 2025
MTN,LAB,11.3,-12.5,INTERNET,2025-02-15T21:21:00Z,10.0,4.3,80.9,30.1,79.9,41,7.1,3.5,QoS Internet Labé T1 2025
MTN,LAB,11.4,-12.5,INTERNET,2025-02-01T20:26:00Z,13.0,4.0,90.7,38.8,97.5,41,7.8,3.0,QoS Internet Labé T1 2025
MTN,LAB,11.3,-12.5,INTERNET,2025-01-23T10:21:00Z,9.5,3.3,93.6,35.4,108.8,43,5.5,3.2,QoS Internet Labé T1 2025
MTN,LAB,11.3,-12.5,INTERNET,2025-04-09T15:26:00Z,11.2,3.7,93.0,39.2,82.2,33,7.1,3.8,QoS Internet Labé T1 2025
MTN,LAB,11.3,-12.5,INTERNET,2025-03-07T21:41:00Z,12.3,4.2,91.3,38.1,111.7,35,5.9,2.6,QoS Internet Labé T1 2025
MTN,LAB,11.4,-12.5,INTERNET,2025-01-19T16:24:00Z,9.4,4.8,76.0,21.2,85.3,37,7.9,2.4,QoS Internet Labé T1 2025
MTN,LAB,11.4,-12.5,INTERNET,2025-01-18T15:15:00Z,10.7,4.0,92.6,37.9,92.1,37,5.7,3.5,QoS Internet Labé T1 2025
MTN,LAB,11.4,-12.5,INTERNET,2025-01-30T21:19:00Z,10.3,3.6,93.1,33.9,111.2,44,7.6,3.6,QoS Internet Labé T1 2025
MTN,LAB,11.3,-12.5,INTERNET,2025-02-13T16:19:00Z,11.9,4.3,91.9,32.5,90.9,34,7.3,3.6,QoS Internet Labé T1 2025
MTN,LAB,11.3,-12.5,INTERNET,2025-03-02T21:06:00Z,10.6,3.3,81.2,23.2,79.1,30,7.6,2.8,QoS Internet Labé T1 2025
MTN,LAB,11.3,-12.5,INTERNET,2025-03-27T20:55:00Z,10.7,3.9,99.9,34.8,130.7,42,5.8,2.3,QoS Internet Labé T1 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-03-14T11:45:00Z,14.2,4.7,55.6,16.1,62.6,51,4.7,3.0,QoS Internet Kankan T1 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-01-29T10:23:00Z,11.4,4.6,85.1,26.9,93.1,49,4.8,2.6,QoS Internet Kankan T1 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-01-21T15:56:00Z,14.5,3.8,71.5,19.6,64.3,44,5.3,2.4,QoS Internet Kankan T1 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-02-27T20:30:00Z,11.3,4.1,74.2,29.4,87.1,39,6.5,1.9,QoS Internet Kankan T1 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-04-04T20:24:00Z,13.4,5.7,82.0,32.1,95.5,50,6.4,2.6,QoS Internet Kankan T1 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-02-23T10:41:00Z,13.8,4.9,56.2,20.4,54.1,44,7.0,1.9,QoS Internet Kankan T1 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-03-24T11:01:00Z,14.9,5.5,72.5,20.1,80.8,41,6.1,2.5,QoS Internet Kankan T1 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-01-17T16:27:00Z,13.3,4.6,57.4,24.9,64.2,41,4.9,2.9,QoS Internet Kankan T1 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-02-03T15:26:00Z,15.6,4.2,76.6,24.1,70.7,38,7.0,2.1,QoS Internet Kankan T1 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-01-30T09:12:00Z,11.8,4.8,70.1,30.0,70.0,41,6.0,1.8,QoS Internet Kankan T1 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-01-18T20:40:00Z,12.0,5.7,75.4,23.0,84.8,49,5.3,2.4,QoS Internet Kankan T1 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-01-25T14:50:00Z,15.8,5.3,71.2,24.0,91.2,43,4.4,2.4,QoS Internet Kankan T1 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-04-04T15:41:00Z,15.5,4.8,73.0,29.9,76.5,42,6.2,2.6,QoS Internet Kankan T1 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-03-21T15:02:00Z,10.9,4.0,76.1,31.0,91.2,52,6.9,2.1,QoS Internet Kankan T1 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-03-20T16:56:00Z,11.9,5.3,68.5,20.9,89.9,42,5.7,2.6,QoS Internet Kankan T1 2025
MTN,KAN,10.4,-9.3,INTERNET,2025-01-17T11:41:00Z,10.6,3.9,59.9,21.5,71.1,44,5.5,1.9,QoS Internet Kankan T1 2025
MTN,NZE,7.7,-8.8,INTERNET,2025-04-08T10:34:00Z,10.6,3.8,87.3,35.3,108.6,31,6.5,3.9,QoS Internet Nzérékoré T1 2025
MTN,NZE,7.7,-8.8,INTERNET,2025-01-16T10:29:00Z,8.0,4.0,103.9,39.6,123.9,28,9.0,3.6,QoS Internet Nzérékoré T1 2025
MTN,NZE,7.8,-8.8,INTERNET,2025-02-12T14:31:00Z,9.9,3.9,97.7,25.8,128.3,35,6.3,2.9,QoS Internet Nzérékoré T1 2025
MTN,NZE,7.8,-8.8,INTERNET,2025-03-20T21:10:00Z,10.2,3.9,96.0,26.3,89.9,26,6.8,3.5,QoS Internet Nzérékoré T1 2025
MTN,NZE,7.8,-8.8,INTERNET,2025-02-13T15:12:00Z,11.8,3.9,98.0,37.4,124.3,25,7.5,3.7,QoS Internet Nzérékoré T1 2025
MTN,NZE,7.8,-8.8,INTERNET,2025-04-08T09:54:00Z,11.9,3.3,100.7,34.7,104.6,37,9.3,2.8,QoS Internet Nzérékoré T1 2025
MTN,NZE,7.7,-8.8,INTERNET,2025-02-19T20:34:00Z,8.7,3.0,96.3,25.7,116.0,41,7.5,2.5,QoS Internet Nzérékoré T1 2025
MTN,NZE,7.7,-8.8,INTERNET,2025-02-15T14:10:00Z,10.4,2.9,90.5,24.1,111.4,40,9.1,2.8,QoS Internet Nzérékoré T1 2025
MTN,NZE,7.8,-8.8,INTERNET,2025-03-16T14:21:00Z,10.0,3.2,75.8,27.9,81.3,27,7.6,2.6,QoS Internet Nzérékoré T1 2025
MTN,NZE,7.7,-8.8,INTERNET,2025-01-22T09:24:00Z,8.2,3.1,110.5,37.6,111.9,35,6.1,3.7,QoS Internet Nzérékoré T1 2025
MTN,NZE,7.8,-8.8,INTERNET,2025-03-27T09:18:00Z,10.4,3.5,108.3,43.4,125.0,32,7.6,3.2,QoS Internet Nzérékoré T1 2025
MTN,NZE,7.8,-8.8,INTERNET,2025-04-04T10:21:00Z,8.0,3.6,96.9,27.3,85.8,37,8.1,4.0,QoS Internet Nzérékoré T1 2025
MTN,FAR,10.0,-10.7,INTERNET,2025-03-29T11:40:00Z,6.6,2.5,120.7,34.6,108.6,16,12.2,5.0,QoS Internet Faranah T1 2025
MTN,FAR,10.0,-10.8,INTERNET,2025-04-08T16:19:00Z,5.7,2.4,146.4,45.9,191.3,22,12.6,3.9,QoS Internet Faranah T1 2025
MTN,FAR,10.0,-10.8,INTERNET,2025-02-14T09:27:00Z,7.0,2.1,113.4,33.5,123.5,25,11.5,5.6,QoS Internet Faranah T1 2025
MTN,FAR,10.0,-10.7,INTERNET,2025-03-30T16:39:00Z,5.6,2.8,165.3,57.7,212.4,24,12.8,4.9,QoS Internet Faranah T1 2025
MTN,FAR,10.0,-10.8,INTERNET,2025-02-11T14:30:00Z,6.2,2.6,121.8,35.9,160.2,20,9.2,3.6,QoS Internet Faranah T1 2025
MTN,FAR,10.0,-10.8,INTERNET,2025-01-29T11:18:00Z,7.7,2.3,169.3,50.3,170.1,18,10.3,4.0,QoS Internet Faranah T1 2025
MTN,FAR,10.0,-10.7,INTERNET,2025-03-26T14:11:00Z,6.0,2.0,160.4,46.0,187.4,28,10.7,4.1,QoS Internet Faranah T1 2025
MTN,FAR,10.0,-10.8,INTERNET,2025-03-14T14:23:00Z,7.8,2.9,170.7,71.1,216.2,15,9.6,6.3,QoS Internet Faranah T1 2025
MTN,MAM,10.5,-12.1,INTERNET,2025-02-08T14:34:00Z,8.0,3.3,106.5,28.8,122.6,21,10.2,5.0,QoS Internet Mamou T1 2025
MTN,MAM,10.5,-12.1,INTERNET,2025-02-25T14:03:00Z,6.5,2.8,124.4,43.3,149.3,30,11.5,4.6,QoS Internet Mamou T1 2025
MTN,MAM,10.5,-12.1,INTERNET,2025-02-05T20:48:00Z,7.3,2.8,103.1,39.9,114.6,25,12.3,4.2,QoS Internet Mamou T1 2025
MTN,MAM,10.5,-12.1,INTERNET,2025-03-30T20:40:00Z,6.3,2.5,104.3,43.1,110.0,23,11.9,4.5,QoS Internet Mamou T1 2025
MTN,MAM,10.5,-12.1,INTERNET,2025-03-03T15:35:00Z,7.1,2.8,105.8,28.5,117.0,23,9.8,4.1,QoS Internet Mamou T1 2025
MTN,MAM,10.5,-12.0,INTERNET,2025-03-03T21:20:00Z,7.5,2.5,97.6,41.0,98.5,26,10.2,3.2,QoS Internet Mamou T1 2025
MTN,MAM,10.5,-12.1,INTERNET,2025-02-19T14:06:00Z,7.8,2.6,129.2,39.6,156.1,30,11.7,3.5,QoS Internet Mamou T1 2025
MTN,MAM,10.5,-12.1,INTERNET,2025-04-02T11:54:00Z,9.0,2.2,109.4,44.5,134.0,24,9.5,4.5,QoS Internet Mamou T1 2025
MTN,MAM,10.5,-12.1,INTERNET,2025-04-08T09:30:00Z,9.1,3.2,105.6,41.1,102.7,21,10.4,4.4,QoS Internet Mamou T1 2025
