operateur,region,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
MTN,CYA,9.539229,-13.436248,MOBILE,2026-01-17T19:29:00.000Z,-91.8,-114.3,-18.1,-6.2,0,0,284.6,30.6,20.9,63,0.9,0,390.7,350.7,571.6,6,27.25,25.32,Drive Test Coyah 2026-Q1
MTN,CYA,9.728766,-13.409483,INTERNET,2026-02-08T22:17:00.000Z,-60.8,-66.9,-7.4,8.6,,,54.1,11.9,,,17.8,9.5,62.4,38.2,81.5,61,6.33,4.08,Drive Test Coyah 2026-Q1
MTN,CYA,9.653812,-13.620887,MOBILE,2026-02-25T15:03:00.000Z,-93.3,-106.2,-15.4,-1.1,0,0,613.8,59.3,0.9,48.4,0.4,0,315.7,477.1,679.1,13,33.16,18.59,Drive Test Coyah 2026-Q1
MTN,CYA,9.90855,-13.327755,INTERNET,2026-01-19T14:39:00.000Z,-90.2,-102,-19.4,-1.4,0,0,597.1,57.1,9.4,31.6,0.2,0,190.5,305.1,416.9,17,39.86,12.6,Drive Test Coyah 2026-Q1
MTN,CYA,9.817855,-13.525325,MOBILE,2026-02-10T16:43:00.000Z,-53.2,-78.4,-10.6,10.8,13.5,6.4,61,12,70.7,31.1,,,,,,66,3.58,2.59,Drive Test Coyah 2026-Q1
MTN,KIN,10.060665,-12.846972,MOBILE,2026-03-14T20:29:00.000Z,-68.5,-99.4,-7.3,13.2,27.2,12.3,45.4,2.6,88.8,12.6,,,,,,77,3.49,0.29,Drive Test Kindia 2026-Q1
MTN,KIN,10.201607,-13.030663,INTERNET,2026-02-24T19:15:00.000Z,-72.2,-88,-12.1,11.3,,,35.1,11.6,,,37.3,10.1,57.5,47.1,93.3,69,1.57,2.5,Drive Test Kindia 2026-Q1
MTN,KIN,9.9782,-12.75641,INTERNET,2026-03-11T18:08:00.000Z,-91.4,-110.7,-19.7,-7.6,0,0,437.9,22.6,14.8,36.2,1,0,420.8,449.7,724.4,8,53.96,25.57,Drive Test Kindia 2026-Q1
MTN,KIN,10.199916,-12.837078,MOBILE,2026-02-11T22:19:00.000Z,-61.4,-66.6,-12,2.3,16.9,8.1,67.3,3.7,70.8,28.3,,,,,,58,3.76,0.65,Drive Test Kindia 2026-Q1
MTN,KIN,9.852643,-12.789094,MOBILE,2026-01-12T15:00:00.000Z,-67.3,-84.5,-13.3,16.6,20.1,11.8,66.1,3.5,81.8,18.2,,,,,,69,2.99,1.23,Drive Test Kindia 2026-Q1
MTN,BKE,11.394094,-14.385853,MOBILE,2026-03-02T21:39:00.000Z,-87.3,-111.7,-18.2,-4.5,0,0,414.5,20.4,27.1,77.7,0.2,0,172,290.8,512.9,10,18.06,29.32,Drive Test Boké 2026-Q1
MTN,BKE,11.248411,-14.122007,MOBILE,2026-03-22T18:46:00.000Z,-79.3,-107.6,-15.4,-9.4,0,0,566.7,27,25.1,46.6,0.1,0,401.5,188.9,625.7,18,25.09,6.85,Drive Test Boké 2026-Q1
MTN,BKE,10.992186,-14.231444,MOBILE,2026-01-28T18:17:00.000Z,-91.9,-109.9,-17,-1.2,0,0,401.5,44.1,32.2,38,0.3,0,275.4,110.3,797.2,8,13.23,28.77,Drive Test Boké 2026-Q1
MTN,BKE,11.224067,-14.019696,MOBILE,2026-01-26T14:08:00.000Z,-44.1,-49.3,-9.6,1.7,11.1,8.5,88.7,5.8,48.4,49,,,,,,42,2.99,5.01,Drive Test Boké 2026-Q1
MTN,BKE,11.14134,-14.294044,INTERNET,2026-01-21T19:32:00.000Z,-80.4,-107.5,-15.6,-4.5,0,0,378.4,79.7,15.3,68,0,0,352.1,424.1,491.8,11,35.99,17.61,Drive Test Boké 2026-Q1
MTN,KDR,12.078174,-13.359727,MOBILE,2026-03-08T13:06:00.000Z,-80.3,-113.7,-18.5,-0.8,0,0,605,99.8,4.8,38.8,0.9,0,428.8,296.3,614.9,2,46.85,14.04,Drive Test Koundara 2026-Q1
MTN,KDR,12.34614,-13.229457,INTERNET,2026-03-01T08:28:00.000Z,-90.4,-101.1,-19.9,-9.2,0,0,336.6,64.7,4.6,32.5,0.4,0,504.1,306.1,701,1,40.11,27.47,Drive Test Koundara 2026-Q1
MTN,KDR,12.365115,-13.098183,INTERNET,2026-01-19T11:44:00.000Z,-91,-105.1,-18.1,-8.3,0,0,406.6,82.4,10.4,31,0.6,0,180.5,383.4,483.2,6,33.53,22.68,Drive Test Koundara 2026-Q1
MTN,KDR,12.384204,-13.223978,INTERNET,2026-01-16T14:45:00.000Z,-51,-53.4,-11.4,10.3,,,64.6,8.4,,,19.1,11.6,67.1,96.7,176,43,5.82,3.36,Drive Test Koundara 2026-Q1
MTN,KDR,12.382418,-13.109847,MOBILE,2026-02-27T15:42:00.000Z,-87.9,-103.9,-17.7,-1.9,0,0,439.7,85.1,25.9,32.1,0.3,0,254,156.1,760.9,4,39.84,21.72,Drive Test Koundara 2026-Q1
MTN,LBE,11.272283,-12.364353,MOBILE,2026-02-26T22:44:00.000Z,-63.6,-72.4,-10,2.8,17.4,10,42.4,9.9,78.4,23.9,,,,,,51,2.1,2.13,Drive Test Labé 2026-Q1
MTN,LBE,11.301802,-12.235972,MOBILE,2026-03-24T12:16:00.000Z,-91.8,-110.7,-17.6,-6.7,0,0,303,75.6,11.6,32.5,1,0,248.3,424,518.4,16,22.95,8.05,Drive Test Labé 2026-Q1
MTN,LBE,11.33028,-12.278416,MOBILE,2026-02-17T07:42:00.000Z,-56.3,-69.3,-7.3,11,18.8,6.9,79.4,2.3,62.1,40.9,,,,,,41,2.11,2.19,Drive Test Labé 2026-Q1
MTN,LBE,11.554283,-12.192642,MOBILE,2026-02-24T10:38:00.000Z,-90.1,-110.7,-17,-8.4,0,0,160.8,61.7,33.3,30.9,0.7,0,404.4,145.2,411.9,15,46.87,24.78,Drive Test Labé 2026-Q1
MTN,LBE,11.287977,-12.257604,INTERNET,2026-03-16T15:18:00.000Z,-45.6,-72.8,-7.1,5.7,,,78.9,11.8,,,15.5,7,62.4,85.8,57.1,58,3.97,1.26,Drive Test Labé 2026-Q1
MTN,MLI,11.977874,-12.208651,MOBILE,2026-01-07T21:12:00.000Z,-35.2,-52.9,-14.7,7.1,17.1,5.2,92.7,6.2,48,52.6,,,,,,32,5.61,1.16,Drive Test Mali 2026-Q1
MTN,MLI,12.062658,-12.15373,MOBILE,2026-02-05T18:47:00.000Z,-42.1,-46.1,-11.6,4.9,12,8.5,95.6,4.5,47.1,51.5,,,,,,44,2.25,5.99,Drive Test Mali 2026-Q1
MTN,MLI,11.882919,-12.1521,MOBILE,2026-02-06T21:04:00.000Z,-86.7,-112.2,-15.9,-3.9,0,0,255.9,53.2,12.2,47.6,0.1,0,462.7,195.5,205.7,11,37.29,19.81,Drive Test Mali 2026-Q1
MTN,MLI,11.890719,-11.862972,MOBILE,2026-02-02T18:27:00.000Z,-89.5,-110.1,-16.5,-8.7,0,0,275.6,20.4,36.5,42.9,0.2,0,363.2,242.9,580.7,4,37.55,17.72,Drive Test Mali 2026-Q1
MTN,MLI,12.332291,-12.31597,INTERNET,2026-03-24T15:12:00.000Z,-80.1,-108.6,-18,-8.8,0,0,529.1,63.6,34.9,66.9,0.2,0,466.6,442.4,209.8,8,14.52,27.08,Drive Test Mali 2026-Q1
MTN,DLB,10.819741,-12.118944,INTERNET,2026-02-14T11:08:00.000Z,-82.5,-112.3,-17.4,-1,0,0,272,69.6,17.6,35.9,0.9,0,287.5,467.1,664.8,4,19.05,14.79,Drive Test Dalaba 2026-Q1
MTN,DLB,10.415846,-12.253081,INTERNET,2026-03-18T18:06:00.000Z,-80,-114.3,-18.4,-1.8,0,0,245.6,60.7,11.1,30.5,0.1,0,440.5,270.2,477.8,11,14.74,24.77,Drive Test Dalaba 2026-Q1
MTN,DLB,10.503125,-12.349495,MOBILE,2026-03-10T09:53:00.000Z,-38.4,-47.1,-8.9,4.7,13.5,6.9,93.6,11.3,51.5,51.8,,,,,,43,5.77,2.07,Drive Test Dalaba 2026-Q1
MTN,DLB,10.359318,-12.45769,MOBILE,2026-02-04T17:23:00.000Z,-80.7,-114.2,-18.5,-7.4,0,0,435.5,26.9,19.5,34.1,0.5,0,422.7,207.3,397.7,15,14.71,23.04,Drive Test Dalaba 2026-Q1
MTN,DLB,11.123902,-12.34607,MOBILE,2026-02-24T07:37:00.000Z,-82,-107.9,-19.4,-9.1,0,0,235.1,46,39.9,70.6,0.5,0,533.4,367.5,288.9,9,14.74,5.52,Drive Test Dalaba 2026-Q1
MTN,MMU,10.489249,-12.109047,MOBILE,2026-01-04T18:43:00.000Z,-57.2,-62,-14.3,8.5,13.1,8.5,80,4.4,63.2,36.7,,,,,,51,2.03,3.96,Drive Test Mamou 2026-Q1
MTN,MMU,10.329791,-12.224963,INTERNET,2026-01-01T06:04:00.000Z,-81.7,-112.5,-16.5,-9,0,0,454.8,70.4,21.2,34.5,0.8,0,152.4,455,781.1,1,41.26,19.98,Drive Test Mamou 2026-Q1
MTN,MMU,10.71451,-12.051455,MOBILE,2026-02-22T20:27:00.000Z,-49.2,-60.7,-9.7,12.7,10.9,5,70.8,12.9,61.6,36.7,,,,,,47,3.31,3.25,Drive Test Mamou 2026-Q1
MTN,MMU,10.353473,-12.263191,MOBILE,2026-03-16T19:12:00.000Z,-88.6,-112.6,-16.2,-3.5,0,0,550.2,82.6,0.1,66.3,0.2,0,297.8,416.1,723.9,18,20.22,9.99,Drive Test Mamou 2026-Q1
MTN,MMU,10.504841,-12.084489,MOBILE,2026-01-25T06:22:00.000Z,-86.9,-101.9,-19.2,-3.7,0,0,423.4,63.6,30.7,77.5,0.2,0,520.7,145.3,759.2,4,27.8,29.96,Drive Test Mamou 2026-Q1
MTN,FRN,10.08988,-10.73113,INTERNET,2026-01-22T20:31:00.000Z,-88,-113.5,-16.1,-8,0,0,504.9,97.1,5,48.4,0.1,0,494.2,404.6,208.3,11,32.98,6.65,Drive Test Faranah 2026-Q1
MTN,FRN,10.18896,-10.764555,MOBILE,2026-01-07T22:47:00.000Z,-81.2,-114.3,-17.4,-1.3,0,0,346,90.5,32.7,45.2,0.2,0,178.1,476.5,566.5,8,34.62,23.8,Drive Test Faranah 2026-Q1
MTN,FRN,10.17036,-11.146286,MOBILE,2026-03-14T08:25:00.000Z,-30,-44,-14.7,0.8,5.2,8,91,13.9,44.6,57.9,,,,,,43,3.15,1.24,Drive Test Faranah 2026-Q1
MTN,FRN,10.007071,-10.690823,MOBILE,2026-02-07T07:11:00.000Z,-86.2,-108.4,-18.8,-3.7,0,0,407.5,21,7.8,30.4,0.2,0,183.3,105.2,695.9,11,43.62,28.59,Drive Test Faranah 2026-Q1
MTN,FRN,9.843982,-11.007217,MOBILE,2026-02-08T16:38:00.000Z,-83.2,-108.4,-18.9,-0.5,0,0,551.3,33.3,14.6,65.3,0.4,0,279.2,394.8,410.9,13,29.68,9.28,Drive Test Faranah 2026-Q1
MTN,KDG,9.20908,-10.1143,MOBILE,2026-01-28T22:57:00.000Z,-41.6,-50.7,-9.4,4.8,19.8,5.8,64.2,12.3,52.4,44.7,,,,,,47,7.67,2.63,Drive Test Kissidougou 2026-Q1
MTN,KDG,9.216884,-10.038873,INTERNET,2026-03-19T06:45:00.000Z,-81.4,-107.1,-15.9,-1.1,0,0,426.6,38.9,8.2,68.6,0.7,0,354.9,190.4,271.1,1,28.17,8.76,Drive Test Kissidougou 2026-Q1
MTN,KDG,9.212073,-9.783301,INTERNET,2026-01-17T18:38:00.000Z,-92.8,-106.2,-16.4,-0.6,0,0,215.7,20.5,28.2,31.7,0.9,0,240.8,146.9,783.1,14,59.09,8.65,Drive Test Kissidougou 2026-Q1
MTN,KDG,8.976014,-10.2361,MOBILE,2026-02-10T21:50:00.000Z,-93.6,-108.9,-15.2,-4.9,0,0,608.9,35.8,18.5,30.4,0.6,0,290.1,325.4,681.8,9,41.4,22.52,Drive Test Kissidougou 2026-Q1
MTN,KDG,9.157418,-10.084027,INTERNET,2026-03-09T13:45:00.000Z,-56.6,-58.9,-11.9,0.1,,,81.4,9.1,,,14.7,10.1,66,68.9,85.8,39,6.47,3.77,Drive Test Kissidougou 2026-Q1
MTN,KKA,10.502638,-9.366055,MOBILE,2026-01-01T21:05:00.000Z,-48,-76.2,-14,3.6,15.6,8.6,77.7,4.9,69.2,37.1,,,,,,53,5.47,3.45,Drive Test Kankan 2026-Q1
MTN,KKA,10.299131,-9.329598,INTERNET,2026-01-07T21:12:00.000Z,-84.8,-110.5,-17.7,-7.6,0,0,419.8,32.2,33.4,48.3,0.6,0,287.7,320.8,649.5,11,22.62,13.41,Drive Test Kankan 2026-Q1
MTN,KKA,10.430443,-9.099134,INTERNET,2026-01-06T06:38:00.000Z,-88.6,-109.2,-19.5,-1.2,0,0,258.3,49.9,38.3,56.4,0.4,0,621,140.9,366.5,12,26.05,27.18,Drive Test Kankan 2026-Q1
MTN,KKA,10.217488,-9.204234,INTERNET,2026-02-11T13:27:00.000Z,-75.1,-84.8,-14.6,14.8,,,55.7,4.9,,,24,12.4,56.1,25.3,128.6,59,1.79,2.76,Drive Test Kankan 2026-Q1
MTN,KKA,10.192959,-9.341413,INTERNET,2026-01-22T06:40:00.000Z,-64.7,-89.8,-13.3,6.4,,,50,10.9,,,40.1,14.6,49.4,23.6,75.7,60,1.9,0.88,Drive Test Kankan 2026-Q1
MTN,SGR,11.373869,-9.171463,INTERNET,2026-03-03T18:01:00.000Z,-38.5,-55,-14.7,11.9,,,74.5,7,,,27.3,10.8,86.9,73.6,140.3,35,8.42,1.43,Drive Test Siguiri 2026-Q1
MTN,SGR,11.465871,-9.339613,INTERNET,2026-02-21T21:49:00.000Z,-83.4,-100.6,-19.5,-7.4,0,0,250.8,64.4,9.3,79.8,0.7,0,166.4,160.4,275.4,17,36.14,29.33,Drive Test Siguiri 2026-Q1
MTN,SGR,11.33861,-9.468868,MOBILE,2026-02-12T15:07:00.000Z,-39.9,-59.8,-12.5,7.6,14.7,7.6,61.9,2.6,55.3,46.3,,,,,,41,6.38,0.21,Drive Test Siguiri 2026-Q1
MTN,SGR,11.198571,-8.91205,INTERNET,2026-01-12T19:47:00.000Z,-39.5,-62.5,-10.8,0.3,,,65.5,3.5,,,27.9,10.9,70.8,45.2,68.6,48,6.88,2.76,Drive Test Siguiri 2026-Q1
MTN,SGR,11.523656,-9.352353,MOBILE,2026-03-22T22:04:00.000Z,-80.5,-114.2,-15.6,-2.2,0,0,159.4,33.6,15.1,43.8,0.8,0,515.3,233.6,731.6,19,40.64,21.51,Drive Test Siguiri 2026-Q1
MTN,GKD,8.494595,-10.176653,INTERNET,2026-01-16T18:01:00.000Z,-35.9,-44,-7.7,3.3,,,94.3,4.4,,,27.6,9.6,100.6,122.4,83.7,36,5.04,5.63,Drive Test Guéckédou 2026-Q1
MTN,GKD,8.612529,-10.161414,MOBILE,2026-02-22T10:42:00.000Z,-30.6,-54.2,-10.2,9.8,19.3,7.8,100.2,9.8,44.6,58.1,,,,,,40,7.12,2.12,Drive Test Guéckédou 2026-Q1
MTN,GKD,8.561674,-10.137479,MOBILE,2026-02-03T07:55:00.000Z,-89.4,-112.8,-19.7,-7.9,0,0,407.8,60.8,39.6,68.6,0.9,0,534.9,452.9,283.6,6,12.42,23.72,Drive Test Guéckédou 2026-Q1
MTN,GKD,8.693914,-10.110014,INTERNET,2026-01-03T16:03:00.000Z,-90.1,-114.3,-18.7,-7.7,0,0,226.3,29.8,20.1,52.5,0.7,0,520.9,215.4,443.2,11,53.05,17.13,Drive Test Guéckédou 2026-Q1
MTN,GKD,8.760032,-10.30149,MOBILE,2026-01-10T12:35:00.000Z,-85.5,-101.2,-16.1,-9.3,0,0,285.4,65.2,1.2,62.1,0.1,0,451,134.3,503.9,13,18.02,5.54,Drive Test Guéckédou 2026-Q1
MTN,BLA,8.377164,-8.50758,MOBILE,2026-02-10T13:18:00.000Z,-47.3,-54.8,-10.5,10.2,12.4,5.1,96.1,12.3,51.2,45.7,,,,,,37,4.9,5.05,Drive Test Beyla 2026-Q1
MTN,BLA,8.569626,-8.593309,MOBILE,2026-02-06T18:15:00.000Z,-85.5,-100.5,-18.6,-1.9,0,0,289.1,62,15.2,67.3,0.7,0,181.9,427.9,395.7,16,16.31,8.39,Drive Test Beyla 2026-Q1
MTN,BLA,8.691238,-8.493316,MOBILE,2026-02-02T19:57:00.000Z,-33.7,-57.4,-11,8.2,18,4.4,82.1,5.3,48.7,51,,,,,,37,6.24,3.59,Drive Test Beyla 2026-Q1
MTN,BLA,8.824375,-8.458795,MOBILE,2026-01-25T18:14:00.000Z,-34.4,-56.4,-12.6,10.7,7.8,4.1,83.2,7.9,46.8,52.5,,,,,,40,4.43,1.24,Drive Test Beyla 2026-Q1
MTN,BLA,8.761078,-8.241364,INTERNET,2026-01-08T15:01:00.000Z,-33.6,-47.3,-12.3,12.4,,,112,6.5,,,19.4,6.7,99.1,87.9,198.7,29,9.21,5.91,Drive Test Beyla 2026-Q1
MTN,ZKR,7.781713,-8.929957,MOBILE,2026-01-11T08:48:00.000Z,-73,-94.4,-10.6,4.7,20.1,10.1,60.8,13.8,91.2,11.8,,,,,,75,2.39,1.3,Drive Test N'Zérékoré 2026-Q1
MTN,ZKR,7.616609,-8.912858,INTERNET,2026-01-22T19:04:00.000Z,-59.4,-86.5,-14.5,3.4,,,41.7,4.6,,,35,12.8,54.2,26.2,139.7,71,1.55,2.98,Drive Test N'Zérékoré 2026-Q1
MTN,ZKR,7.810943,-8.695401,MOBILE,2026-01-20T08:06:00.000Z,-87.3,-105.5,-15.3,-4.7,0,0,234.8,72.2,31.5,44,0.4,0,133.9,265.6,542,16,34.34,14.71,Drive Test N'Zérékoré 2026-Q1
MTN,ZKR,7.665044,-8.877426,INTERNET,2026-03-27T21:40:00.000Z,-83.3,-106.3,-18.2,-5.7,0,0,245.2,89.6,3.9,39.2,0.3,0,201.4,197.6,645.4,10,46.93,15.66,Drive Test N'Zérékoré 2026-Q1
MTN,ZKR,7.777465,-8.870837,INTERNET,2026-01-16T19:16:00.000Z,-57.4,-76.3,-9.2,11.5,,,49.5,14.1,,,26.1,12.3,55.3,16.9,156.1,62,4.87,2.86,Drive Test N'Zérékoré 2026-Q1
