regionCode,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering
KDR,12.310716,-12.787406,MOBILE,2026-03-16T11:47:00.000Z,-52.3,-59.9,-14.5,8.9,14.1,6.6,57.7,10.1,63.7,37.4,,,,,,60,4.12,4.16
KDR,12.046347,-12.982401,INTERNET,2026-02-13T10:56:00.000Z,-81.8,-94.2,-17.4,-4.7,,,448.8,97.8,8.7,74.8,,,,,,10,11.92,21.9
KDR,12.607096,-13.366101,INTERNET,2026-02-20T21:40:00.000Z,-43.2,-62.1,-8.3,9.3,,,61.9,6.4,,,29,14.2,60.9,74.8,116.4,51,1.78,1.83
KDR,12.225789,-12.983998,MOBILE,2026-01-07T16:07:00.000Z,-38.6,-58.7,-9.9,11.5,17.7,6.1,53.5,10.8,63.8,42.5,,,,,,62,2.01,0.57
LBE,11.417553,-12.373434,MOBILE,2026-03-11T15:09:00.000Z,-64.5,-78.1,-13.3,4.1,29.6,7.8,47,11.8,83.3,20.2,,,,,,77,1.51,0.05
LBE,11.416828,-12.20784,MOBILE,2026-01-09T22:18:00.000Z,-77.7,-107.6,-15.3,-4.1,,,527,85.1,18.3,59.1,,,,,,5,18.98,21.92
LBE,11.399701,-12.316424,INTERNET,2026-02-22T13:11:00.000Z,-73.1,-100.6,-17.2,-8.2,,,137.6,77,27.7,72,,,,,,11,30.25,17.9
LBE,11.453958,-12.475162,INTERNET,2026-03-26T19:59:00.000Z,-61.1,-82,-12.7,3.3,,,37.8,3.6,,,38,19.8,38.8,59.2,124.1,73,2.53,1.84
LBE,11.210911,-12.264007,INTERNET,2026-01-08T19:29:00.000Z,-59.2,-73.1,-12.9,13.9,,,35.9,10.6,,,47.7,18.6,40.3,24.4,121.8,73,2.91,1.4
MLI,11.973721,-12.153027,INTERNET,2026-02-07T16:15:00.000Z,-46.7,-57.5,-13.8,3.2,,,77.3,2.1,,,33,12.1,72.6,41.6,207.9,53,7.12,1.11
MLI,12.004532,-12.172248,MOBILE,2026-02-22T19:49:00.000Z,-83.8,-105.3,-19.7,-2.3,,,431.8,92.5,25.5,31.4,,,,,,6,54.27,11.56
MLI,12.369142,-12.180549,INTERNET,2026-03-17T17:45:00.000Z,-74.4,-98.5,-16.2,-0.6,,,562.9,28,18.6,77.9,,,,,,5,17.55,23.9
MLI,12.015016,-12.127933,MOBILE,2026-03-11T22:02:00.000Z,-34.1,-50.1,-13.4,13.4,13.4,5,70,6,52.4,47.8,,,,,,56,7.98,4.59
MLI,12.019719,-12.099287,MOBILE,2026-01-03T17:23:00.000Z,-85.6,-97.7,-17.5,-3.4,,,215.6,45.8,11.3,46.5,,,,,,4,18.79,25.25
DLB,10.859106,-11.907594,INTERNET,2026-02-04T12:43:00.000Z,-87,-98,-19.1,-3.3,,,546.6,31.3,17.2,42.9,,,,,,5,15.21,9.64
DLB,10.892686,-12.466464,MOBILE,2026-03-26T15:43:00.000Z,-48.9,-64.2,-8.3,11.4,25.6,10.9,43,8.4,68.9,35.7,,,,,,53,3.59,2.1
DLB,10.762513,-12.280178,MOBILE,2026-01-16T10:23:00.000Z,-58,-74.8,-11.6,8.5,28.9,11.1,50.3,9.1,74.1,25.7,,,,,,60,5.64,0.51
DLB,10.851561,-12.539292,MOBILE,2026-01-26T22:49:00.000Z,-74.8,-96.1,-19.3,-4.1,,,367.3,59.5,6.5,37,,,,,,4,36.95,24.35
DLB,10.451335,-12.251276,MOBILE,2026-02-20T15:39:00.000Z,-86.1,-100.6,-17.7,-9.4,,,209.3,55,6.3,57.4,,,,,,6,34.12,8.21
MMU,10.540506,-12.005056,MOBILE,2026-03-27T22:34:00.000Z,-81.1,-107.7,-18.8,-7.7,,,593.8,20.9,35.3,52.9,,,,,,15,46.41,16.24
MMU,10.312638,-12.178648,INTERNET,2026-03-19T19:22:00.000Z,-81.3,-103.4,-18.2,-7,,,254.7,42.7,32.5,56.8,,,,,,11,12.68,24.08
MMU,10.415351,-11.942998,MOBILE,2026-02-09T15:00:00.000Z,-60.2,-78.1,-9.1,2.9,32,9.1,53.9,10.1,88.9,13.9,,,,,,78,4.75,0.96
MMU,10.42337,-12.318752,MOBILE,2026-01-27T17:03:00.000Z,-47,-58.3,-9.1,10.4,24.9,10.2,63,10.6,63.9,39.3,,,,,,58,2.29,4
MMU,10.534234,-12.074853,INTERNET,2026-03-28T07:08:00.000Z,-85.4,-101.9,-16.6,-0.9,,,264.7,27.9,13.3,38.9,,,,,,14,54.43,14.79
FRN,10.15575,-10.736815,INTERNET,2026-01-18T06:11:00.000Z,-80.1,-101.3,-16.7,-8.8,,,506,41.2,6.6,79.2,,,,,,16,42.21,21.34
FRN,10.059133,-10.545785,INTERNET,2026-03-07T08:03:00.000Z,-44.9,-68.8,-14.4,5.5,,,59.4,9.3,,,41,14.7,47.6,65,49.6,61,6.12,0.57
FRN,10.418667,-10.672593,INTERNET,2026-01-21T12:38:00.000Z,-78,-95,-16.9,-0.7,,,408.5,99,34.6,77.8,,,,,,8,43.17,6
FRN,9.962053,-10.751765,INTERNET,2026-03-23T13:54:00.000Z,-52.1,-65.2,-10.4,6.5,,,35.2,13.9,,,40.6,14.1,54.9,42.6,58.4,57,5.75,1.83
FRN,10.006706,-11.079361,MOBILE,2026-02-22T20:07:00.000Z,-40.9,-60.3,-10.8,1.4,24.3,5.9,54.7,5.8,62.2,38.7,,,,,,55,7.51,4.3
KDG,9.054945,-9.806624,MOBILE,2026-01-16T12:43:00.000Z,-34.9,-52.7,-8.8,12.2,15,5.9,68.7,2.5,48.8,50.7,,,,,,34,6.31,1.47
KDG,9.521896,-10.13259,INTERNET,2026-02-10T10:13:00.000Z,-80.4,-94.4,-15.2,-7.4,,,528.3,69,23.3,74.8,,,,,,1,36.39,11.89
KDG,9.398924,-9.747074,MOBILE,2026-03-24T20:47:00.000Z,-83.2,-101.3,-16.3,-8.7,,,251.9,65.1,10.6,59.9,,,,,,8,52.45,26.74
KDG,9.599727,-10.24498,INTERNET,2026-03-19T08:08:00.000Z,-35.3,-55.4,-14.3,4,,,64.5,3.7,,,19.8,11.8,61.4,37.4,135.1,41,2.36,4.7
KDG,9.379297,-10.29427,MOBILE,2026-01-20T18:24:00.000Z,-37.7,-60.7,-12.2,2.1,24.3,8.1,57.1,9.7,57.4,43.2,,,,,,47,5.76,3.42
KKA,10.339816,-9.451516,MOBILE,2026-03-21T12:22:00.000Z,-87.6,-95.8,-18.1,-8.6,,,498.9,84.9,16.5,70.7,,,,,,9,29.4,21.55
KKA,10.316287,-9.45261,INTERNET,2026-01-28T15:54:00.000Z,-57.8,-60.1,-11.1,10.8,,,40.8,11.6,,,32.2,15.4,58.2,51,127.5,63,2.44,3.62
KKA,10.347424,-9.162598,MOBILE,2026-02-06T08:40:00.000Z,-42.7,-68.5,-10.2,7,22.6,6.1,60.9,4.1,68,33.9,,,,,,65,3.63,4.3
KKA,10.452374,-9.402912,MOBILE,2026-01-26T22:32:00.000Z,-53.6,-66,-10.5,4.4,29.8,12.6,37.4,3.1,68.3,32.5,,,,,,53,2.75,1.29
KKA,10.477603,-9.537833,MOBILE,2026-02-16T07:34:00.000Z,-73.3,-96.7,-19.2,-4.1,,,271.5,74.8,32.4,41.9,,,,,,16,13.63,11.43
SGR,11.425879,-9.241448,MOBILE,2026-02-24T13:46:00.000Z,-73,-96.8,-15.4,-0.5,,,168.7,75.9,31.5,34.9,,,,,,16,28.34,5.56
SGR,11.305686,-9.396832,INTERNET,2026-01-03T15:50:00.000Z,-75.5,-102.7,-17.1,-6.8,,,273.3,61.6,9.7,51.4,,,,,,3,14.69,5.24
SGR,11.799788,-9.000114,MOBILE,2026-03-16T10:23:00.000Z,-58.1,-67.2,-7.8,1.3,19.2,7.9,56.3,10.5,71.9,27.3,,,,,,52,1.52,3.66
SGR,10.969518,-9.064274,MOBILE,2026-03-27T09:23:00.000Z,-76.1,-102.6,-17.6,-7.5,,,132.8,57.6,11.2,61.8,,,,,,13,14.71,29.7
SGR,11.388406,-9.216432,MOBILE,2026-02-14T10:30:00.000Z,-44.4,-58.3,-12.2,12.5,27.9,6.8,40.9,8.4,60.3,35.6,,,,,,59,5.06,1.08
GKD,8.607521,-9.997143,MOBILE,2026-01-21T06:33:00.000Z,-84.2,-95.5,-17.9,-6.2,,,487.1,99.8,27.6,53.3,,,,,,15,44.25,18.85
GKD,8.408348,-9.829376,INTERNET,2026-03-05T12:08:00.000Z,-40.9,-52.3,-11.9,12.8,,,41.7,6.8,,,29.5,10.4,54.8,52.3,61.3,45,2.84,1.11
GKD,8.425531,-10.283088,INTERNET,2026-03-27T19:24:00.000Z,-55.5,-59.4,-9.5,1.9,,,57.2,4.2,,,29.8,15,58,26.9,60.4,64,1.9,1.98
GKD,8.444297,-10.088778,INTERNET,2026-01-21T13:08:00.000Z,-44.5,-59.2,-8.9,11.3,,,69.9,14.2,,,20.3,10.4,60.6,52.4,134,54,8.93,3.61
GKD,8.692309,-10.057567,INTERNET,2026-02-24T18:02:00.000Z,-49.8,-63.8,-14.5,14.5,,,38.3,14.7,,,31.4,12.5,43.5,66.2,99.4,63,2.78,2.42
BLA,8.955439,-8.813108,MOBILE,2026-02-05T18:35:00.000Z,-87.6,-99.7,-18.2,-3.4,,,560.8,65.3,9.5,69,,,,,,19,56.34,10.33
BLA,8.827265,-8.40846,MOBILE,2026-03-11T09:18:00.000Z,-36.4,-58.3,-7.9,2,12.9,5.6,60.8,2.3,54.4,46,,,,,,38,3.14,2.64
BLA,9.206136,-8.313125,INTERNET,2026-03-01T09:08:00.000Z,-47.9,-72.7,-14.5,8.8,,,60.1,3.2,,,33.9,14.3,50.8,18.1,147.1,61,2.15,3.67
BLA,8.947038,-8.255401,INTERNET,2026-01-12T06:17:00.000Z,-50.2,-64.1,-7.2,14.4,,,50.4,10.1,,,25,10.2,44.5,22.8,135.2,64,3.64,1.67
BLA,9.13629,-8.455915,INTERNET,2026-03-09T11:42:00.000Z,-33.4,-54.7,-8.3,5.5,,,56.9,7.6,,,18.4,7.8,68.5,97.9,226.8,51,8.71,4.91
ZKR,7.796211,-8.855398,INTERNET,2026-03-02T22:57:00.000Z,-79.1,-103.1,-18.4,-5.6,,,243,21.8,35.8,30.3,,,,,,18,37.81,5.69
ZKR,7.929675,-8.671241,MOBILE,2026-03-07T22:17:00.000Z,-86.3,-103.5,-16.4,-8.3,,,263.9,42.8,25.5,63.2,,,,,,12,54.62,12.82
ZKR,8.006853,-8.795646,MOBILE,2026-03-06T11:45:00.000Z,-78,-96.7,-15.2,-3.8,,,424.1,52.4,15.6,33.9,,,,,,19,11.56,12.97
ZKR,7.743122,-8.989269,MOBILE,2026-02-24T14:55:00.000Z,-82.1,-107.8,-16.9,-6.1,,,380.4,45.4,36.1,39.5,,,,,,15,10.52,6.7
ZKR,7.760631,-8.816671,INTERNET,2026-01-20T16:56:00.000Z,-83.2,-98.3,-16.7,-5,,,378.9,62.8,31.5,45.9,,,,,,1,43.44,27.31
