regionCode,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering
KDG,8.993246,-10.214304,MOBILE,2026-02-23T16:17:00.000Z,-96.6,-118.4,-19.5,-7.5,,,575.2,23.1,26.5,61.4,,,,,,13,22.67,13.99
KDG,9.417573,-10.382823,MOBILE,2026-01-09T11:46:00.000Z,-108.4,-128.1,-16.5,-6.8,,,648.2,42.1,25.1,70.6,,,,,,8,16.9,11.15
KDG,9.478308,-9.784585,MOBILE,2026-01-06T18:28:00.000Z,-106.4,-128.7,-19.4,-7.1,,,351.2,25.9,25.8,44,,,,,,11,17.25,20.49
KDG,8.837975,-9.928938,MOBILE,2026-01-19T22:42:00.000Z,-104.5,-116.8,-19.2,-1.8,,,809.6,41.8,3.9,38.3,,,,,,8,16.86,13.26
KDG,9.450286,-10.426769,MOBILE,2026-03-08T07:39:00.000Z,-97.1,-129,-16.5,-7.4,,,565.4,52.8,14.3,78.9,,,,,,0,42,12.71
KKA,10.31099,-9.339331,INTERNET,2026-01-17T13:51:00.000Z,-105.3,-127.7,-16.2,-7.8,,,661.4,85.8,14.4,79,,,,,,11,59.15,20.88
KKA,10.463564,-9.080498,INTERNET,2026-02-10T07:24:00.000Z,-107.8,-115.5,-17.1,-0.6,,,815.2,63.7,13.9,59.2,,,,,,2,32.72,16.93
KKA,10.446935,-9.175482,INTERNET,2026-03-10T14:34:00.000Z,-98.7,-121.6,-18.6,-4,,,468.8,75.1,9.6,73.6,,,,,,9,33.92,15.5
KKA,10.417657,-9.167405,MOBILE,2026-03-03T21:59:00.000Z,-104.4,-126.8,-15.7,-3.3,,,775.2,46.9,20.7,64.8,,,,,,11,37.39,25.54
KKA,10.247135,-9.350279,INTERNET,2026-01-08T14:20:00.000Z,-100.3,-118.2,-15.6,-4.5,,,666.6,39.7,23.4,61.1,,,,,,14,24.39,5.94
SGR,11.170407,-9.456697,INTERNET,2026-02-08T22:34:00.000Z,-101.4,-122.1,-19.9,-4.3,,,381.2,27.1,11.4,70.2,,,,,,20,59.5,28.36
SGR,11.430871,-9.307468,INTERNET,2026-02-13T14:11:00.000Z,-107.3,-115.6,-19.6,-1.7,,,780.6,68.8,37.3,45.3,,,,,,13,35.03,28.12
SGR,11.080924,-9.293475,MOBILE,2026-01-09T06:50:00.000Z,-97.1,-118.5,-16.5,-1,,,575.2,23.3,24.2,43.1,,,,,,6,15.63,26.25
SGR,11.533191,-8.804436,MOBILE,2026-03-17T19:03:00.000Z,-96.8,-115.7,-16.8,-5.7,,,345,45.5,15.1,59.2,,,,,,8,38.58,7.5
SGR,11.370588,-9.176338,INTERNET,2026-02-11T21:29:00.000Z,-108.2,-123.2,-16.8,-8.9,,,497.9,95.4,11.9,73.2,,,,,,17,13.8,15.3
GKD,8.60008,-10.199652,INTERNET,2026-02-07T16:22:00.000Z,-104.2,-124.1,-19.8,-5.7,,,334.8,74.3,29.4,63,,,,,,9,49.16,20.06
GKD,8.659469,-9.731628,MOBILE,2026-01-11T17:58:00.000Z,-96.4,-118.5,-19.3,-5.8,,,754.1,70.8,36.6,33.1,,,,,,9,59.38,8.93
GKD,8.33031,-10.257341,MOBILE,2026-01-22T08:49:00.000Z,-97.1,-124.4,-19.8,-4.2,,,703.4,49.9,3.3,63.7,,,,,,8,23.47,15.73
GKD,8.314225,-10.500129,MOBILE,2026-02-21T19:33:00.000Z,-106.9,-121.1,-18.1,-7.8,,,647.5,32.2,26.9,49.2,,,,,,15,25.28,12.07
GKD,8.499021,-10.33415,MOBILE,2026-02-16T11:07:00.000Z,-104.8,-117,-15.5,-3.5,,,806.3,42.4,21,59.9,,,,,,4,52.11,28.73
BLA,8.5261,-8.364589,MOBILE,2026-01-27T21:30:00.000Z,-96.6,-126.9,-18.2,-4.7,,,435.7,53.5,23.8,45.1,,,,,,3,14.13,21.83
BLA,8.549963,-8.692879,INTERNET,2026-02-17T08:30:00.000Z,-95.4,-124.7,-16.3,-6.5,,,534,29.7,25.7,59.5,,,,,,9,14.06,12.48
BLA,9.120116,-8.427943,MOBILE,2026-02-09T17:41:00.000Z,-104.3,-116.7,-17.4,-3.1,,,336.2,21,3.4,75.3,,,,,,4,36,7.28
BLA,8.870302,-8.294085,MOBILE,2026-02-02T08:04:00.000Z,-108.3,-120.5,-19.9,-9.6,,,717.5,84,16.4,72.5,,,,,,12,39.69,22.48
BLA,8.643844,-8.360856,MOBILE,2026-01-17T07:32:00.000Z,-102.8,-121.8,-15.5,-5.6,,,687.8,35.8,30.5,53.9,,,,,,10,17.46,9.8
ZKR,7.667147,-8.920733,MOBILE,2026-03-26T18:18:00.000Z,-61.5,-82.6,-7.7,7.7,1.6,0.1,162,4.8,54.2,46.8,,,,,,37,6.98,2.57
ZKR,7.851653,-8.605619,MOBILE,2026-03-14T14:58:00.000Z,-106.2,-117.4,-16.8,-9.7,,,475.5,28.1,14.1,55.7,,,,,,9,11.91,7.82
ZKR,7.67148,-8.845719,MOBILE,2026-02-03T17:13:00.000Z,-96.3,-117.7,-17,-0.8,,,334.4,68,7.9,37,,,,,,8,57.33,17.48
ZKR,7.90964,-8.642092,MOBILE,2026-01-16T15:38:00.000Z,-86.1,-100.7,-10.1,14.9,2.4,0,115.1,2.2,74.5,26.3,,,,,,45,3.57,1.88
ZKR,7.872503,-8.892586,MOBILE,2026-02-07T22:07:00.000Z,-66.6,-81.2,-13.3,6.6,8.2,1,151.2,8.7,57.3,43.5,,,,,,33,2.83,0.77
