regionCode,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering
CYA,9.726662,-13.457248,INTERNET,2026-01-04T19:14:00.000Z,-63.8,-84.4,-11.1,10.9,,,92.7,12.9,,,11.4,8.1,96.3,40,132.7,53,3.08,1.95
CYA,9.736424,-13.38152,MOBILE,2026-03-16T06:31:00.000Z,-82,-91.6,-12.6,5,15.8,4.3,84.3,10.5,82,15.6,,,,,,60,2.35,1.87
CYA,9.764924,-13.33745,MOBILE,2026-03-02T18:16:00.000Z,-72.3,-100.1,-12.8,13.6,11.4,4.3,81,6,80.8,16.1,,,,,,47,4.85,2.46
KIN,10.091515,-12.79597,MOBILE,2026-03-09T17:57:00.000Z,-67.8,-83,-11,1.4,12.8,2.7,84.2,7.1,65.9,36.7,,,,,,36,3.51,0.73
KIN,9.843308,-12.882405,MOBILE,2026-03-27T22:38:00.000Z,-92.3,-116.8,-15.1,-4.3,,,200.9,53.2,1,41.4,,,,,,15,29.83,24.33
KIN,10.142495,-12.927062,MOBILE,2026-01-28T18:51:00.000Z,-68.9,-93.3,-9.6,12.2,6.6,4.7,82.8,12.7,77.8,24.2,,,,,,48,3.51,0.89
KIN,9.856057,-12.71424,MOBILE,2026-03-28T13:19:00.000Z,-73.3,-92.3,-10.7,13.5,6.6,7.2,80.4,14.1,72.9,24.6,,,,,,56,1.42,0.06
KIN,9.931426,-12.727839,MOBILE,2026-02-26T12:10:00.000Z,-100.3,-111.3,-16.2,-5.3,,,268.6,70.9,31.4,62.4,,,,,,16,53.22,27.12
BKE,11.391825,-14.523734,MOBILE,2026-01-21T07:18:00.000Z,-34.5,-44,-13.6,2.9,9.6,4.5,201.6,6.2,31.6,67.9,,,,,,19,7.84,5.75
BKE,11.260847,-14.304506,MOBILE,2026-03-13T12:03:00.000Z,-98.7,-121,-19.3,-1.1,,,306.2,99.1,23.2,36.5,,,,,,4,23.81,26.22
BKE,11.111446,-14.250684,INTERNET,2026-01-15T19:54:00.000Z,-90.6,-119.7,-20,-8.2,,,325,79,28.7,64.8,,,,,,13,21.23,12.62
BKE,11.181515,-14.259359,INTERNET,2026-01-04T06:16:00.000Z,-101.7,-116,-16.3,-9.8,,,234.7,32.6,16,71.1,,,,,,1,55.57,15.93
BKE,11.054069,-14.063078,INTERNET,2026-01-12T18:18:00.000Z,-30,-44,-7.8,1.3,,,195.1,9.1,,,7,3.8,185.8,43.4,112.2,15,3.44,2.91
KDR,12.317299,-13.037933,MOBILE,2026-02-07T18:27:00.000Z,-91.1,-113.8,-16.1,-8.6,,,651.3,60.2,37.7,64.5,,,,,,3,58.99,17.22
KDR,12.559725,-12.925105,MOBILE,2026-01-28T18:10:00.000Z,-100.3,-108,-19.4,-8.5,,,673,73.9,10.7,60.4,,,,,,17,19.11,12.17
KDR,12.407126,-13.265052,MOBILE,2026-03-03T15:44:00.000Z,-92.7,-121,-16.3,-1.1,,,468.9,54.1,13.4,67.7,,,,,,16,55.34,14.73
KDR,12.329756,-13.053541,MOBILE,2026-03-24T08:18:00.000Z,-98.5,-120.6,-18.1,-8.3,,,650.4,26.2,18.9,59.8,,,,,,10,33.91,11.64
KDR,12.166461,-13.055653,INTERNET,2026-01-01T09:18:00.000Z,-91.2,-119,-17.8,-2.9,,,602.6,52.2,10.8,63.8,,,,,,9,46.53,26.68
LBE,11.264933,-12.386092,INTERNET,2026-02-14T17:57:00.000Z,-90.5,-113.7,-15.5,-0.7,,,196.6,37.7,29.8,35.5,,,,,,10,34.4,9.58
LBE,11.42167,-12.367203,MOBILE,2026-01-08T19:22:00.000Z,-69.9,-84.9,-10.7,8,14.6,7.4,87.5,6.4,74.3,25.5,,,,,,51,2.96,2.16
LBE,11.339777,-12.277641,INTERNET,2026-01-14T13:05:00.000Z,-84.4,-100.9,-13,15.9,,,80.9,10.3,,,13.5,3.7,72.3,64.1,71.1,54,2.2,3.21
LBE,11.521507,-12.215924,MOBILE,2026-02-16T17:57:00.000Z,-97.2,-116.2,-18.7,-3.3,,,350.3,24,32.9,30.3,,,,,,15,19.14,12.63
LBE,11.395247,-12.205752,MOBILE,2026-02-10T19:09:00.000Z,-84.1,-98,-13.7,14.3,16,3.2,69.8,9.3,85.6,15.8,,,,,,52,4.82,2.31
MLI,11.895637,-12.267018,MOBILE,2026-03-18T14:48:00.000Z,-97.5,-121.7,-17.4,-4.6,,,545.6,85,22,39,,,,,,5,35.24,5.41
MLI,12.147949,-12.253928,MOBILE,2026-02-27T15:10:00.000Z,-88.9,-119.8,-17.8,-3.7,,,642.4,51.5,28.7,65.1,,,,,,18,44.83,5.81
MLI,11.987161,-11.67621,MOBILE,2026-02-17T06:47:00.000Z,-100.2,-118.1,-15.3,-6.3,,,371,97.2,10.8,46.4,,,,,,3,13.87,19.37
MLI,12.014706,-12.134961,MOBILE,2026-02-07T09:50:00.000Z,-36.9,-44,-12.4,12.3,12.4,4,190.5,6.8,29.6,69.1,,,,,,27,13.61,2.12
MLI,11.998652,-12.106213,MOBILE,2026-01-10T08:13:00.000Z,-94.5,-121,-18.5,-2.9,,,399,52.9,35.5,66.5,,,,,,15,26.71,16.94
DLB,10.802677,-12.127307,MOBILE,2026-03-27T07:10:00.000Z,-88.8,-110,-18.4,-5.4,,,336.5,49.5,8.4,49.5,,,,,,11,56.89,21.12
DLB,10.688781,-12.238383,MOBILE,2026-02-16T15:36:00.000Z,-31.6,-47.4,-7,0.6,9.7,1.1,175,4.4,34.7,63.2,,,,,,15,4.72,2.15
DLB,10.733614,-12.281307,MOBILE,2026-03-12T14:06:00.000Z,-88.9,-117.4,-15.9,-8.7,,,455.3,20.7,39.1,30.6,,,,,,17,44.93,11.11
DLB,10.866598,-11.951585,INTERNET,2026-02-16T10:04:00.000Z,-92,-115.3,-15.6,-9.3,,,314.4,56.6,23.2,56.2,,,,,,10,19.48,20.84
DLB,10.471707,-12.314751,MOBILE,2026-02-15T16:44:00.000Z,-93.9,-107.5,-17.5,-1.3,,,319.7,89.4,5.5,51.5,,,,,,11,29.93,6.73
MMU,10.427288,-12.108859,INTERNET,2026-03-04T07:32:00.000Z,-64.6,-88.7,-7.2,6,,,100,7.2,,,9.7,3.2,83.2,70,85.7,45,2.72,2.72
MMU,10.566771,-12.082898,MOBILE,2026-01-17T21:39:00.000Z,-68.8,-86.4,-13,12.6,14.1,4,88.4,7.3,80.6,20.1,,,,,,45,4.62,0.79
MMU,10.671565,-11.96838,INTERNET,2026-03-18T14:22:00.000Z,-94.2,-112.8,-17.5,-2.7,,,535.6,83.1,39.1,78.5,,,,,,4,13.35,25.61
MMU,10.522772,-12.306465,MOBILE,2026-01-22T16:07:00.000Z,-89.4,-112.8,-15.5,-0.4,,,309.1,45.6,10,66.1,,,,,,5,37.63,24.15
MMU,10.548961,-11.830467,MOBILE,2026-03-19T06:53:00.000Z,-101.7,-121.6,-17.6,-0.3,,,517.5,94.1,25.7,42.4,,,,,,15,24.93,11.52
FRN,10.32861,-10.870522,MOBILE,2026-02-07T13:02:00.000Z,-89.1,-109.7,-17.4,-9.9,,,494.8,43.8,13.7,67.2,,,,,,7,42.47,11.61
FRN,10.384496,-10.684571,INTERNET,2026-02-03T10:22:00.000Z,-99.1,-111.5,-19.3,-7.2,,,543.1,30.6,37.5,65.6,,,,,,18,35,25.37
FRN,10.010422,-10.718384,MOBILE,2026-02-08T22:17:00.000Z,-30,-44,-7.4,-0.1,0,4.6,178.5,10,29.2,66.5,,,,,,20,7.18,2.56
FRN,10.323507,-10.405278,INTERNET,2026-02-17T20:24:00.000Z,-89.2,-116.4,-19.5,-7.7,,,286.9,53.7,15,47.1,,,,,,9,34.97,19.08
FRN,9.640033,-10.862552,MOBILE,2026-02-01T09:40:00.000Z,-100.6,-119.6,-17.8,-6.6,,,313.6,77.5,3.8,35.3,,,,,,19,25.63,23.53
KDG,9.513832,-10.113312,MOBILE,2026-03-07T07:54:00.000Z,-90.6,-118.2,-15.1,-6.7,,,261,98.4,14.5,73.8,,,,,,2,47.28,8.54
KDG,9.22622,-9.783394,MOBILE,2026-01-24T19:32:00.000Z,-87.9,-115.9,-16.7,-7.9,,,251.3,20.2,39.6,61.8,,,,,,5,54.87,15.15
KDG,9.289555,-10.2208,MOBILE,2026-02-08T21:40:00.000Z,-92.7,-120.5,-19.9,-6.6,,,579.5,56.8,18.3,43.6,,,,,,15,42.22,23.62
KDG,9.306667,-10.132164,MOBILE,2026-01-21T22:10:00.000Z,-87.4,-121.1,-15.8,-5.3,,,464.8,45.8,2.8,39.3,,,,,,8,19.42,13
KDG,9.346921,-10.067821,INTERNET,2026-03-01T22:43:00.000Z,-92.9,-110.4,-19,-3.9,,,273.6,43.4,19.2,34.1,,,,,,18,52.93,15.73
KKA,10.460584,-9.316139,MOBILE,2026-03-03T08:12:00.000Z,-77.8,-97.2,-13.4,11.1,11.2,2.3,77.3,5.3,78,24.1,,,,,,42,3.02,2.45
KKA,10.314743,-9.415551,MOBILE,2026-03-01T06:12:00.000Z,-61.8,-70.1,-14.7,13,13.5,3.7,97,3.9,64.7,37.8,,,,,,49,1.94,1.99
KKA,10.366056,-9.230986,INTERNET,2026-01-14T09:10:00.000Z,-93.7,-113.1,-17.7,-9.5,,,642.3,28.2,35.6,72.3,,,,,,3,22.76,25.04
KKA,10.386313,-9.306802,MOBILE,2026-03-02T10:14:00.000Z,-76.3,-104,-12.5,14.4,21.1,5.2,63.7,11.4,83.5,16,,,,,,44,1.89,0.29
KKA,10.384737,-9.300841,MOBILE,2026-01-16T20:54:00.000Z,-64.4,-73.3,-8.7,3.8,4.1,8.5,86.7,7.6,63.5,36,,,,,,43,2.82,1.7
SGR,11.362812,-9.54237,MOBILE,2026-01-06T15:04:00.000Z,-101.5,-121.7,-19.1,-1.4,,,437.8,92.4,10.7,40.4,,,,,,10,58.07,26.89
SGR,11.282268,-9.169994,INTERNET,2026-02-07T08:51:00.000Z,-96.6,-116.9,-18.8,-1,,,273.6,58.4,30.6,65.4,,,,,,7,48.69,26.1
SGR,11.575076,-8.899852,INTERNET,2026-03-12T20:34:00.000Z,-90.9,-116,-18.6,-1.1,,,397.5,51.8,35.6,34.5,,,,,,14,47.53,12.01
SGR,11.461193,-9.354066,MOBILE,2026-02-09T17:49:00.000Z,-95.3,-120.7,-16.5,-7,,,527.4,36.7,19.5,32.1,,,,,,16,26.58,24.86
SGR,11.372506,-9.171782,MOBILE,2026-03-08T09:00:00.000Z,-101.8,-116.8,-17.8,-0.9,,,489.7,79,33.8,36.8,,,,,,12,31.83,23.54
GKD,8.575303,-9.81057,MOBILE,2026-03-25T08:27:00.000Z,-99,-119.8,-18.2,-2.4,,,472.8,42.6,14.1,73.4,,,,,,10,24.36,21.7
GKD,8.171537,-9.936404,MOBILE,2026-02-17T21:52:00.000Z,-90.8,-119.6,-17.4,-1.8,,,669,81.8,32.3,76.8,,,,,,2,33.32,7.6
GKD,8.528056,-10.085104,MOBILE,2026-03-06T14:56:00.000Z,-32.9,-44,-10.7,5.7,7.4,3.1,211.4,14.8,26.3,69.6,,,,,,22,6.62,8.28
GKD,8.462356,-9.939333,MOBILE,2026-03-04T19:47:00.000Z,-97.5,-109.8,-18.6,-1.5,,,582.7,94.8,14.9,53.6,,,,,,16,35.27,29.86
GKD,8.687307,-10.141999,MOBILE,2026-01-21T17:21:00.000Z,-98,-109.4,-19.1,-6,,,536.3,43.3,37,68.2,,,,,,13,44.65,11.26
BLA,8.81674,-8.413261,MOBILE,2026-03-07T21:14:00.000Z,-100.7,-120.8,-18.9,-9.7,,,486,23.1,12.1,56.1,,,,,,10,35.68,24.17
BLA,8.93701,-8.241507,MOBILE,2026-01-05T18:43:00.000Z,-31.4,-44,-7.8,1.1,6,3.9,197.5,11.4,31.4,71,,,,,,26,11.35,2.88
BLA,8.763232,-8.382199,MOBILE,2026-02-24T14:48:00.000Z,-93.5,-107.5,-17.6,-0.4,,,204.8,35.6,13.5,66.9,,,,,,1,26.49,15.49
BLA,8.694727,-8.713186,MOBILE,2026-01-19T11:57:00.000Z,-88.6,-116.4,-19,-7.9,,,412.2,83,19,59.7,,,,,,7,12.8,29.94
BLA,8.740375,-8.432267,MOBILE,2026-01-23T17:48:00.000Z,-30,-44,-7,9.5,12,5.7,221,7.6,25.8,75.3,,,,,,12,11.4,9.37
ZKR,7.82148,-8.809994,MOBILE,2026-03-24T16:07:00.000Z,-101.3,-115.5,-16.3,-8.1,,,336.6,90.1,5.7,70.1,,,,,,5,10.05,21.23
ZKR,7.610885,-8.588109,MOBILE,2026-02-06T22:28:00.000Z,-94,-115.1,-19.8,-9.6,,,434.6,89.3,35.1,49.4,,,,,,2,11.84,14.4
ZKR,7.85769,-9.008166,INTERNET,2026-02-08T21:09:00.000Z,-77.4,-97.3,-7.5,15.4,,,78.3,11,,,27.6,10,76.3,55.4,101.4,53,2.02,3.04
ZKR,7.536631,-8.67626,INTERNET,2026-03-10T12:23:00.000Z,-91.5,-121.1,-15.1,-3.3,,,278.1,82.2,25.9,50,,,,,,8,55.46,6.24
ZKR,7.70432,-8.731687,INTERNET,2026-01-11T14:31:00.000Z,-96.6,-118.3,-15.1,-1.5,,,523.5,51.9,35.6,72.8,,,,,,6,41.84,10.28
