operateur,region,latitude,longitude,typeMesure,timestamp,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
INTERCEL,CON,10.1,-12.9,INTERNET,2025-06-07T10:27:00Z,8.7,2.3,87.7,31.2,100.6,39,3.2,1.1,QoS Internet Conakry T2 2025
INTERCEL,CON,10.0,-12.9,INTERNET,2025-05-27T10:48:00Z,8.4,3.0,92.9,29.3,92.4,43,3.9,1.2,QoS Internet Conakry T2 2025
INTERCEL,CON,10.1,-12.8,INTERNET,2025-05-30T16:21:00Z,6.6,2.8,66.9,22.7,80.5,51,4.0,1.7,QoS Internet Conakry T2 2025
INTERCEL,KIN,10.0,-12.3,INTERNET,2025-06-13T20:48:00Z,5.5,1.9,98.4,32.7,122.5,39,5.1,1.9,QoS Internet Kindia T2 2025
INTERCEL,KIN,10.0,-12.3,INTERNET,2025-04-13T16:23:00Z,4.7,2.3,118.6,46.6,147.3,25,5.9,1.9,QoS Internet Kindia T2 2025
INTERCEL,KIN,10.0,-12.3,INTERNET,2025-07-02T15:42:00Z,4.9,1.9,111.2,38.8,107.9,27,4.7,2.5,QoS Internet Kindia T2 2025
INTERCEL,KIN,10.1,-12.3,INTERNET,2025-04-19T21:26:00Z,4.6,2.1,110.8,34.8,108.6,34,6.6,2.6,QoS Internet Kindia T2 2025
INTERCEL,KIN,10.0,-12.3,INTERNET,2025-05-06T20:16:00Z,5.1,1.9,141.9,46.9,156.7,32,4.0,2.1,QoS Internet Kindia T2 2025
INTERCEL,KIN,10.0,-12.3,INTERNET,2025-06-20T14:00:00Z,5.3,2.1,124.6,41.5,122.1,37,6.0,2.4,QoS Internet Kindia T2 2025
INTERCEL,KIN,10.1,-12.3,INTERNET,2025-05-03T11:49:00Z,5.5,2.1,100.1,42.7,105.0,33,4.7,1.6,QoS Internet Kindia T2 2025
INTERCEL,KIN,10.1,-12.3,INTERNET,2025-05-13T09:24:00Z,5.5,1.7,114.8,32.7,108.9,32,5.3,1.6,QoS Internet Kindia T2 2025
INTERCEL,KIN,10.1,-12.3,INTERNET,2025-06-17T10:28:00Z,6.3,2.1,135.3,46.9,159.4,32,5.9,2.7,QoS Internet Kindia T2 2025
INTERCEL,KIN,10.1,-12.3,INTERNET,2025-06-15T15:53:00Z,5.5,2.0,122.5,38.9,157.9,26,5.2,1.7,QoS Internet Kindia T2 2025
INTERCEL,KIN,10.0,-12.3,INTERNET,2025-06-18T20:50:00Z,5.4,1.7,123.5,46.7,162.7,38,4.0,1.7,QoS Internet Kindia T2 2025
INTERCEL,BOK,11.1,-14.2,INTERNET,2025-05-07T16:26:00Z,2.6,1.2,195.9,67.2,254.7,22,10.0,3.6,QoS Internet Boké T2 2025
INTERCEL,BOK,11.1,-14.2,INTERNET,2025-06-02T10:26:00Z,2.4,1.2,230.1,64.0,287.4,12,12.1,5.0,QoS Internet Boké T2 2025
INTERCEL,BOK,11.1,-14.2,INTERNET,2025-07-01T09:25:00Z,2.9,0.9,199.9,81.3,219.9,15,10.3,3.6,QoS Internet Boké T2 2025
INTERCEL,BOK,11.0,-14.2,INTERNET,2025-05-01T10:24:00Z,2.4,1.2,259.9,79.2,282.5,22,9.4,4.6,QoS Internet Boké T2 2025
INTERCEL,BOK,11.1,-14.2,INTERNET,2025-04-15T15:44:00Z,2.7,0.9,215.0,67.6,238.0,14,8.9,4.9,QoS Internet Boké T2 2025
INTERCEL,BOK,11.0,-14.2,INTERNET,2025-05-10T10:09:00Z,3.0,1.1,194.5,82.1,237.7,23,8.3,5.2,QoS Internet Boké T2 2025
INTERCEL,LAB,11.4,-12.5,INTERNET,2025-04-18T11:20:00Z,3.6,1.4,216.1,88.2,269.3,26,9.9,4.4,QoS Internet Labé T2 2025
INTERCEL,LAB,11.3,-12.5,INTERNET,2025-04-23T11:45:00Z,2.9,1.3,162.0,59.5,168.1,14,7.0,4.1,QoS Internet Labé T2 2025
INTERCEL,LAB,11.3,-12.5,INTERNET,2025-05-12T16:14:00Z,3.8,1.3,143.9,57.2,156.4,19,8.9,3.2,QoS Internet Labé T2 2025
INTERCEL,LAB,11.4,-12.5,INTERNET,2025-06-28T09:41:00Z,3.1,1.5,189.9,65.3,219.7,27,6.3,4.6,QoS Internet Labé T2 2025
INTERCEL,LAB,11.3,-12.5,INTERNET,2025-06-27T11:44:00Z,3.8,1.1,195.7,77.4,180.2,19,6.4,4.3,QoS Internet Labé T2 2025
INTERCEL,LAB,11.4,-12.5,INTERNET,2025-05-07T21:12:00Z,3.4,1.1,181.8,54.9,183.5,13,10.0,3.1,QoS Internet Labé T2 2025
INTERCEL,LAB,11.3,-12.5,INTERNET,2025-07-02T11:41:00Z,3.1,1.4,185.6,74.4,222.3,25,6.4,3.9,QoS Internet Labé T2 2025
INTERCEL,LAB,11.3,-12.5,INTERNET,2025-05-11T11:46:00Z,3.9,1.1,187.1,70.4,190.2,17,7.4,4.5,QoS Internet Labé T2 2025
INTERCEL,KAN,10.4,-9.3,INTERNET,2025-05-14T11:42:00Z,4.9,1.5,157.1,51.4,186.5,24,5.9,2.9,QoS Internet Kankan T2 2025
INTERCEL,KAN,10.4,-9.3,INTERNET,2025-04-21T10:42:00Z,3.8,1.6,166.3,43.9,205.1,24,5.6,2.4,QoS Internet Kankan T2 2025
INTERCEL,KAN,10.4,-9.3,INTERNET,2025-06-28T10:57:00Z,4.2,1.8,124.8,39.9,114.9,29,4.8,3.3,QoS Internet Kankan T2 2025
INTERCEL,KAN,10.4,-9.3,INTERNET,2025-05-02T20:55:00Z,5.1,1.4,118.8,39.2,136.8,22,6.4,3.4,QoS Internet Kankan T2 2025
INTERCEL,KAN,10.4,-9.3,INTERNET,2025-04-14T11:15:00Z,4.4,1.8,166.9,61.3,203.8,28,5.3,2.7,QoS Internet Kankan T2 2025
INTERCEL,KAN,10.4,-9.3,INTERNET,2025-04-21T15:05:00Z,4.6,1.9,143.4,38.1,165.4,23,7.0,2.0,QoS Internet Kankan T2 2025
INTERCEL,KAN,10.3,-9.3,INTERNET,2025-07-02T11:18:00Z,4.0,1.9,123.0,36.4,151.9,30,6.3,2.2,QoS Internet Kankan T2 2025
INTERCEL,KAN,10.4,-9.3,INTERNET,2025-05-10T15:13:00Z,5.4,1.7,133.0,49.2,159.9,27,7.0,2.4,QoS Internet Kankan T2 2025
INTERCEL,KAN,10.4,-9.3,INTERNET,2025-05-16T11:18:00Z,4.3,1.8,114.8,36.8,102.1,24,5.6,3.2,QoS Internet Kankan T2 2025
INTERCEL,NZE,7.8,-8.8,INTERNET,2025-06-22T16:10:00Z,3.2,1.3,231.5,100.8,265.7,24,11.1,4.7,QoS Internet Nzérékoré T2 2025
INTERCEL,NZE,7.7,-8.8,INTERNET,2025-04-11T14:36:00Z,3.5,1.1,188.4,60.1,173.8,24,8.7,2.9,QoS Internet Nzérékoré T2 2025
INTERCEL,NZE,7.8,-8.8,INTERNET,2025-06-07T10:51:00Z,2.5,1.2,211.9,65.8,237.8,26,7.8,3.4,QoS Internet Nzérékoré T2 2025
INTERCEL,NZE,7.7,-8.8,INTERNET,2025-05-16T20:42:00Z,3.0,1.2,213.9,65.8,189.8,22,9.0,4.8,QoS Internet Nzérékoré T2 2025
INTERCEL,NZE,7.8,-8.8,INTERNET,2025-07-01T09:55:00Z,3.2,1.0,182.5,62.0,167.2,11,10.3,4.6,QoS Internet Nzérékoré T2 2025
INTERCEL,NZE,7.7,-8.8,INTERNET,2025-05-13T21:06:00Z,2.9,1.1,188.3,70.9,172.0,22,8.8,2.8,QoS Internet Nzérékoré T2 2025
INTERCEL,NZE,7.8,-8.8,INTERNET,2025-04-22T20:31:00Z,3.5,1.2,177.4,68.1,231.8,16,10.9,5.1,QoS Internet Nzérékoré T2 2025
INTERCEL,FAR,10.1,-10.8,INTERNET,2025-06-22T16:01:00Z,1.9,0.8,240.8,77.3,255.2,18,14.3,7.5,QoS Internet Faranah T2 2025
INTERCEL,FAR,10.0,-10.8,INTERNET,2025-06-11T16:19:00Z,2.2,0.7,262.5,94.7,239.3,18,14.0,4.7,QoS Internet Faranah T2 2025
INTERCEL,FAR,10.0,-10.7,INTERNET,2025-05-22T21:07:00Z,1.7,0.6,354.6,146.4,396.1,18,17.1,5.6,QoS Internet Faranah T2 2025
INTERCEL,FAR,10.0,-10.8,INTERNET,2025-05-02T20:55:00Z,2.3,0.8,341.0,104.4,397.1,13,15.5,5.6,QoS Internet Faranah T2 2025
INTERCEL,MAM,10.5,-12.1,INTERNET,2025-06-20T09:42:00Z,2.2,0.7,301.4,80.3,275.8,19,11.4,5.3,QoS Internet Mamou T2 2025
INTERCEL,MAM,10.5,-12.1,INTERNET,2025-06-25T16:05:00Z,2.1,1.0,278.6,97.7,290.4,21,14.1,5.0,QoS Internet Mamou T2 2025
INTERCEL,MAM,10.5,-12.1,INTERNET,2025-05-24T20:48:00Z,2.3,0.9,210.5,62.4,224.4,10,12.8,4.2,QoS Internet Mamou T2 2025
INTERCEL,MAM,10.5,-12.1,INTERNET,2025-06-25T15:25:00Z,2.6,1.0,231.3,82.5,272.2,9,10.1,4.9,QoS Internet Mamou T2 2025
INTERCEL,MAM,10.5,-12.1,INTERNET,2025-06-02T10:30:00Z,1.9,1.0,301.2,125.8,305.0,20,11.5,6.2,QoS Internet Mamou T2 2025
