regionCode,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering
BOK,11.04,-14.39,INTERNET,2025-12-29T18:21:43.405000Z,,,,,,,,,,,17.38,9.76,40.77,6.23,121.1,,,
BOK,11.05,-14.2,INTERNET,2025-11-19T13:04:20.612000Z,,,,,,,,,,,14.31,8.33,59.39,23.32,195.92,,,
BOK,11.14,-14.24,INTERNET,2025-10-13T06:33:23.208000Z,,,,,,,,,,,21.31,7.24,36.26,23.2,144.78,,,
KDR,12.48,-13.46,INTERNET,2025-11-20T05:37:17.662000Z,,,,,,,,,,,13.59,11.18,36.88,33.51,231.99,,,
KDR,12.56,-13.3,DRIVE_TEST,2025-12-15T02:46:15.031000Z,-74.85,-83.77,-8.74,15.43,17.84,7.23,18.12,6.83,85.26,4.35,27.95,9.33,36.65,1,130.17,59.1,3.55,4.88
KDR,12.42,-13.25,DRIVE_TEST,2025-11-14T10:56:43.356000Z,-80.65,-84.26,-10.14,10.8,15.12,6.15,48.53,5.45,69.28,1.54,12.15,7.91,39.82,29.52,210.06,41.41,5.25,4.95
KDR,12.35,-13.19,INTERNET,2025-12-12T08:14:09.903000Z,,,,,,,,,,,17.56,8.85,38.16,12.68,136.75,,,
KDR,12.36,-13.46,INTERNET,2025-11-01T20:23:00.558000Z,,,,,,,,,,,4.26,9.14,48.29,24.62,132.28,,,
KDR,12.46,-13.25,INTERNET,2025-10-27T23:39:21.584000Z,,,,,,,,,,,18.09,10.52,49.06,39.54,169.23,,,
KDR,12.56,-13.17,MOBILE,2025-10-30T07:06:09.528000Z,-75.93,-84.4,-8.69,5.17,6.35,10.21,26.25,8.25,88.13,2.5,,,,,,,,
LAB,11.36,-12.24,INTERNET,2025-10-27T06:53:57.334000Z,,,,,,,,,,,13.96,6.67,37.72,20.75,104.93,,,
LAB,11.36,-12.24,MOBILE,2025-11-06T01:08:43.486000Z,-61.02,-82.92,-9.06,11.85,13.81,4.38,27.33,3.92,76.55,1.95,,,,,,,,
LAB,11.35,-12.26,INTERNET,2025-12-31T08:23:56.890000Z,,,,,,,,,,,14.73,7.7,43.93,37.28,188.46,,,
LAB,11.3,-12.17,MOBILE,2025-11-11T08:59:52.467000Z,-74.98,-79.91,-7.75,4.69,14.14,5.77,45.76,8.08,57.51,4.17,,,,,,,,
LAB,11.43,-12.27,MOBILE,2025-10-22T23:47:00.044000Z,-72.7,-85.24,-8.62,14.78,16.67,6.43,34.19,4.82,60.51,0,,,,,,,,
LAB,11.24,-12.19,DRIVE_TEST,2025-12-18T11:42:21.229000Z,-75.83,-84.28,-8,10.22,14.11,7.9,46.06,9.58,61.05,3.84,13.56,8.57,43.6,34.39,134.08,47.71,4.22,4.08
LAB,11.3,-12.25,MOBILE,2025-12-09T23:12:57.161000Z,-78.01,-86.96,-7.95,7.49,16.3,5.56,30.23,2.66,64.06,0.76,,,,,,,,
MLI,11.94,-12.22,INTERNET,2025-11-19T05:34:40.979000Z,,,,,,,,,,,13.92,10.53,47.31,15.05,144.75,,,
MLI,12.08,-12.24,MOBILE,2025-11-17T12:16:06.075000Z,-81.76,-84.45,-8.04,5.69,14.69,5.9,37.02,11.26,70.42,3.84,,,,,,,,
MLI,11.91,-12.25,DRIVE_TEST,2025-11-18T21:27:47.078000Z,-75.87,-83.63,-8.81,5.87,8.74,8.21,21.96,4.92,62.76,3.33,10.22,8.74,40.33,33.73,89.87,51.75,4.59,0.26
MLI,12.09,-12.35,INTERNET,2025-10-16T07:54:11.265000Z,,,,,,,,,,,17.47,8.07,80.32,18.41,113.05,,,
MLI,11.99,-12.19,MOBILE,2025-11-20T13:53:24.918000Z,-81.39,-75.63,-8.16,6.69,16.96,8.01,47.54,2.66,64.34,4.86,,,,,,,,
MLI,12.02,-12.3,MOBILE,2025-10-02T03:59:12.040000Z,-79.72,-95.72,-10.32,2.8,6.49,2.12,85.42,14.13,38.03,6.4,,,,,,,,
DLB,10.88,-12.38,MOBILE,2025-10-21T02:46:18.539000Z,-96.99,-97.69,-10.69,2.44,4.88,3.28,101.1,9.22,27.94,7.9,,,,,,,,
DLB,10.88,-12.27,DRIVE_TEST,2025-11-24T18:32:26.576000Z,-74.64,-89.8,-8.53,8.78,7.46,5.08,30.33,0,68.36,3.85,18.9,7.41,36.33,33.76,155.87,48.1,1.6,0
DLB,11.04,-12.16,INTERNET,2025-11-14T18:09:36.034000Z,,,,,,,,,,,13.4,8.39,45.49,25.78,224.61,,,
DLB,11.13,-12.32,DRIVE_TEST,2025-10-10T20:15:03.269000Z,-82.84,-75,-10.96,8.72,13.81,4.89,42.66,6.31,61.01,4.56,9.76,6.5,42.54,13.88,184.89,50.28,4.17,0
DLB,10.92,-12.13,MOBILE,2025-11-01T11:17:51.480000Z,-76.24,-84.72,-8.52,6.97,12.84,5.51,42.17,8.84,66.05,6.96,,,,,,,,
DLB,11.08,-12.31,DRIVE_TEST,2025-10-28T20:38:10.725000Z,-69.13,-88.42,-9.57,12.34,11.86,6.96,15.24,2.38,69.42,5.71,20.95,9.47,38.82,30.61,159.92,49.61,2.75,1.38
DLB,10.9,-12.39,MOBILE,2025-10-27T06:21:59.795000Z,-84.41,-85.78,-8.17,7.52,11.04,8.18,42.48,9.55,57.73,4.93,,,,,,,,
MAM,10.57,-12.2,MOBILE,2025-11-03T16:47:23.770000Z,-59.05,-69.85,-4.94,13,23.06,13.71,14.94,0.08,100,4.73,,,,,,,,
MAM,10.5,-12.21,MOBILE,2025-10-07T11:40:28.601000Z,-63.57,-63.22,-3,11.94,20.71,13.68,28.46,7,100,0.66,,,,,,,,
MAM,10.53,-12.1,INTERNET,2025-11-17T19:10:06.826000Z,,,,,,,,,,,24.49,17.35,23.46,12.22,120.96,,,
MAM,10.53,-12.07,INTERNET,2025-11-28T13:24:38.493000Z,,,,,,,,,,,24.81,15.2,35.32,20.63,106.89,,,
MAM,10.64,-12.15,MOBILE,2025-10-20T20:47:31.643000Z,-53,-68.31,-6.27,16.95,24.61,11.1,31.71,0.41,100,3.37,,,,,,,,
MAM,10.55,-12.03,MOBILE,2025-11-12T17:56:13.459000Z,-69.84,-72.6,-7.94,16.36,17.05,7.05,16.29,0.37,100,0,,,,,,,,
FAR,9.92,-10.86,MOBILE,2025-12-24T17:27:25.448000Z,-70.19,-82.81,-7.08,11.94,15.1,3.52,27.61,6.77,72.83,4.11,,,,,,,,
FAR,10.04,-10.79,DRIVE_TEST,2025-10-28T11:31:48.546000Z,-82.61,-99.58,-12.86,-0.38,3.96,5.84,113.9,13.76,24.43,9.2,3.39,3.48,130.89,79.48,507.05,14.21,11.2,3.49
FAR,10.11,-10.8,DRIVE_TEST,2025-11-23T00:46:37.651000Z,-73.1,-83.52,-6.59,5.69,12.05,7.64,26.67,7.32,71.11,4.13,14.91,7.37,34.36,27.21,169.64,52.77,5.66,1.46
FAR,9.89,-10.82,INTERNET,2025-12-12T04:07:24.280000Z,,,,,,,,,,,11.81,5.41,22.22,33.45,213.14,,,
FAR,9.96,-10.76,MOBILE,2025-11-09T15:03:58.826000Z,-66.86,-90.39,-7.25,6.74,13.24,8.79,46.99,5.35,73.29,4.57,,,,,,,,
FAR,9.97,-10.59,DRIVE_TEST,2025-11-26T17:12:40.955000Z,-79.27,-94.97,-7.4,14.13,3.17,10.6,37.78,5.41,79.99,2.09,20.53,6.73,27.14,13.14,183.99,50.29,3.94,1.85
KDG,9.32,-10.17,DRIVE_TEST,2025-11-03T04:09:43.277000Z,-92.16,-95.14,-13.69,4.79,5.21,4.18,128.03,15.02,29.07,7.28,10.16,1.2,118.11,61.54,481.79,11,8.76,5.17
KDG,9.25,-10.15,DRIVE_TEST,2025-10-09T19:10:14.939000Z,-77.01,-87.11,-10.44,12.09,11.44,5.95,40.35,3.53,57.13,3.94,19.22,8.13,43.25,26.13,207.64,58.31,5,1.49
KDG,9.28,-10.05,DRIVE_TEST,2025-11-03T00:00:18.100000Z,-68.22,-88.82,-4.79,10.26,19.46,7.09,55.53,7.12,77.05,7.52,20.07,5.3,30.45,10.23,164.64,61.02,3.24,3.07
KDG,9.05,-9.99,DRIVE_TEST,2025-10-18T20:32:00.752000Z,-70.1,-86.57,-10.42,9.05,14.89,7.62,37.68,3.96,76.83,5.08,18.44,13.42,49.93,25.68,136.53,57.44,2.91,3.22
KDG,9.28,-10.02,DRIVE_TEST,2025-12-11T22:20:57.231000Z,-66.01,-80.59,-4.89,4.91,16.15,6.09,31.97,5.52,84.02,1.97,20.05,14.36,30.42,30.41,125.66,56.17,3.51,0
KDG,9.14,-10.18,DRIVE_TEST,2025-11-12T00:04:11.338000Z,-68.04,-75.61,-7.48,13.46,21.59,7.5,33.39,3.41,79.96,3.74,16.45,10.29,43.03,23.45,119.79,69.17,5.03,1.39
KDG,9.28,-10.05,MOBILE,2025-12-17T20:42:34.247000Z,-72.3,-88.31,-8.45,13.22,16.79,9.94,28.01,7.77,78.02,8.79,,,,,,,,
KAN,10.24,-9.16,MOBILE,2025-11-12T12:34:57.591000Z,-58.88,-62.35,-4.71,19.77,23.09,14.63,23.9,3.65,100,0,,,,,,,,
KAN,10.33,-9.2,INTERNET,2025-10-05T05:38:21.169000Z,,,,,,,,,,,22.17,12.72,33.42,13.68,121.21,,,
KAN,10.35,-9.45,INTERNET,2025-10-05T03:47:26.953000Z,,,,,,,,,,,18.18,13.5,32.6,25.52,70.93,,,
KAN,10.43,-9.38,INTERNET,2025-10-12T17:40:14.499000Z,,,,,,,,,,,21.33,14.6,7.45,15.04,51.23,,,
KAN,10.42,-9.19,DRIVE_TEST,2025-11-29T02:34:15.748000Z,-58.72,-83.95,-4.79,9.56,13.62,11.79,32.01,3.03,100,4.92,22.27,11.92,38.93,19.03,117.05,72.36,3.32,1.59
KAN,10.37,-9.26,INTERNET,2025-10-19T14:50:04.177000Z,,,,,,,,,,,24.87,12.01,58.95,20.09,53.06,,,
KAN,10.32,-9.27,INTERNET,2025-11-03T13:08:23.584000Z,,,,,,,,,,,25.01,16.51,31.63,15.44,76.96,,,
KAN,10.25,-9.42,MOBILE,2025-11-15T20:28:58.643000Z,-54.31,-72.19,-8.36,13.67,18.25,11.38,33.12,5.61,100,1.79,,,,,,,,
SGR,11.5,-9.04,MOBILE,2025-10-26T10:34:48.595000Z,-82.09,-82.45,-10.57,8.01,12.76,8.39,37.46,0.46,68.56,5.52,,,,,,,,
SGR,11.46,-9.19,MOBILE,2025-10-31T11:23:59.135000Z,-79.47,-72.36,-9.72,12.36,9.8,8.88,53.33,2.3,60.33,2.51,,,,,,,,
SGR,11.34,-9.04,INTERNET,2025-11-01T11:37:22.138000Z,,,,,,,,,,,20.34,9.41,46.75,20.09,100.58,,,
SGR,11.51,-9.23,MOBILE,2025-11-08T10:13:03.723000Z,-79.81,-90.01,-7.9,7.95,12.38,4.6,45.69,8.44,62.22,4.34,,,,,,,,
SGR,11.35,-9.31,INTERNET,2025-10-21T17:28:28.271000Z,,,,,,,,,,,8.8,1.16,137.32,76,516.72,,,
SGR,11.27,-9.26,DRIVE_TEST,2025-10-25T08:14:05.163000Z,-69.8,-99.34,-8.12,13.85,12.31,6.4,44.08,13.77,58.48,3.92,8.72,4.85,25.81,29.49,200.2,40.81,4.39,1.45
SGR,11.41,-9.2,MOBILE,2025-10-11T13:09:05.887000Z,-71.08,-92.98,-6.63,6.01,12.63,5.54,32.43,0.17,71.71,2.61,,,,,,,,
SGR,11.32,-9.1,INTERNET,2025-12-16T00:52:35.266000Z,,,,,,,,,,,13.3,7.28,61.86,14.52,151.05,,,
GKD,8.53,-9.99,MOBILE,2025-12-07T07:54:18.277000Z,-83.64,-110,-11.34,6.66,7.48,1.69,104.4,19.67,22.59,6.79,,,,,,,,
GKD,8.66,-10.14,MOBILE,2025-11-22T07:59:27.095000Z,-78.15,-91.42,-9.03,13.14,15.52,6.22,30.2,3.1,60.48,2.55,,,,,,,,
GKD,8.49,-10.23,INTERNET,2025-11-14T13:07:28.108000Z,,,,,,,,,,,20.5,8.84,26.83,20.26,129.69,,,
GKD,8.62,-10.21,MOBILE,2025-12-14T04:40:46.909000Z,-75.48,-82.77,-12.38,11.28,13.48,6.93,37.78,0.99,72.59,5.58,,,,,,,,
GKD,8.54,-10.19,MOBILE,2025-11-24T09:40:06.455000Z,-75.73,-78.74,-8.9,8.74,11.36,5.17,44.23,7.18,59.5,3.53,,,,,,,,
GKD,8.58,-10.19,MOBILE,2025-12-22T16:52:54.280000Z,-56.13,-73.25,-7.8,8.57,9.41,12.97,34.59,2.02,74.43,2.16,,,,,,,,
GKD,8.71,-10.2,INTERNET,2025-12-05T10:15:07.875000Z,,,,,,,,,,,7.88,3.86,106.68,64.32,412.52,,,
GKD,8.58,-10.21,MOBILE,2025-12-28T02:50:58.325000Z,-94.56,-98.51,-13.75,0.93,7.36,0.43,118.09,16.43,17.81,10.8,,,,,,,,
BLA,8.6,-8.77,DRIVE_TEST,2025-11-04T05:00:13.304000Z,-75.5,-89.22,-5.98,4.95,12.4,6.15,57.34,4.86,56.38,6.27,15.48,8.86,34.22,22.6,188.17,53.56,4.97,4.67
BLA,8.62,-8.55,DRIVE_TEST,2025-11-25T02:31:47.054000Z,-75.3,-89.2,-11.87,7.9,12.89,6.62,44.91,9.74,60.28,4.08,10.05,7.28,59.04,34.68,176.2,49.39,4.56,1.56
BLA,8.66,-8.57,INTERNET,2025-11-29T19:21:03.610000Z,,,,,,,,,,,18.01,8.91,36.8,30.2,144.99,,,
BLA,8.6,-8.54,INTERNET,2025-12-24T19:34:36.021000Z,,,,,,,,,,,19.46,8.32,33.65,29.78,163.34,,,
BLA,8.8,-8.74,MOBILE,2025-10-11T04:48:51.179000Z,-84.18,-82.27,-6.45,15.09,14.36,8.65,23.28,3.33,75.14,4.97,,,,,,,,
BLA,8.8,-8.55,INTERNET,2025-11-10T16:22:55.694000Z,,,,,,,,,,,20.44,9.23,56.23,27.76,117.83,,,
BLA,8.6,-8.68,MOBILE,2025-10-05T01:16:36.789000Z,-66.78,-86.12,-11.5,16.36,13.04,6.29,27.88,6.64,79.3,2.29,,,,,,,,
NZE,7.8,-8.87,INTERNET,2025-11-05T22:23:29.765000Z,,,,,,,,,,,26.68,16.05,18.3,5.99,147.94,,,
NZE,7.9,-8.86,INTERNET,2025-12-01T02:15:23.146000Z,,,,,,,,,,,24.31,14.04,22.53,16.56,142.51,,,
NZE,7.85,-8.72,MOBILE,2025-11-28T05:36:27.663000Z,-56.93,-68.69,-7.54,14.22,25.95,9.83,20.04,7.08,100,0,,,,,,,,
NZE,7.9,-8.68,INTERNET,2025-11-02T01:29:44.947000Z,,,,,,,,,,,30.89,12.9,37.22,16.3,111.7,,,
NZE,7.73,-8.84,MOBILE,2025-12-17T01:18:08.945000Z,-64.52,-73.89,-6.91,14.77,20.08,9.75,19.85,2.58,100,6.51,,,,,,,,
NZE,7.84,-8.73,MOBILE,2025-12-19T01:37:51.695000Z,-59.12,-75.74,-4.5,14.44,17.88,9.52,13.95,7.49,100,3.33,,,,,,,,
NZE,7.75,-8.94,MOBILE,2025-11-08T17:56:16.515000Z,-63.47,-81.3,-7.54,12.77,17.02,11.5,38.05,5.65,100,4.34,,,,,,,,
