operateur,region,regionNom,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
INTERCEL,CON,Conakry,9.508905,-13.829165,INTERNET,2025-06-07T11:21:45.000Z,-97.4,-116.9,-16.2,-3.5,3.8,0.9,112.9,25.7,83.6,19.4,6.52,1.88,104.7,130.4,283.2,38.0,20.93,10.61,Drive Test Conakry 2025-Q2
INTERCEL,MMU,Mamou,10.500647,-11.967441,MOBILE,2025-06-20T20:37:28.000Z,-65.8,-86.8,-12.7,1.8,1.9,0.7,81.7,31.4,67.4,15.7,,,,,,33.0,23.7,,Drive Test Mamou 2025-Q2
INTERCEL,MMU,Mamou,10.539424,-11.979589,MOBILE,2025-06-10T23:06:42.000Z,-107.0,-128.9,-17.5,-8.1,,,745.8,53.8,31.7,65.0,0.5,0.15,1872.5,798.1,1633.0,11.0,22.62,16.96,Drive Test Mamou 2025-Q2
INTERCEL,CON,Conakry,9.483319,-13.597081,MOBILE,2025-04-10T08:11:44.000Z,-107.0,-127.4,-19.7,-11.8,,,494.3,123.7,14.2,47.8,0.43,0.03,1853.1,602.2,1603.0,3.0,51.79,30.42,Drive Test Conakry 2025-Q2
INTERCEL,KKA,Kankan,10.31538,-9.27274,MOBILE,2025-06-29T04:35:55.000Z,-68.3,-86.5,-14.5,-4.3,2.7,0.7,87.4,22.8,68.0,17.4,,,,,,36.0,19.37,,Drive Test Kankan 2025-Q2
INTERCEL,ZKR,N'Zérékoré,7.79285,-8.826746,INTERNET,2025-06-01T06:00:13.000Z,-110.4,-124.9,-18.0,-6.6,,,849.3,84.3,7.4,59.9,0.29,0.19,240.8,671.1,1805.4,1.0,31.81,27.8,Drive Test N'Zérékoré 2025-Q2
INTERCEL,ZKR,N'Zérékoré,7.993711,-8.794179,MOBILE,2025-06-26T21:52:07.000Z,-101.7,-120.0,-18.2,-3.7,,,1091.3,99.4,18.7,75.1,0.49,0.06,203.9,622.7,1945.8,6.0,32.82,17.41,Drive Test N'Zérékoré 2025-Q2
INTERCEL,KKA,Kankan,10.385025,-9.524242,MOBILE,2025-05-10T17:50:02.000Z,-75.1,-82.6,-11.7,2.3,2.2,0.7,94.7,22.5,68.8,19.2,,,,,,37.0,15.21,,Drive Test Kankan 2025-Q2
INTERCEL,MMU,Mamou,10.303998,-12.172265,MOBILE,2025-04-30T19:14:53.000Z,-100.4,-126.6,-16.1,-6.6,,,743.9,87.3,4.2,38.7,0.12,0.02,1084.0,388.3,745.8,1.0,57.07,41.2,Drive Test Mamou 2025-Q2
INTERCEL,CON,Conakry,9.402686,-13.776011,MOBILE,2025-04-11T16:37:39.000Z,-102.3,-118.2,-18.0,-4.7,,,809.7,84.5,20.2,53.7,0.36,0.16,1608.1,122.5,1952.4,6.0,35.91,36.66,Drive Test Conakry 2025-Q2
INTERCEL,CON,Conakry,9.471996,-13.634676,INTERNET,2025-04-17T20:59:27.000Z,-83.2,-102.6,-14.8,-5.1,3.4,0.9,99.0,28.3,81.9,15.6,5.74,1.52,89.1,142.4,248.3,45.0,25.79,17.22,Drive Test Conakry 2025-Q2
INTERCEL,KIN,Kindia,10.047011,-12.84606,INTERNET,2025-05-08T01:45:48.000Z,-78.5,-94.5,-12.9,-4.5,3.0,0.8,73.3,31.7,66.2,21.1,4.46,1.92,93.2,122.3,208.3,35.0,19.36,7.99,Drive Test Kindia 2025-Q2
INTERCEL,KIN,Kindia,10.049014,-12.814394,INTERNET,2025-05-14T04:51:11.000Z,-73.3,-93.7,-12.1,0.9,3.0,1.0,99.0,22.3,66.9,20.2,4.37,1.74,67.2,107.9,234.5,32.0,18.1,15.31,Drive Test Kindia 2025-Q2
INTERCEL,CYA,Coyah,9.728251,-13.354552,MOBILE,2025-04-24T02:39:09.000Z,-79.3,-84.2,-12.1,-5.8,2.3,0.6,72.2,18.2,67.0,23.2,,,,,,33.0,13.99,,Drive Test Coyah 2025-Q2
INTERCEL,LBE,Labé,11.493532,-12.205817,INTERNET,2025-05-01T13:16:06.000Z,-103.6,-120.6,-16.6,-7.9,,,574.7,51.3,18.6,56.1,0.24,0.01,215.3,356.5,1537.5,1.0,17.79,43.22,Drive Test Labé 2025-Q2
INTERCEL,MLI,Mali,12.253795,-12.384936,INTERNET,2025-04-07T23:23:50.000Z,-109.9,-119.0,-17.4,-7.4,,,1007.7,69.3,21.3,63.9,0.08,0.13,924.0,329.0,1398.9,7.0,26.97,44.62,Drive Test Mali 2025-Q2
INTERCEL,MMU,Mamou,10.485445,-11.948993,INTERNET,2025-04-06T06:14:08.000Z,-104.6,-128.3,-19.3,-5.2,,,1000.4,122.2,26.0,68.9,0.27,0.07,1351.0,430.0,1584.8,8.0,21.64,14.52,Drive Test Mamou 2025-Q2
INTERCEL,BKE,Boké,11.277493,-14.681308,MOBILE,2025-04-23T20:48:43.000Z,-102.5,-123.8,-16.2,-5.5,,,600.0,104.8,27.9,39.0,0.49,0.09,637.5,341.5,1589.8,10.0,30.01,22.8,Drive Test Boké 2025-Q2
INTERCEL,ZKR,N'Zérékoré,7.847243,-8.846405,MOBILE,2025-05-09T18:02:24.000Z,-72.2,-89.2,-12.7,2.0,2.4,0.4,95.7,25.6,66.6,22.2,,,,,,34.0,16.91,,Drive Test N'Zérékoré 2025-Q2
INTERCEL,LBE,Labé,11.193219,-12.298781,MOBILE,2025-05-28T01:55:46.000Z,-77.0,-89.6,-14.9,-6.4,2.7,0.5,85.4,20.6,68.1,19.1,,,,,,37.0,15.64,,Drive Test Labé 2025-Q2
INTERCEL,CON,Conakry,9.594608,-13.717137,MOBILE,2025-05-14T08:15:18.000Z,-102.9,-118.4,-19.8,-7.2,,,1002.7,45.1,14.7,37.0,0.0,0.15,1726.8,448.5,1753.6,9.0,46.08,14.4,Drive Test Conakry 2025-Q2
INTERCEL,LBE,Labé,11.182921,-12.194529,INTERNET,2025-04-26T15:20:56.000Z,-81.0,-92.5,-14.4,-2.5,3.5,0.9,74.5,28.0,67.1,17.9,4.66,1.33,74.3,151.5,218.0,36.0,16.06,10.37,Drive Test Labé 2025-Q2
INTERCEL,KDR,Koundara,12.507003,-13.259125,MOBILE,2025-04-23T15:41:37.000Z,-103.2,-120.0,-19.4,-8.3,,,598.5,30.1,28.2,40.3,0.03,0.12,452.8,639.6,608.1,1.0,47.95,36.74,Drive Test Koundara 2025-Q2
INTERCEL,KKA,Kankan,10.383671,-9.300795,INTERNET,2025-06-19T00:50:40.000Z,-99.1,-125.5,-18.7,-3.6,,,902.7,65.2,7.4,61.6,0.13,0.05,456.9,620.7,933.8,7.0,47.92,42.58,Drive Test Kankan 2025-Q2
INTERCEL,LBE,Labé,11.127671,-12.216395,INTERNET,2025-04-01T16:10:20.000Z,-72.1,-96.5,-16.0,-6.1,2.9,0.7,89.7,21.0,65.4,20.8,5.23,1.3,85.2,103.2,234.6,37.0,17.31,11.07,Drive Test Labé 2025-Q2
INTERCEL,KIN,Kindia,10.229618,-12.710674,INTERNET,2025-04-20T07:09:28.000Z,-78.0,-87.1,-13.3,-1.8,3.9,1.0,90.2,19.3,65.4,22.8,4.05,1.82,73.1,144.9,245.0,32.0,14.71,16.96,Drive Test Kindia 2025-Q2
INTERCEL,CON,Conakry,9.526543,-13.639084,MOBILE,2025-04-22T03:02:28.000Z,-83.8,-112.8,-15.5,-4.4,2.3,0.6,97.1,29.0,81.5,24.1,,,,,,42.0,29.31,,Drive Test Conakry 2025-Q2
INTERCEL,MLI,Mali,12.186486,-12.084176,MOBILE,2025-06-06T11:50:31.000Z,-108.4,-119.3,-18.5,-7.8,,,1039.1,94.5,19.2,65.1,0.15,0.01,230.0,756.2,1527.2,0.0,33.39,21.55,Drive Test Mali 2025-Q2
INTERCEL,ZKR,N'Zérékoré,7.765657,-8.822233,INTERNET,2025-04-24T16:42:35.000Z,-114.4,-134.7,-19.9,-7.3,,,472.4,34.5,4.6,50.6,0.17,0.17,624.2,595.0,1377.9,1.0,53.35,19.33,Drive Test N'Zérékoré 2025-Q2
INTERCEL,KIN,Kindia,10.031414,-13.039939,MOBILE,2025-05-08T21:47:36.000Z,-75.4,-97.1,-10.2,1.7,2.0,0.6,72.9,26.8,67.7,12.7,,,,,,36.0,17.3,,Drive Test Kindia 2025-Q2
INTERCEL,KKA,Kankan,10.401416,-9.269599,INTERNET,2025-05-05T00:29:50.000Z,-103.3,-119.7,-17.2,-5.7,,,972.1,104.4,32.6,39.1,0.31,0.2,1621.7,626.0,622.8,3.0,44.57,11.3,Drive Test Kankan 2025-Q2
INTERCEL,MMU,Mamou,10.440906,-12.092734,INTERNET,2025-04-29T23:26:11.000Z,-65.8,-89.4,-12.8,-3.5,3.9,0.9,73.4,22.2,66.0,16.3,4.25,1.79,89.6,147.8,270.1,36.0,15.89,10.05,Drive Test Mamou 2025-Q2
INTERCEL,KKA,Kankan,10.445739,-9.176336,INTERNET,2025-05-24T02:52:15.000Z,-81.3,-96.8,-12.3,-0.4,3.4,1.0,98.2,24.5,65.4,17.2,3.99,1.92,95.9,100.1,232.8,32.0,14.7,9.18,Drive Test Kankan 2025-Q2
INTERCEL,LBE,Labé,11.182354,-12.125266,MOBILE,2025-06-08T08:34:12.000Z,-101.1,-133.4,-19.8,-3.7,,,545.1,117.1,5.0,40.2,0.2,0.19,1837.8,706.8,1653.7,5.0,18.5,10.95,Drive Test Labé 2025-Q2
INTERCEL,BLA,Beyla,8.825326,-8.360307,MOBILE,2025-06-03T13:58:14.000Z,-103.9,-129.5,-18.7,-11.0,,,704.9,148.4,35.0,60.6,0.42,0.15,282.4,636.4,1064.6,5.0,22.17,15.26,Drive Test Beyla 2025-Q2
INTERCEL,KIN,Kindia,10.230206,-12.735638,INTERNET,2025-05-04T22:21:03.000Z,-114.0,-134.7,-19.2,-6.7,,,622.4,129.9,20.7,43.9,0.42,0.11,1356.6,249.2,672.6,9.0,36.75,10.21,Drive Test Kindia 2025-Q2
INTERCEL,MMU,Mamou,10.497902,-12.043176,INTERNET,2025-06-04T23:43:36.000Z,-73.8,-85.3,-10.7,-4.0,3.7,0.8,74.9,31.4,68.1,21.8,5.85,2.04,70.6,115.3,234.8,35.0,14.33,15.77,Drive Test Mamou 2025-Q2
INTERCEL,KIN,Kindia,10.013076,-12.919621,INTERNET,2025-05-24T20:00:32.000Z,-78.4,-90.3,-14.2,-6.6,3.5,0.8,82.8,23.8,66.7,22.2,4.61,1.87,95.1,107.2,238.5,33.0,12.38,13.26,Drive Test Kindia 2025-Q2
INTERCEL,LBE,Labé,11.172555,-12.43582,MOBILE,2025-06-28T17:20:56.000Z,-78.1,-95.5,-15.4,-3.9,2.5,0.6,106.1,25.6,68.2,13.7,,,,,,34.0,16.02,,Drive Test Labé 2025-Q2
INTERCEL,ZKR,N'Zérékoré,7.750428,-8.814347,INTERNET,2025-04-24T02:38:54.000Z,-114.1,-131.1,-18.7,-6.4,,,854.1,82.5,26.9,46.4,0.16,0.11,886.7,759.6,867.8,10.0,29.2,17.32,Drive Test N'Zérékoré 2025-Q2
INTERCEL,CON,Conakry,9.502696,-13.793333,MOBILE,2025-05-14T19:54:24.000Z,-100.4,-121.0,-16.7,-10.6,,,542.3,138.8,7.7,43.7,0.01,0.11,1004.4,772.5,1388.3,9.0,49.43,22.9,Drive Test Conakry 2025-Q2
INTERCEL,MMU,Mamou,10.523917,-12.06136,MOBILE,2025-06-26T06:00:15.000Z,-98.2,-118.4,-19.6,-7.6,,,1055.7,113.4,27.2,76.6,0.11,0.16,1281.0,682.9,977.2,11.0,19.06,15.28,Drive Test Mamou 2025-Q2
INTERCEL,BKE,Boké,11.44333,-14.057135,INTERNET,2025-06-22T20:06:21.000Z,-110.6,-119.4,-19.1,-2.2,,,1035.4,105.0,33.2,66.4,0.36,0.13,1165.0,449.7,528.3,14.0,36.55,34.66,Drive Test Boké 2025-Q2
INTERCEL,CYA,Coyah,9.758102,-13.574736,INTERNET,2025-06-14T08:35:19.000Z,-80.5,-86.5,-12.7,-0.4,3.4,0.9,101.7,20.8,67.7,23.0,5.09,1.67,73.6,96.4,236.8,32.0,16.1,8.36,Drive Test Coyah 2025-Q2
INTERCEL,CYA,Coyah,9.562612,-13.328474,MOBILE,2025-05-31T21:56:55.000Z,-115.0,-130.0,-19.5,-6.0,,,487.2,60.8,15.8,42.5,0.49,0.04,1153.7,636.3,500.0,7.0,53.74,18.05,Drive Test Coyah 2025-Q2
INTERCEL,KIN,Kindia,10.159869,-12.955132,INTERNET,2025-05-20T15:23:55.000Z,-108.4,-124.8,-17.4,-9.8,,,398.7,114.6,19.6,43.7,0.22,0.02,1001.3,776.6,1029.1,3.0,36.4,18.7,Drive Test Kindia 2025-Q2
INTERCEL,BKE,Boké,11.442519,-14.257521,MOBILE,2025-05-16T12:57:32.000Z,-58.6,-74.2,-12.4,-2.3,1.8,0.4,67.6,18.4,54.8,17.0,,,,,,27.0,11.0,,Drive Test Boké 2025-Q2
INTERCEL,GKD,Guéckédou,8.863521,-10.294845,MOBILE,2025-06-15T08:52:57.000Z,-108.8,-129.4,-18.6,-4.7,,,462.2,56.8,5.0,72.5,0.4,0.15,366.4,598.6,1486.7,10.0,25.78,37.13,Drive Test Guéckédou 2025-Q2
INTERCEL,ZKR,N'Zérékoré,7.775133,-8.839394,MOBILE,2025-06-19T18:03:27.000Z,-110.1,-124.8,-16.0,-6.5,,,885.3,37.0,13.1,67.3,0.44,0.12,1236.0,246.4,1007.0,3.0,50.91,18.24,Drive Test N'Zérékoré 2025-Q2
INTERCEL,DLB,Dalaba,10.940672,-11.887412,INTERNET,2025-04-04T00:10:22.000Z,-109.5,-130.9,-18.4,-2.2,,,895.3,137.5,28.1,39.3,0.46,0.09,1615.1,220.9,327.3,9.0,44.89,30.34,Drive Test Dalaba 2025-Q2
INTERCEL,SGR,Siguiri,11.590814,-8.950365,MOBILE,2025-04-12T15:28:58.000Z,-64.5,-69.7,-8.8,-3.7,1.6,0.6,77.0,20.3,54.1,18.3,,,,,,27.0,12.8,,Drive Test Siguiri 2025-Q2
INTERCEL,BKE,Boké,11.362137,-14.553578,MOBILE,2025-06-30T07:18:02.000Z,-113.1,-128.9,-16.7,-7.5,,,1073.5,143.3,28.1,77.9,0.42,0.13,1985.7,465.9,436.9,8.0,53.24,13.94,Drive Test Boké 2025-Q2
INTERCEL,DLB,Dalaba,10.3722,-12.439513,MOBILE,2025-04-20T09:27:08.000Z,-113.3,-120.1,-19.0,-5.0,,,874.3,77.0,23.6,57.4,0.21,0.12,1621.6,715.9,693.2,10.0,59.15,15.0,Drive Test Dalaba 2025-Q2
INTERCEL,CON,Conakry,9.503502,-13.707738,MOBILE,2025-04-16T23:48:28.000Z,-94.1,-103.4,-17.8,0.1,3.1,0.8,129.1,30.9,84.3,19.3,,,,,,41.0,28.87,,Drive Test Conakry 2025-Q2
INTERCEL,CON,Conakry,9.520691,-13.711595,MOBILE,2025-05-20T03:36:18.000Z,-100.7,-120.3,-16.6,-5.9,,,416.0,90.5,24.8,74.8,0.25,0.08,777.0,748.9,649.1,4.0,44.11,41.35,Drive Test Conakry 2025-Q2
INTERCEL,KDR,Koundara,12.11253,-13.614438,MOBILE,2025-04-17T16:50:12.000Z,-109.6,-132.6,-17.8,-2.1,,,444.7,58.4,32.8,38.0,0.1,0.04,1117.8,603.9,1598.9,12.0,52.48,29.78,Drive Test Koundara 2025-Q2
INTERCEL,KKA,Kankan,10.509632,-9.471731,MOBILE,2025-05-20T16:41:25.000Z,-100.0,-122.6,-16.0,-5.3,,,1017.7,38.8,22.9,54.4,0.42,0.14,1760.6,182.3,1072.4,11.0,27.43,29.37,Drive Test Kankan 2025-Q2
INTERCEL,DLB,Dalaba,10.885804,-12.309989,INTERNET,2025-04-18T11:19:20.000Z,-98.2,-131.0,-18.3,-9.6,,,561.1,83.6,0.2,77.4,0.02,0.15,945.3,720.6,1469.0,4.0,45.43,29.7,Drive Test Dalaba 2025-Q2
INTERCEL,KDR,Koundara,12.474974,-13.286901,MOBILE,2025-04-08T23:37:26.000Z,-113.0,-130.2,-18.4,-2.3,,,1060.9,88.9,31.2,76.7,0.25,0.0,588.3,713.7,815.1,7.0,20.04,44.36,Drive Test Koundara 2025-Q2
INTERCEL,KIN,Kindia,10.105412,-12.87784,MOBILE,2025-05-13T10:21:06.000Z,-66.5,-99.5,-11.5,-3.4,1.9,0.5,72.6,20.2,68.5,19.5,,,,,,37.0,18.7,,Drive Test Kindia 2025-Q2
INTERCEL,CON,Conakry,9.434293,-13.732651,INTERNET,2025-04-05T17:49:25.000Z,-90.8,-101.3,-13.3,0.9,3.9,0.8,128.9,32.3,83.8,26.7,5.38,1.98,99.7,167.7,346.2,38.0,25.25,15.43,Drive Test Conakry 2025-Q2
INTERCEL,BLA,Beyla,8.761925,-8.105551,MOBILE,2025-05-25T13:01:24.000Z,-109.8,-129.0,-18.8,-8.8,,,1121.8,77.3,1.8,71.0,0.44,0.04,1891.1,298.8,1160.6,6.0,57.34,43.43,Drive Test Beyla 2025-Q2
INTERCEL,MMU,Mamou,10.446139,-12.042897,MOBILE,2025-05-21T20:11:22.000Z,-75.1,-88.2,-15.7,2.8,1.9,0.6,82.4,29.2,65.3,22.0,,,,,,32.0,23.03,,Drive Test Mamou 2025-Q2
INTERCEL,FRN,Faranah,10.262484,-10.803964,MOBILE,2025-04-28T08:49:39.000Z,-102.0,-130.2,-16.7,-10.2,,,960.5,147.3,34.3,74.0,0.28,0.13,600.3,155.8,1783.1,11.0,36.26,40.4,Drive Test Faranah 2025-Q2
INTERCEL,FRN,Faranah,10.130715,-10.772319,INTERNET,2025-06-27T11:08:01.000Z,-114.0,-131.1,-16.1,-9.1,,,701.9,31.8,32.8,78.2,0.13,0.14,1957.4,789.9,1027.2,14.0,58.8,31.86,Drive Test Faranah 2025-Q2
INTERCEL,MMU,Mamou,10.457007,-12.101901,INTERNET,2025-06-11T18:27:58.000Z,-71.4,-94.2,-13.4,-0.1,3.8,0.7,73.5,24.9,68.1,15.6,5.85,1.81,87.9,115.4,293.8,37.0,15.06,12.72,Drive Test Mamou 2025-Q2
INTERCEL,KKA,Kankan,10.494473,-9.191392,MOBILE,2025-06-26T23:07:00.000Z,-113.1,-123.6,-18.4,-2.8,,,442.6,149.2,25.5,59.9,0.0,0.17,1070.1,420.1,979.3,14.0,37.98,20.32,Drive Test Kankan 2025-Q2
INTERCEL,KKA,Kankan,10.611463,-9.326641,INTERNET,2025-04-16T22:43:20.000Z,-104.2,-132.0,-19.0,-2.5,,,713.5,92.4,17.5,70.1,0.32,0.06,1966.6,105.4,802.5,10.0,49.39,23.07,Drive Test Kankan 2025-Q2
INTERCEL,CON,Conakry,9.550407,-13.672366,MOBILE,2025-06-05T16:21:11.000Z,-97.2,-110.7,-16.4,-2.3,2.3,0.8,100.3,26.4,84.2,16.6,,,,,,45.0,25.14,,Drive Test Conakry 2025-Q2
INTERCEL,KIN,Kindia,10.145048,-12.629168,MOBILE,2025-05-16T20:26:11.000Z,-66.5,-93.1,-13.7,-2.3,2.5,0.5,74.4,31.4,65.4,15.5,,,,,,35.0,16.36,,Drive Test Kindia 2025-Q2
INTERCEL,SGR,Siguiri,11.309837,-8.948992,INTERNET,2025-05-27T07:59:21.000Z,-108.2,-118.4,-18.3,-9.7,,,673.7,136.0,17.3,38.1,0.21,0.11,688.9,273.4,739.3,4.0,37.55,35.49,Drive Test Siguiri 2025-Q2
INTERCEL,LBE,Labé,11.247416,-12.305491,MOBILE,2025-06-26T20:36:11.000Z,-76.9,-92.4,-10.4,2.7,2.6,0.6,86.9,22.1,67.0,19.6,,,,,,36.0,25.33,,Drive Test Labé 2025-Q2
INTERCEL,KDG,Kissidougou,8.98527,-9.817683,INTERNET,2025-04-06T20:38:31.000Z,-102.4,-118.7,-19.3,-3.4,,,585.4,37.8,31.8,66.6,0.47,0.12,1239.7,542.4,864.9,7.0,25.07,31.95,Drive Test Kissidougou 2025-Q2
INTERCEL,CON,Conakry,9.529663,-13.794613,MOBILE,2025-06-02T02:25:57.000Z,-111.4,-125.8,-16.3,-6.5,,,826.0,106.6,23.5,58.9,0.03,0.13,1546.1,767.0,1593.8,12.0,56.53,23.41,Drive Test Conakry 2025-Q2
INTERCEL,KIN,Kindia,10.070601,-12.857308,MOBILE,2025-04-10T21:34:24.000Z,-73.3,-83.0,-12.3,-4.6,2.5,0.5,102.6,21.5,67.6,19.0,,,,,,36.0,25.28,,Drive Test Kindia 2025-Q2
INTERCEL,KKA,Kankan,10.209586,-9.202241,INTERNET,2025-06-30T16:49:48.000Z,-105.4,-123.7,-18.4,-10.5,,,589.0,41.1,31.9,55.5,0.02,0.01,1661.3,194.7,510.7,4.0,58.4,11.52,Drive Test Kankan 2025-Q2
INTERCEL,CON,Conakry,9.508716,-13.712255,INTERNET,2025-05-18T08:12:28.000Z,-105.2,-131.4,-18.3,-4.0,,,525.4,70.6,4.2,41.5,0.28,0.02,464.3,566.0,443.8,4.0,20.95,31.66,Drive Test Conakry 2025-Q2
INTERCEL,SGR,Siguiri,11.144363,-9.044564,INTERNET,2025-04-18T23:56:17.000Z,-98.0,-132.2,-19.4,-7.6,,,884.2,144.2,33.8,35.6,0.35,0.07,333.2,774.0,1329.7,3.0,51.87,17.88,Drive Test Siguiri 2025-Q2
INTERCEL,GKD,Guéckédou,8.664366,-9.885285,INTERNET,2025-04-08T18:08:50.000Z,-102.6,-132.9,-19.3,-11.0,,,535.6,102.1,24.7,74.8,0.04,0.03,841.4,630.4,1168.3,8.0,36.42,36.03,Drive Test Guéckédou 2025-Q2
INTERCEL,LBE,Labé,11.507078,-12.14869,MOBILE,2025-06-30T20:26:53.000Z,-108.4,-133.7,-16.4,-8.2,,,687.1,74.5,10.4,40.2,0.47,0.04,1520.0,120.5,1380.5,15.0,59.5,10.7,Drive Test Labé 2025-Q2
INTERCEL,MMU,Mamou,10.444057,-11.956054,MOBILE,2025-05-30T06:28:05.000Z,-112.3,-124.7,-17.2,-4.9,,,521.5,31.7,21.0,74.1,0.33,0.19,1433.6,171.8,1479.6,3.0,16.04,31.17,Drive Test Mamou 2025-Q2
INTERCEL,CON,Conakry,9.471406,-13.730344,MOBILE,2025-04-05T21:54:26.000Z,-92.2,-104.8,-18.9,-6.2,2.7,0.9,113.2,34.9,81.5,23.3,,,,,,40.0,25.1,,Drive Test Conakry 2025-Q2
INTERCEL,CON,Conakry,9.499878,-13.712962,MOBILE,2025-06-30T16:04:57.000Z,-110.6,-127.3,-19.8,-7.1,,,424.5,56.1,28.2,52.4,0.3,0.01,1339.5,480.8,1749.0,6.0,36.39,23.36,Drive Test Conakry 2025-Q2
INTERCEL,KIN,Kindia,10.264467,-12.697158,MOBILE,2025-05-16T08:33:09.000Z,-108.1,-121.4,-17.2,-7.0,,,936.8,83.7,30.3,45.6,0.48,0.03,832.0,536.9,964.2,12.0,48.7,12.42,Drive Test Kindia 2025-Q2
INTERCEL,CON,Conakry,9.549861,-13.727655,INTERNET,2025-06-03T00:45:04.000Z,-98.5,-132.6,-18.0,-9.2,,,745.1,129.6,14.4,39.8,0.49,0.1,482.8,332.8,327.3,11.0,44.69,35.32,Drive Test Conakry 2025-Q2
INTERCEL,CYA,Coyah,9.546204,-13.275204,INTERNET,2025-06-06T04:52:52.000Z,-100.2,-121.5,-17.6,-11.4,,,909.9,43.5,5.1,62.3,0.33,0.16,1158.0,294.6,831.6,7.0,18.05,34.22,Drive Test Coyah 2025-Q2
INTERCEL,CYA,Coyah,9.932281,-13.408686,MOBILE,2025-06-06T17:13:17.000Z,-73.1,-98.2,-10.5,-6.4,2.6,0.4,87.6,20.0,67.4,22.8,,,,,,35.0,20.94,,Drive Test Coyah 2025-Q2
INTERCEL,CON,Conakry,9.61232,-13.719653,MOBILE,2025-06-15T12:49:29.000Z,-99.7,-122.0,-16.6,-9.1,,,981.6,99.5,34.4,78.8,0.44,0.03,1704.8,471.9,1868.6,9.0,43.49,17.17,Drive Test Conakry 2025-Q2
INTERCEL,CYA,Coyah,9.829205,-13.45026,MOBILE,2025-06-07T04:29:45.000Z,-112.9,-124.2,-17.2,-3.3,,,1082.4,107.7,12.3,63.7,0.46,0.16,1168.6,794.0,1994.3,14.0,51.96,41.96,Drive Test Coyah 2025-Q2
