regionCode,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering
KDR,12.56,-13.31,MOBILE,2025-08-22T21:47:29.253000Z,-75.23,-85.44,-11.6,9.99,3.06,6,55.41,7.27,69.27,7.03,,,,,,,,
KDR,12.62,-13.4,INTERNET,2025-07-14T01:48:13.334000Z,,,,,,,,,,,0.67,1.95,64.33,45.26,355.15,,,
KDR,12.42,-13.41,INTERNET,2025-08-26T04:11:38.502000Z,,,,,,,,,,,10,0.07,83.63,48.21,325.08,,,
KDR,12.58,-13.47,INTERNET,2025-09-10T03:24:15.996000Z,,,,,,,,,,,0.01,2.28,208.17,112.02,781.52,,,
LAB,11.19,-12.18,INTERNET,2025-07-10T04:44:31.229000Z,,,,,,,,,,,14.73,7.41,83.16,39.5,317.88,,,
LAB,11.29,-12.21,MOBILE,2025-09-04T13:38:07.291000Z,-80.71,-83.87,-14.27,8.73,13.5,6.6,61.1,10.46,64.57,5.92,,,,,,,,
LAB,11.32,-12.38,MOBILE,2025-09-17T11:22:24.392000Z,-85.11,-86.36,-9.77,10.64,6.03,6.73,56.34,9.38,56.55,4.47,,,,,,,,
LAB,11.44,-12.4,MOBILE,2025-08-04T00:16:34.055000Z,-87.86,-100.99,-11.46,4.97,7.07,3.68,69.84,10.03,42.85,7.24,,,,,,,,
LAB,11.26,-12.17,INTERNET,2025-09-14T06:16:01.247000Z,,,,,,,,,,,14.06,5.8,59.41,32.89,233.1,,,
LAB,11.46,-12.16,MOBILE,2025-09-07T13:48:51.837000Z,-77.16,-88.57,-6.87,7.87,7.5,2.37,65.37,12.87,61.95,2.96,,,,,,,,
MLI,11.84,-12.21,INTERNET,2025-08-25T01:05:12.776000Z,,,,,,,,,,,6.71,5.95,65.52,42.46,356.64,,,
MLI,12.13,-12.2,DRIVE_TEST,2025-09-15T19:16:55.914000Z,-84.01,-94.15,-11.3,6.44,10.07,0.95,68.35,11.42,41.4,9.62,12.98,4.46,77.27,54.89,358.06,44.87,6.39,6.19
MLI,11.99,-12.2,MOBILE,2025-08-21T11:01:50.200000Z,-85.25,-99.37,-14.77,7.84,4.07,6.73,58.14,11.53,62.88,5.88,,,,,,,,
MLI,11.98,-12.27,INTERNET,2025-08-03T05:39:14.154000Z,,,,,,,,,,,15.85,6.72,72.75,23.22,290.72,,,
MLI,12.01,-12.35,INTERNET,2025-07-05T15:05:55.809000Z,,,,,,,,,,,8.23,6.25,50.5,42.48,233.63,,,
MLI,12.07,-12.25,DRIVE_TEST,2025-09-05T14:11:04.566000Z,-93.59,-106.54,-11.89,-4.51,3.09,1.42,116.7,23.1,35.77,13.98,3.61,1.4,155.17,77.66,568.75,16.79,11.06,8.14
DLB,11.02,-12.16,DRIVE_TEST,2025-08-15T10:16:42.654000Z,-85.4,-91,-11.83,11.35,8.44,2.64,49.29,8.81,53.8,10.82,9.39,6.72,59.84,43.94,239.1,40.57,6.64,4.94
DLB,10.86,-12.4,DRIVE_TEST,2025-07-23T05:43:44.097000Z,-99.59,-105.24,-11.71,3.71,6.33,0.16,239.99,37.47,12.53,24.4,0.47,0.01,254.02,152.85,1100.91,11.72,22.15,19.31
DLB,11.04,-12.32,INTERNET,2025-08-14T14:39:38.577000Z,,,,,,,,,,,8.11,6.5,73.04,52.18,311.81,,,
DLB,11,-12.16,DRIVE_TEST,2025-07-14T15:01:24.957000Z,-80.75,-75.7,-11.31,8.3,11.41,6.06,73.47,14.97,47.62,7.31,1.48,6.5,71.28,51.37,286.45,42.29,6.66,5.18
DLB,10.91,-12.31,MOBILE,2025-09-28T18:43:57.706000Z,-79.92,-88.27,-12.4,11.7,10.82,5.94,52.51,9.37,54.1,10.01,,,,,,,,
DLB,11.03,-12.28,INTERNET,2025-09-24T21:18:20.360000Z,,,,,,,,,,,7.4,5.11,78.79,53.63,415.1,,,
MAM,10.63,-12.19,MOBILE,2025-09-25T17:55:13.125000Z,-67.38,-82.97,-10.45,13.5,14.31,9.44,22.98,4.87,100,2.82,,,,,,,,
MAM,10.66,-12.2,MOBILE,2025-09-15T21:24:56.190000Z,-87.09,-104.08,-9.01,8.2,3.65,1.01,151.42,20.97,27.22,11.97,,,,,,,,
MAM,10.46,-12.07,MOBILE,2025-09-21T00:54:53.233000Z,-59.38,-73.43,-5.88,10.29,11.49,9.25,29.01,8.64,100,3.5,,,,,,,,
MAM,10.5,-12.09,DRIVE_TEST,2025-09-08T08:59:45.222000Z,-62.79,-81.01,-8.23,15.98,17.82,9.31,41,5.19,100,4.97,20.36,10.39,49.37,14.18,132.8,68.66,4.55,2.15
MAM,10.5,-12.01,DRIVE_TEST,2025-08-16T03:25:24.693000Z,-64.7,-77.66,-11.53,12.68,17.28,6.41,31.31,6.67,100,4.61,14.06,9.03,28.89,23.54,104.94,77.9,1.37,0
MAM,10.39,-12.1,INTERNET,2025-08-30T21:04:39.496000Z,,,,,,,,,,,19.64,10.78,21.42,13.88,179.05,,,
FAR,9.95,-10.81,MOBILE,2025-09-02T22:29:35.120000Z,-80.64,-82.44,-12.46,10.46,4.93,5.29,54.77,7.39,63.8,6.97,,,,,,,,
FAR,10.08,-10.88,DRIVE_TEST,2025-08-09T11:41:37.153000Z,-69.69,-91.77,-8.77,2.26,9.8,5.05,52.01,5.04,63.54,4.84,15.58,3.06,56.71,35.09,232.53,51.13,7.15,4.46
FAR,10.02,-10.79,MOBILE,2025-09-19T04:57:08.873000Z,-87.8,-98.26,-15.53,6.09,13.02,2.98,62.61,10.12,64.27,9.26,,,,,,,,
FAR,10.18,-10.8,DRIVE_TEST,2025-08-06T22:46:43.154000Z,-80.24,-82.31,-12.67,6.56,9.71,6.49,59.05,10.87,53.92,7.65,10.55,5.93,78.45,42.81,353.52,39.46,6.5,4.1
FAR,9.92,-10.64,INTERNET,2025-09-23T01:41:24.035000Z,,,,,,,,,,,14.88,5.46,47.16,37.01,282.53,,,
KDG,9.06,-9.99,MOBILE,2025-07-11T05:18:58.270000Z,-80.26,-87.73,-10.78,5.53,19.28,5.61,66.25,6.63,63.31,7.53,,,,,,,,
KAN,10.51,-9.42,MOBILE,2025-09-27T21:20:15.811000Z,-70.86,-82.07,-11.98,11.4,12.9,10.26,43.37,4.22,89.34,5.12,,,,,,,,
KAN,10.38,-9.19,INTERNET,2025-07-08T18:30:01.386000Z,,,,,,,,,,,15.97,7.43,33.65,25.47,146.71,,,
KAN,10.46,-9.29,DRIVE_TEST,2025-08-30T17:51:40.069000Z,-60.27,-83.83,-9.89,12.23,10.32,11.34,25.79,3.99,95.54,3.82,17.88,10.51,52.62,23.16,168.99,68.59,4.55,1.74
KAN,10.27,-9.2,INTERNET,2025-07-06T21:47:05.846000Z,,,,,,,,,,,17.54,11.54,40.79,19.08,161.77,,,
KAN,10.53,-9.22,INTERNET,2025-08-29T13:35:52.326000Z,,,,,,,,,,,14.7,10.38,49.44,17.2,137,,,
KAN,10.51,-9.17,INTERNET,2025-08-04T19:10:37.855000Z,,,,,,,,,,,19.74,10.26,44.85,19.59,155.34,,,
KAN,10.24,-9.39,DRIVE_TEST,2025-09-04T05:48:23.613000Z,-102.32,-103.65,-15.85,-0.84,0,1.05,189.08,30.62,17.19,22.4,4.9,0.42,227.62,127.37,954.02,13.89,18.58,15.37
SGR,11.32,-9.02,INTERNET,2025-09-03T14:54:37.649000Z,,,,,,,,,,,7.34,3.9,43.21,31.68,306.64,,,
SGR,11.47,-9.04,DRIVE_TEST,2025-09-01T20:38:28.693000Z,-83.12,-81.85,-11.44,7.42,8.07,6.6,72.64,11.1,46.3,6.8,10.28,5.38,79.46,51,389.49,45.19,6.19,7.19
SGR,11.31,-9.14,DRIVE_TEST,2025-09-04T07:22:31.067000Z,-85.89,-87.62,-8.58,3.77,5.5,4.36,77.03,13.23,46.35,5.94,2.2,9.21,62.39,44.14,394.59,20.84,6.05,3.37
SGR,11.43,-9.18,DRIVE_TEST,2025-08-20T15:56:09.839000Z,-83.27,-89.17,-12.64,5.14,11.63,1.5,76.61,4.7,62.9,6.79,9.31,6.66,64.4,42.54,316.65,32.19,4.72,8.95
SGR,11.38,-9.02,DRIVE_TEST,2025-09-06T01:59:00.899000Z,-101.38,-111.54,-12.74,-0.51,8.13,0,137.25,16.17,22.98,11.72,8.72,1.25,151.09,81.28,649.99,25.72,14.05,8.08
GKD,8.56,-10.19,INTERNET,2025-09-15T10:05:27.531000Z,,,,,,,,,,,10.29,10.43,67.59,38.1,227.73,,,
GKD,8.71,-10,INTERNET,2025-08-13T03:15:52.178000Z,,,,,,,,,,,9.38,7.61,70.11,33.51,234.68,,,
GKD,8.54,-10.03,MOBILE,2025-08-19T15:44:06.632000Z,-92.33,-107.93,-11.22,1.88,7.95,0,132.57,23.11,29.14,14.79,,,,,,,,
GKD,8.42,-10.09,DRIVE_TEST,2025-09-18T21:22:48.673000Z,-80.63,-91.4,-10.9,1.39,7.88,6.13,76.82,7.44,47.94,8.04,15.56,4.37,103.59,53.4,347.6,17.46,5.81,6.37
GKD,8.61,-10.27,DRIVE_TEST,2025-08-07T18:51:04.105000Z,-78.45,-80.86,-11.47,6.4,6.45,6.67,52.86,4.15,60.08,2.43,15.17,7.48,61.68,40.67,246.89,59.68,4.95,2.23
GKD,8.71,-10.15,DRIVE_TEST,2025-08-10T03:01:56.787000Z,-78.38,-107.6,-12.52,6.03,2.5,1.01,145.99,26.96,20.88,17.17,0.01,4.83,150.84,94.41,689.21,23.44,11.23,10.14
GKD,8.71,-10.23,DRIVE_TEST,2025-08-22T16:11:27.152000Z,-81.17,-94.91,-11.81,-2.09,8.15,3.93,73.81,6.33,69.76,1.57,12.24,5.49,95.06,28.67,302.73,24.7,7.9,4.7
BLA,8.78,-8.66,INTERNET,2025-09-26T02:44:28.902000Z,,,,,,,,,,,8.03,7.46,56.35,42.46,364.63,,,
BLA,8.69,-8.52,DRIVE_TEST,2025-07-15T10:07:07.520000Z,-79.57,-108.14,-14.22,6.8,11.6,2.2,60.89,11.3,49.3,6.59,10.29,6.83,74.08,45.51,295.54,35.52,7.74,5.97
BLA,8.75,-8.59,MOBILE,2025-07-27T21:51:40.964000Z,-90.91,-90.71,-9.33,9.2,12.4,1.75,77.06,7.05,56.32,8.44,,,,,,,,
BLA,8.55,-8.64,INTERNET,2025-09-23T22:33:23.052000Z,,,,,,,,,,,5.9,5.45,89.17,52.71,337.81,,,
BLA,8.59,-8.69,DRIVE_TEST,2025-09-02T05:07:18.785000Z,-81.54,-88.9,-10.91,7.55,12.81,4.84,50,6.54,65.48,2.54,11.13,3.93,62.84,36.42,357.71,34.76,6.14,1.89
NZE,7.66,-8.88,DRIVE_TEST,2025-07-11T13:34:33.782000Z,-63.39,-76.35,-6.88,13.27,18.6,9.42,34.78,1.85,100,0.44,25.35,9.15,18.86,25.12,203.21,74.89,4.14,5.2
NZE,7.61,-8.94,MOBILE,2025-09-02T17:40:56.685000Z,-66.33,-81.98,-11.93,19.4,16.16,13.58,19.7,8.33,100,2.87,,,,,,,,
NZE,7.88,-8.69,MOBILE,2025-08-03T11:26:37.063000Z,-61.04,-77.25,-4.25,10.7,17.47,8.94,30.09,4.11,100,3.89,,,,,,,,
NZE,7.79,-8.8,INTERNET,2025-09-27T10:28:55.243000Z,,,,,,,,,,,11.44,11.23,33.84,18.36,200.1,,,
NZE,7.84,-8.72,MOBILE,2025-08-04T07:14:03.878000Z,-64.9,-84.04,-8.99,12.89,13.7,9.43,37.04,2.98,100,2.86,,,,,,,,
