regionCode,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering
LAB,11.35,-12.3,MOBILE,2025-02-15T00:23:51.840000Z,-84.66,-93.88,-11.96,2.05,2.23,1.88,111.25,14.76,35.54,16.46,,,,,,,,
LAB,11.29,-12.28,DRIVE_TEST,2025-01-23T01:17:08.443000Z,-81.73,-99.96,-9.31,4.98,6.38,8.38,43.56,6.25,71.29,8.15,9.65,9,59.78,27.58,294.23,57.78,2.35,2.95
LAB,11.31,-12.36,INTERNET,2025-02-02T19:48:33.014000Z,,,,,,,,,,,1.67,2.03,65.94,33.1,355.69,,,
LAB,11.24,-12.19,INTERNET,2025-03-18T09:33:53.537000Z,,,,,,,,,,,7.11,1.79,133.21,98.42,590.16,,,
LAB,11.22,-12.19,MOBILE,2025-01-21T23:17:42.952000Z,-83.59,-102.03,-16.06,7.21,0.35,4.54,226.6,37.15,23.14,19.12,,,,,,,,
MLI,11.84,-12.18,DRIVE_TEST,2025-03-16T21:05:00.657000Z,-93.73,-101.32,-14.58,9.1,3.69,2.96,243.83,37.56,23.14,26.76,0.01,3.32,272.8,170.99,1190.91,1.47,22.11,14.98
MLI,11.91,-12.38,INTERNET,2025-03-04T01:00:21.931000Z,,,,,,,,,,,19.44,7.4,45.96,39.11,266.51,,,
MLI,11.94,-12.24,MOBILE,2025-03-26T08:41:09.895000Z,-77.22,-104.05,-14.08,8.02,5,4.02,79.39,12.14,44.24,8.4,,,,,,,,
MLI,11.87,-12.42,MOBILE,2025-02-25T09:01:01.800000Z,-81.89,-100.75,-11.61,0.93,10.74,1.05,23.81,9.16,60.64,5.87,,,,,,,,
MLI,11.89,-12.21,MOBILE,2025-01-03T01:46:23.912000Z,-79.27,-98.09,-9.09,7.88,9.73,2.99,40.25,11.98,65.4,6.8,,,,,,,,
DLB,11.13,-12.38,MOBILE,2025-02-20T19:31:26.238000Z,-78.26,-91.25,-16.81,4.39,10.59,5.93,73.21,7.06,49.94,3.47,,,,,,,,
DLB,11.03,-12.14,INTERNET,2025-01-09T16:42:34.857000Z,,,,,,,,,,,12.7,10.08,79.83,43.87,373.43,,,
DLB,11.02,-12.35,DRIVE_TEST,2025-03-06T00:50:58.260000Z,-85.62,-89.16,-13.08,5.68,9.13,7.19,37.51,10.04,58.94,5.95,10.12,5.78,54.29,45.45,284.36,27.63,5.75,6.19
DLB,11.02,-12.36,DRIVE_TEST,2025-03-17T06:17:43.441000Z,-84.02,-89.47,-8.27,1.74,9.79,2.59,60.25,9.4,48.4,6.05,6.13,3.02,77.66,35.96,328.17,50.64,4.5,4.6
DLB,10.85,-12.16,INTERNET,2025-01-08T08:36:03.862000Z,,,,,,,,,,,6.56,3.53,127,83.79,547.26,,,
MAM,10.63,-12.02,INTERNET,2025-01-11T02:15:13.455000Z,,,,,,,,,,,18.65,8.62,25.46,13.27,190.12,,,
FAR,10.06,-10.78,DRIVE_TEST,2025-01-05T18:08:12.504000Z,-77.89,-92.79,-9.14,2.44,8.7,5.42,66.04,9.34,60.51,7.03,3.55,3.26,87.58,49.19,276.49,47.81,7.07,5.66
FAR,9.97,-10.67,MOBILE,2025-02-01T04:50:36.839000Z,-82.09,-98.41,-10.95,4.25,7.49,6.24,61.12,6.49,49.83,4.28,,,,,,,,
FAR,9.9,-10.71,INTERNET,2025-01-09T04:59:46.130000Z,,,,,,,,,,,0.11,6.83,64.33,30.8,273.17,,,
FAR,10.03,-10.79,INTERNET,2025-03-01T20:59:32.072000Z,,,,,,,,,,,3.65,2.23,51.94,39.22,305.74,,,
FAR,10.14,-10.88,INTERNET,2025-03-08T05:35:24.296000Z,,,,,,,,,,,2.44,3.09,259.95,152.97,1075.51,,,
FAR,9.94,-10.61,INTERNET,2025-02-09T02:55:33.121000Z,,,,,,,,,,,14.7,5.55,70.15,39.14,222.07,,,
KDG,9.24,-10.18,MOBILE,2025-03-09T07:35:26.110000Z,-79.54,-98.49,-13.33,10.72,6.22,4.72,54.47,10.69,43.68,9.1,,,,,,,,
KDG,9.21,-10.22,MOBILE,2025-01-03T14:07:36.359000Z,-95.95,-102.41,-10.63,3.09,1.05,3.08,139.27,23.22,31.34,14.26,,,,,,,,
KDG,9.15,-10.21,INTERNET,2025-01-10T04:22:18.844000Z,,,,,,,,,,,2.61,0.19,227.44,136.57,950.66,,,
KDG,9.08,-10.15,DRIVE_TEST,2025-02-12T14:11:42.692000Z,-74.5,-85.76,-13.35,2.92,4.95,4.37,89.48,7.34,61.77,3.91,17.37,5.28,64.55,54.28,317.63,46.94,5.04,3.23
KDG,9.07,-10.13,INTERNET,2025-01-21T00:00:09.478000Z,,,,,,,,,,,3.4,1.75,149.08,95.5,670.29,,,
KDG,9.27,-10.12,MOBILE,2025-01-31T15:28:26.961000Z,-83.28,-87.84,-8.35,4.77,10.42,6.51,35.79,9.75,72.3,7.61,,,,,,,,
KDG,9.31,-9.98,DRIVE_TEST,2025-03-31T19:46:14.444000Z,-82.78,-92.72,-9.91,4.62,15.42,6.53,48.79,3.72,62.59,9.57,9.6,5.7,77.44,43.21,274.09,31.84,4.23,4.32
KAN,10.24,-9.29,MOBILE,2025-01-30T20:28:01.434000Z,-72.04,-75.37,-6.61,9.99,16.43,5.62,23.42,8.04,100,2.91,,,,,,,,
SGR,11.56,-9.18,MOBILE,2025-02-27T19:33:38.436000Z,-85.97,-91.04,-8.89,10.4,6.52,3.08,37.76,15.34,63.57,4.77,,,,,,,,
SGR,11.33,-9.28,INTERNET,2025-03-02T15:09:09.126000Z,,,,,,,,,,,5.98,5.99,80.56,44.63,339.93,,,
SGR,11.54,-9.12,MOBILE,2025-03-05T10:28:41.594000Z,-89.34,-93.46,-9.56,11.17,7.53,3.83,73.16,9.59,49.29,3.69,,,,,,,,
SGR,11.34,-9.1,DRIVE_TEST,2025-01-05T06:50:42.216000Z,-84.76,-91.78,-11.05,4.76,16.43,5.27,65.66,6,60.51,2.93,6.58,6.18,61.77,30.74,292.38,37.73,5.22,1.33
SGR,11.31,-9.24,INTERNET,2025-02-09T20:35:59.686000Z,,,,,,,,,,,6.14,5.77,69.51,47.83,232.07,,,
SGR,11.52,-9.23,MOBILE,2025-01-23T20:00:26.760000Z,-74.79,-89.77,-10.37,3.7,8.65,6.57,69.96,8.64,55.62,7.79,,,,,,,,
SGR,11.49,-9.18,INTERNET,2025-01-15T00:23:35.541000Z,,,,,,,,,,,11.5,2.81,54.93,53.14,321.2,,,
GKD,8.64,-10.16,MOBILE,2025-03-31T09:54:53.628000Z,-78.68,-93.13,-8.68,5.01,9.26,6.41,97.2,7.12,55.65,8.03,,,,,,,,
GKD,8.51,-10.26,INTERNET,2025-01-03T07:59:02.421000Z,,,,,,,,,,,11.48,6.54,79.68,45.14,277.87,,,
GKD,8.67,-10.12,MOBILE,2025-02-07T05:38:44.600000Z,-77.89,-85.3,-11.08,10.59,2.4,6.34,48.36,6.62,65.69,8.6,,,,,,,,
GKD,8.53,-10.09,DRIVE_TEST,2025-01-17T01:16:25.545000Z,-70.22,-92.64,-9.61,8.9,5.21,4.87,66.14,8.15,60.69,6.94,15.49,5.09,44.49,40.98,277.56,41.44,5.38,1.64
GKD,8.55,-10.19,MOBILE,2025-02-13T12:56:29.272000Z,-81.17,-103.27,-8.74,9.36,10.87,8.2,55.99,4.08,57.05,9.77,,,,,,,,
GKD,8.49,-10.08,MOBILE,2025-01-29T04:21:07.205000Z,-74.59,-90.26,-7.55,11.11,7.64,3.85,65.16,12.45,53.29,8.2,,,,,,,,
GKD,8.58,-10.14,INTERNET,2025-03-21T22:08:44.179000Z,,,,,,,,,,,5.28,0.92,158.35,91.69,667.93,,,
BLA,8.61,-8.76,MOBILE,2025-02-18T21:59:08.031000Z,-92.27,-109.59,-12.73,6.87,8.65,2.1,138.97,18.44,18.35,14.62,,,,,,,,
BLA,8.73,-8.68,MOBILE,2025-02-01T08:45:55.809000Z,-85.75,-100.64,-11.58,10.05,5.65,3.4,52.48,10.78,57.44,5.45,,,,,,,,
BLA,8.6,-8.61,MOBILE,2025-03-20T18:19:58.629000Z,-85.94,-93.27,-13.24,6.97,9.16,5.53,54.08,4.69,59.91,5.95,,,,,,,,
BLA,8.55,-8.69,MOBILE,2025-03-12T01:22:05.210000Z,-75.67,-91.33,-10.3,9.64,12.24,5.53,58.09,11.96,66.57,5.78,,,,,,,,
BLA,8.75,-8.51,MOBILE,2025-03-10T09:00:08.766000Z,-85.21,-100.18,-10.15,12.02,9.89,5.06,69.39,10.72,63.19,1.8,,,,,,,,
BLA,8.76,-8.74,DRIVE_TEST,2025-02-22T18:15:20.670000Z,-74.76,-89.38,-11.03,5.12,7.11,1.91,45.52,13.11,57.25,6.04,8.63,5.87,55.13,29.26,280.87,35.41,5.69,4.38
NZE,7.74,-8.94,DRIVE_TEST,2025-01-19T06:02:06.062000Z,-95.1,-106.8,-10.12,-1.74,0,1.87,152.51,25.06,25.82,15.57,7.45,0.51,177.3,109.79,711.97,26.26,13.2,11.84
NZE,7.82,-8.8,MOBILE,2025-03-20T02:52:34.724000Z,-92.37,-102.81,-12.47,3.55,5.49,1.57,173.93,25.97,12.26,21.81,,,,,,,,
NZE,7.66,-8.92,MOBILE,2025-03-02T05:49:40.975000Z,-62,-78.05,-8.02,14.14,15.05,6.17,41.77,9.1,100,2.91,,,,,,,,
NZE,7.66,-8.85,INTERNET,2025-01-08T05:23:10.753000Z,,,,,,,,,,,22.07,5.83,35.41,34.29,219.12,,,
NZE,7.85,-8.9,DRIVE_TEST,2025-03-01T17:14:43.926000Z,-61.57,-78.04,-7.8,13.06,12.61,6.39,40.69,11.11,91.03,5.18,16.27,10.52,45.46,32.44,196.56,70.71,2.57,2.64
NZE,7.61,-8.93,MOBILE,2025-02-14T08:42:23.109000Z,-59.72,-84.17,-8.56,12.15,15.78,11.13,23.44,4.02,94.69,3.39,,,,,,,,
