regionCode,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering
SGR,11.41,-9.3,DRIVE_TEST,2025-12-11T20:07:03.265000Z,-92.28,-107.06,-11.71,1.98,4.25,1.38,236.29,34.89,12.75,25.6,0.01,0.7,243.95,142.4,1118.52,5.09,22.56,16.53
SGR,11.32,-9.09,INTERNET,2025-10-15T12:08:40.987000Z,,,,,,,,,,,0.01,3.06,167.61,99.77,703,,,
SGR,11.32,-9.06,MOBILE,2025-11-02T01:21:13.330000Z,-80.04,-84.31,-13.31,3.1,3.62,5.74,46.17,6.01,70.16,8.12,,,,,,,,
SGR,11.45,-9.04,MOBILE,2025-12-06T19:50:18.088000Z,-89.24,-100.84,-12.84,6.78,5.78,7.5,76.45,12.02,48.83,7.02,,,,,,,,
GKD,8.66,-10.12,DRIVE_TEST,2025-11-16T01:45:36.754000Z,-78.25,-87.72,-10.39,2.67,5.1,1.93,61.56,14.35,46.35,7.63,9.58,4.32,84.95,52.78,305.95,39.41,6.36,5.58
GKD,8.68,-10.21,INTERNET,2025-10-19T05:38:23.179000Z,,,,,,,,,,,8.62,4.84,51.81,48,282.5,,,
GKD,8.56,-10.11,DRIVE_TEST,2025-10-21T14:40:01.102000Z,-88.31,-92.17,-14.24,8.59,8.91,3.65,51.1,12.16,54.94,6.02,12.33,6.47,57.46,37.53,332.31,33.54,4.72,4.37
GKD,8.47,-10.02,INTERNET,2025-11-04T05:36:15.040000Z,,,,,,,,,,,13.24,7.85,40.03,24.27,261.66,,,
GKD,8.59,-10.06,DRIVE_TEST,2025-11-22T13:01:51.939000Z,-79.88,-95.62,-12.23,14.7,8.71,4.41,62.58,15.55,46.53,5.02,9.23,4.05,72.58,51.49,280.06,32.5,6.58,5.91
BLA,8.56,-8.64,INTERNET,2025-12-14T05:06:29.364000Z,,,,,,,,,,,16.75,5.25,69.13,47.41,280.95,,,
BLA,8.74,-8.76,MOBILE,2025-12-29T21:49:06.240000Z,-87.04,-87.6,-10.1,5.44,10.93,5.11,57.11,6.01,57.04,5.96,,,,,,,,
BLA,8.74,-8.7,INTERNET,2025-10-24T07:25:29.773000Z,,,,,,,,,,,2.15,0.2,143.54,79.96,614.5,,,
BLA,8.61,-8.54,MOBILE,2025-12-23T13:00:22.975000Z,-84.32,-91.54,-13.43,10.86,4.09,7.36,75.6,12.26,50.26,7.13,,,,,,,,
BLA,8.73,-8.67,DRIVE_TEST,2025-12-27T03:59:05.033000Z,-87.46,-96.16,-9.68,5.92,12.41,5.07,53.14,12.13,63.55,4.06,18.62,8.62,46.6,26.81,221.91,46,5.76,2.16
BLA,8.74,-8.56,INTERNET,2025-11-30T04:26:27.002000Z,,,,,,,,,,,16.12,8.51,99.89,52.56,329.63,,,
NZE,7.66,-8.79,INTERNET,2025-11-17T10:28:34.692000Z,,,,,,,,,,,8.86,10.32,21.92,29.9,186.47,,,
NZE,7.88,-8.95,INTERNET,2025-12-16T22:18:11.690000Z,,,,,,,,,,,2.73,1.09,140.7,82.76,613.32,,,
NZE,7.87,-8.91,INTERNET,2025-12-28T13:57:26.606000Z,,,,,,,,,,,10.47,7.51,49.56,22.63,231.3,,,
NZE,7.85,-8.86,MOBILE,2025-10-22T17:37:09.280000Z,-69.39,-93.2,-8.88,7.53,13.93,7.79,45.55,5.2,92.53,2.53,,,,,,,,
NZE,7.9,-8.94,INTERNET,2025-12-27T23:08:40.704000Z,,,,,,,,,,,14.84,8.29,31.73,19.86,175.76,,,
