regionCode,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering
KIN,10.03,-12.92,INTERNET,2025-07-11T02:16:41.325000Z,,,,,,,,,,,0.34,0.01,649.22,328.71,2773.76,,,
KIN,10.12,-12.95,MOBILE,2025-08-19T16:23:47.246000Z,-81.78,-100.56,-13.62,7.23,7.37,4.71,117.77,25.33,64.28,18.79,,,,,,,,
KIN,10.07,-12.98,INTERNET,2025-08-23T00:36:07.686000Z,,,,,,,,,,,0.42,0.01,481.5,242.77,2012.08,,,
BOK,11.29,-14.24,MOBILE,2025-08-25T09:49:03.403000Z,-96.22,-122.29,-19.19,1.82,4.73,3.52,476.6,108.17,10.81,60.03,,,,,,,,
BOK,11.32,-14.21,MOBILE,2025-07-19T07:07:15.330000Z,-106.58,-118.75,-20,1.13,0,0,377.64,78.9,18.63,42.93,,,,,,,,
BOK,11.11,-14.38,DRIVE_TEST,2025-07-06T01:55:24.122000Z,-108.55,-125.34,-20,3.49,0.27,6.08,537.84,109.07,17.46,56.46,3.36,0.01,577.46,284.14,2349.55,2.64,37.42,64.39
KDR,12.56,-13.37,DRIVE_TEST,2025-07-21T14:04:36.067000Z,-104.39,-112.54,-20,2.84,0,1.56,692.23,146.31,10.76,81.28,0.01,0.01,748.09,369.37,3155.17,5.42,49.8,86.3
KDR,12.64,-13.17,MOBILE,2025-09-04T19:57:11.252000Z,-111.83,-101.09,-20,1.21,3.58,0,521.85,107.21,23.21,60.27,,,,,,,,
LAB,11.31,-12.38,MOBILE,2025-09-05T02:37:28.726000Z,-102.28,-126.74,-20,-0.17,0.08,1.27,420.35,91.51,21.93,49.64,,,,,,,,
MLI,12.04,-12.24,MOBILE,2025-07-21T13:27:13.675000Z,-107.88,-110.81,-17.21,-4.13,1.44,0,280.61,59.48,27.07,34.41,,,,,,,,
MLI,12.1,-12.36,MOBILE,2025-07-28T10:15:03.189000Z,-103.81,-119.22,-16.51,0.39,0.12,5.25,331.21,72.76,27.89,41.23,,,,,,,,
DLB,11.05,-12.15,INTERNET,2025-09-24T03:04:42.554000Z,,,,,,,,,,,0.01,2.88,791.54,396.76,3302.09,,,
DLB,11.1,-12.12,DRIVE_TEST,2025-07-17T18:12:07.764000Z,-102.24,-118.08,-17.42,1.7,0,3.59,428.98,94.83,21.34,49.29,2.78,0.01,467.04,235.03,2019.86,0,33.01,55.74
DLB,10.87,-12.23,INTERNET,2025-08-08T22:27:19.152000Z,,,,,,,,,,,0.01,0.48,694.22,356.35,2982.13,,,
DLB,11.05,-12.39,MOBILE,2025-07-02T16:09:41.532000Z,-110.24,-118.57,-19.63,2.69,2.44,0,763.96,165.13,16.51,90.29,,,,,,,,
DLB,11,-12.36,DRIVE_TEST,2025-07-12T20:39:35.847000Z,-107.74,-110.15,-20,-2.72,1.97,0,342.93,76.2,22.55,43.15,0.01,1.82,371.31,180.77,1601.91,10.71,24.61,43.5
MAM,10.49,-12.1,DRIVE_TEST,2025-08-17T20:36:34.823000Z,-109.63,-116.51,-20,6.09,0.16,2.61,521.34,107.7,16.7,61.33,3.83,3.22,562.56,280.01,2382.5,0,34.33,64.79
MAM,10.66,-12.17,MOBILE,2025-08-14T23:53:37.864000Z,-117.47,-113.18,-18.41,1.85,6.69,0,418.52,85.8,19.37,47.79,,,,,,,,
MAM,10.5,-11.99,DRIVE_TEST,2025-09-27T23:58:41.371000Z,-85.13,-91.12,-16.47,5.17,1.79,0.52,120.95,24.43,62.72,14.26,6.47,3.29,160.15,62.53,602.09,17.85,8.84,14.57
FAR,9.96,-10.81,INTERNET,2025-09-15T20:45:26.269000Z,,,,,,,,,,,9.5,2.28,610.78,311.63,2628.01,,,
KDG,9.29,-9.97,INTERNET,2025-09-18T15:02:33.981000Z,,,,,,,,,,,0.01,3.03,337.32,149.14,1390.44,,,
KAN,10.43,-9.18,INTERNET,2025-08-05T18:57:16.832000Z,,,,,,,,,,,0.01,3.72,683.95,328.33,2825.12,,,
SGR,11.35,-9.03,MOBILE,2025-09-24T10:53:00.777000Z,-104.41,-114.2,-16.67,0.24,0,0.3,380.03,78.21,20.17,46.8,,,,,,,,
GKD,8.56,-10.03,MOBILE,2025-07-19T01:13:40.361000Z,-105.24,-106.4,-17.75,-3.54,3.2,0,403.77,92.01,18.78,46.64,,,,,,,,
BLA,8.82,-8.75,DRIVE_TEST,2025-08-02T09:36:38.410000Z,-107.24,-123.09,-18.76,3.26,1.81,0,704.44,141.64,24.49,79.34,0.01,0.26,755.77,384.77,3208.28,12.56,51.5,87.97
BLA,8.67,-8.63,MOBILE,2025-08-05T12:40:29.766000Z,-99.91,-118.6,-19.03,6.95,0.6,3.96,289.51,64.04,26.51,29.39,,,,,,,,
NZE,7.86,-8.96,INTERNET,2025-09-30T08:08:29.921000Z,,,,,,,,,,,13.24,6.98,135.25,56.72,590.06,,,
NZE,7.68,-8.67,INTERNET,2025-07-04T11:28:07.057000Z,,,,,,,,,,,0.15,2.27,509.45,265.76,2218.4,,,
