regionCode,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering
KDG,9.05,-10.14,INTERNET,2025-05-01T20:17:09.024000Z,,,,,,,,,,,2.03,5.58,195.61,101.85,798.07,,,
KDG,9.13,-10.03,MOBILE,2025-04-29T04:00:39.620000Z,-90.37,-108.72,-12.47,-3.31,2.02,3.5,177.09,30.36,22.65,21.69,,,,,,,,
KDG,9.24,-10.09,INTERNET,2025-04-05T03:01:21.197000Z,,,,,,,,,,,0.01,4.32,243.87,158.62,1135.41,,,
KDG,9.21,-10.09,MOBILE,2025-06-27T16:06:24.727000Z,-85.58,-91.75,-9.97,6.59,9.14,6.11,70.74,12.82,57.91,5.89,,,,,,,,
KAN,10.49,-9.37,DRIVE_TEST,2025-05-13T20:48:52.655000Z,-70.03,-80.24,-6.64,13.77,16.72,7.4,32.96,5.13,100,0.08,15.24,11.53,32.07,16.35,164.81,83.27,3.54,0.14
KAN,10.32,-9.37,DRIVE_TEST,2025-05-18T19:49:08.983000Z,-63.8,-77.2,-9.29,14.45,17.72,9.98,36.42,2.51,100,4,17.62,9.46,38.98,21.61,153.97,72.28,4.9,6.29
KAN,10.43,-9.35,MOBILE,2025-04-23T23:56:11.479000Z,-62.4,-78.72,-6.51,12.98,13.9,4.4,37.65,11.32,100,4.39,,,,,,,,
KAN,10.37,-9.22,DRIVE_TEST,2025-05-12T12:46:38.809000Z,-67.76,-81.99,-5.63,5.28,17.96,10.16,33.37,2.05,98.4,4.59,22.43,13.69,29.29,2.47,155.54,65.06,3.47,4.39
KAN,10.26,-9.44,INTERNET,2025-05-23T19:24:33.589000Z,,,,,,,,,,,14.76,10.68,33.02,20.78,180.3,,,
SGR,11.49,-9.14,MOBILE,2025-05-24T10:50:22.249000Z,-78.01,-91.65,-9.51,5.54,8.1,7.27,60.09,9.54,65.76,5.78,,,,,,,,
SGR,11.31,-9.28,MOBILE,2025-06-08T01:29:21.386000Z,-78.14,-91.69,-11.46,7.31,13.07,2.67,55.96,7.15,62,4.31,,,,,,,,
SGR,11.49,-9.3,DRIVE_TEST,2025-06-03T04:02:55.452000Z,-86.79,-105.24,-10.03,2.1,7.12,5.6,94.05,7.59,39.49,5.85,11.53,4.63,66.39,37.38,355.73,17.85,6.19,7.43
SGR,11.36,-9.29,INTERNET,2025-05-27T01:32:10.285000Z,,,,,,,,,,,12.62,7.89,41.19,44.94,211.11,,,
SGR,11.38,-9.12,DRIVE_TEST,2025-04-20T02:28:47.327000Z,-87.3,-93.94,-7.78,9.52,5.24,4.33,73.03,11.47,49.65,8.37,5.16,4.02,71.84,41.83,361.61,37.87,6.91,5.94
SGR,11.35,-9.11,DRIVE_TEST,2025-04-27T03:23:06.425000Z,-79.89,-98.34,-8.38,8.72,9.48,2.62,70.12,12.09,54.69,4.65,2.41,6.41,73.04,40.89,333.72,40.62,6.84,0.76
SGR,11.28,-9.29,INTERNET,2025-06-20T09:51:37.785000Z,,,,,,,,,,,2.18,2.26,176.68,104.2,689.14,,,
GKD,8.54,-10.01,DRIVE_TEST,2025-05-25T09:07:24.652000Z,-86.61,-99.68,-13.36,0.88,0,1.61,192.05,30.21,21.96,21.34,2.45,0.01,210.75,127.87,908.41,4.36,16.81,16.23
GKD,8.5,-10.26,DRIVE_TEST,2025-06-05T17:25:35.517000Z,-75.94,-101.3,-8.4,9.68,4.9,4.05,77.52,11.55,61.96,6.08,10.13,2.68,63.55,41.66,282.42,61.16,5.19,5.99
GKD,8.51,-10.23,DRIVE_TEST,2025-06-03T10:03:21.780000Z,-80.19,-95.18,-10.9,6.26,8.27,3.28,45.13,13.7,62.3,2.3,10.65,6.52,53,37.88,281.39,55.58,6.61,2.63
GKD,8.44,-10.22,INTERNET,2025-04-10T19:58:56.023000Z,,,,,,,,,,,16.35,7.57,49.72,56.87,268.62,,,
GKD,8.63,-10.18,DRIVE_TEST,2025-06-20T21:57:31.429000Z,-96.07,-104.17,-14.92,4.45,0,0,142.34,22.26,17.38,16.72,8.55,2.14,162.13,103.08,719.98,27.99,14.92,10.21
BLA,8.75,-8.52,INTERNET,2025-06-08T20:50:17.445000Z,,,,,,,,,,,8.58,3.37,58.6,41.89,222.32,,,
NZE,7.63,-8.68,DRIVE_TEST,2025-06-05T18:47:11.113000Z,-62,-84.67,-9.18,12.23,17.03,7.53,41.21,5.42,98.23,2.74,14.63,10.79,42.7,15.54,153.16,80.96,2.96,1.29
NZE,7.61,-8.69,MOBILE,2025-06-20T19:10:51.710000Z,-91.64,-97.18,-14.77,1.46,4.83,2.24,158.74,28.92,17.41,16.56,,,,,,,,
NZE,7.68,-8.73,INTERNET,2025-04-06T13:21:14.289000Z,,,,,,,,,,,15.08,10.03,35.08,15.62,180.19,,,
NZE,7.65,-8.8,MOBILE,2025-06-14T10:53:56.030000Z,-58.45,-83.56,-10.03,12.38,22.01,7.17,25.17,4.86,100,1.84,,,,,,,,
NZE,7.6,-8.75,INTERNET,2025-06-01T04:43:22.858000Z,,,,,,,,,,,16.1,10.53,28.03,23.38,116.29,,,
NZE,7.75,-8.83,INTERNET,2025-05-24T12:46:26.574000Z,,,,,,,,,,,14.16,10.03,35.87,25.16,171.41,,,
NZE,7.79,-8.83,INTERNET,2025-06-24T01:56:55.235000Z,,,,,,,,,,,22.54,8.64,38.47,24.26,165.87,,,
