regionCode,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering
BOK,11.18,-14.22,INTERNET,2025-06-22T18:39:54.520000Z,,,,,,,,,,,16.58,7.31,57.6,21.33,193.76,,,
BOK,11.33,-14.33,DRIVE_TEST,2025-06-19T01:41:46.507000Z,-75.78,-87.88,-5.23,10.03,12.41,9.32,28.01,0.56,77.35,3.74,21.46,8.63,45.7,25.71,211.62,49.78,2.69,0.58
BOK,11.16,-14.36,MOBILE,2025-04-04T07:24:05.580000Z,-81.27,-78.47,-7.73,12.47,7.91,5.6,39.14,9.66,75.85,2.72,,,,,,,,
BOK,11.28,-14.29,MOBILE,2025-04-27T01:41:29.911000Z,-72.02,-86.61,-6.75,13.25,12.62,6.46,49.97,12.89,59.48,2.49,,,,,,,,
KDR,12.39,-13.33,DRIVE_TEST,2025-04-15T00:41:22.124000Z,-74.1,-86.86,-11.69,6.78,11.03,6.21,54.3,3.01,63,2.17,16.33,9.14,32.08,20.3,166.51,48.86,3.75,1.63
KDR,12.42,-13.19,DRIVE_TEST,2025-06-06T05:52:35.155000Z,-75.59,-85.12,-9.36,15.15,16.79,9.11,25.18,3.54,75.37,2.23,18.51,12.51,52.81,19.03,217.27,76.47,3.73,2.61
KDR,12.38,-13.42,MOBILE,2025-04-08T09:09:44.565000Z,-73.7,-79.89,-9.74,13.31,13.51,6.47,40.38,2.2,61.48,2.15,,,,,,,,
KDR,12.49,-13.35,DRIVE_TEST,2025-05-16T05:11:10.283000Z,-69.69,-85.55,-6.83,8.38,14.38,6.99,46.5,2.9,50.18,5.11,10.46,7.78,44.28,35.13,219.45,53.32,3.12,3.73
KDR,12.6,-13.37,DRIVE_TEST,2025-05-16T05:27:13.894000Z,-63.08,-84.24,-6.62,6.63,5.58,4.95,51.51,6.68,61.18,3.09,19.98,7.42,45.11,31.56,177.6,62.72,4.85,2.13
KDR,12.54,-13.35,DRIVE_TEST,2025-06-16T12:49:58.034000Z,-75.5,-92.13,-6.95,4.35,11.83,8.26,46.88,7.43,57.11,2.27,15.93,6.79,66.27,14.29,156.42,51.64,3.84,3.58
LAB,11.32,-12.29,DRIVE_TEST,2025-06-20T20:05:30.388000Z,-93.79,-105.69,-4.71,5.83,5.48,1.69,101.59,12.56,32.28,8.01,0.62,5.83,140.36,67.27,459.49,19.69,10.85,0.2
LAB,11.33,-12.41,DRIVE_TEST,2025-04-22T12:23:40.882000Z,-72.36,-85.67,-8.53,9.19,11.74,6.83,30.23,2.75,65.5,0,12.12,9.36,52.48,27.95,275.43,39.62,6.05,1.41
LAB,11.43,-12.32,MOBILE,2025-05-07T04:37:51.442000Z,-70.01,-91.03,-9.71,11.62,12.03,8.86,52.68,8.15,67.72,3.17,,,,,,,,
LAB,11.27,-12.29,INTERNET,2025-05-19T12:35:08.226000Z,,,,,,,,,,,15.87,7.28,39.57,40.95,159.74,,,
LAB,11.17,-12.21,INTERNET,2025-04-06T04:21:58.183000Z,,,,,,,,,,,9.75,8.2,36.24,34.24,170.53,,,
LAB,11.18,-12.22,MOBILE,2025-06-21T02:22:52.983000Z,-76.8,-83.04,-8.14,10.33,14.19,5.33,24.81,11.53,72.12,3.55,,,,,,,,
MLI,12.05,-12.14,MOBILE,2025-06-12T17:11:28.767000Z,-77.81,-83.16,-5.86,10.4,11.59,9.72,39.18,4.64,68.9,1.42,,,,,,,,
MLI,12.1,-12.4,INTERNET,2025-05-13T19:41:19.119000Z,,,,,,,,,,,22.78,9.29,40.99,22.88,143.11,,,
MLI,12,-12.2,DRIVE_TEST,2025-05-02T10:51:21.509000Z,-73.85,-93.14,-10.94,5.85,11.05,7.75,54.72,8.06,53.47,4.47,17.31,10.39,72.1,28.69,169.24,21.62,4.62,1.69
MLI,12.09,-12.21,DRIVE_TEST,2025-06-30T19:37:34.229000Z,-80.51,-80.88,-7.82,9.24,20.23,8.71,47.42,4.53,69.23,2.38,13.79,5.29,24.99,28.05,125.3,60.29,4.53,3.38
MLI,12.09,-12.28,MOBILE,2025-04-11T08:50:59.580000Z,-68.8,-88.25,-7.79,7.99,15.35,6.13,29.61,8.94,69.71,0,,,,,,,,
MLI,12.09,-12.33,INTERNET,2025-05-13T17:18:31.010000Z,,,,,,,,,,,16.36,10.46,45.87,20.1,138.04,,,
DLB,11.03,-12.38,INTERNET,2025-04-27T05:18:16.984000Z,,,,,,,,,,,10.64,10.12,45.56,22.64,182.72,,,
DLB,11.04,-12.38,MOBILE,2025-04-15T16:49:32.352000Z,-73.79,-87.7,-8.26,17.25,15.06,7.11,27.11,0.21,76.21,5.92,,,,,,,,
DLB,10.94,-12.22,DRIVE_TEST,2025-04-24T20:47:46.286000Z,-61.94,-88.23,-8,14.04,13.45,6.91,48.19,4.93,84.03,2.75,21.33,9.39,33.69,1.75,167.74,61.59,2.17,2.39
DLB,10.88,-12.34,MOBILE,2025-05-10T14:22:02.656000Z,-91.48,-96.95,-11.09,10.76,2.73,1.76,177.92,17.64,17.35,10.41,,,,,,,,
DLB,10.88,-12.25,DRIVE_TEST,2025-04-30T20:47:06.105000Z,-68.57,-87.63,-8.23,9.21,18.87,9.16,47.34,5.45,65.27,3.23,17.54,7.92,37.4,26.08,175.76,46.38,2.69,1.11
DLB,11.09,-12.15,MOBILE,2025-05-24T16:17:17.921000Z,-83.58,-75.13,-8.12,9.7,13.07,7.91,53.61,4.69,58.15,4.66,,,,,,,,
DLB,11.09,-12.19,MOBILE,2025-05-06T21:27:42.636000Z,-75.51,-84.97,-6.54,11.67,9.72,7.03,31.1,8.94,60.49,9.3,,,,,,,,
DLB,10.94,-12.28,MOBILE,2025-04-02T05:00:18.407000Z,-67.18,-75.24,-8.19,8.42,12.39,12.11,46.67,6.5,73.79,2.24,,,,,,,,
MAM,10.41,-12.12,INTERNET,2025-05-16T21:37:49.667000Z,,,,,,,,,,,24.99,15.12,46.14,29.94,65.74,,,
MAM,10.63,-12.13,INTERNET,2025-04-22T01:38:51.417000Z,,,,,,,,,,,25.26,15.63,16.42,6.3,120.34,,,
MAM,10.62,-12.07,DRIVE_TEST,2025-04-03T19:57:46.427000Z,-54.88,-68.01,-9.72,20.34,19.99,14.8,0,3.35,100,0.44,19.51,15.32,31.34,3.59,116.38,83.35,1.24,1.3
MAM,10.38,-12.17,DRIVE_TEST,2025-05-10T21:09:35.843000Z,-58.41,-74.87,-9.41,15.89,27.46,10.85,15.03,0,100,2.83,22.94,15.32,18.71,14.62,82.91,92.76,2.58,1.95
MAM,10.51,-12.1,MOBILE,2025-06-08T12:48:41.411000Z,-53.45,-79.8,-6.02,17.42,23.27,12.72,23.95,3.31,100,2.53,,,,,,,,
MAM,10.62,-12.18,MOBILE,2025-04-26T17:47:07.277000Z,-68.54,-70.34,-10.42,15.75,23.04,11.78,33.46,3.29,100,0.26,,,,,,,,
MAM,10.65,-12.17,MOBILE,2025-06-28T22:24:38.692000Z,-55.21,-58.71,-3,15.14,21.9,12.34,32.07,0,100,1.42,,,,,,,,
MAM,10.47,-12.19,MOBILE,2025-04-08T05:29:06.037000Z,-69.2,-76.06,-7.04,12.17,19.03,12.29,31.08,4.64,100,4.7,,,,,,,,
FAR,10.13,-10.8,MOBILE,2025-04-13T17:15:30.199000Z,-76.37,-93.89,-6.71,9.25,9.13,6.48,43.18,2.09,58.39,4.92,,,,,,,,
FAR,10.01,-10.82,DRIVE_TEST,2025-04-08T07:16:55.824000Z,-66.07,-70.21,-7.81,9.63,15.39,11.9,40.35,1.96,71.54,0.96,17.45,9.46,52.95,25.83,115.25,76.58,4.34,0.22
FAR,10.16,-10.84,INTERNET,2025-04-10T15:03:44.187000Z,,,,,,,,,,,17.11,14.32,19.09,38.35,211.9,,,
FAR,9.93,-10.61,DRIVE_TEST,2025-04-11T16:16:11.058000Z,-68.17,-84.87,-10.3,9.89,18.88,7.07,58.63,4.69,80.38,5.41,15.67,9.01,51.11,12.91,147.3,56.89,3.67,0
FAR,10.18,-10.63,INTERNET,2025-04-05T06:36:39.114000Z,,,,,,,,,,,16.77,8.72,45.33,29.03,176.86,,,
FAR,10.04,-10.82,DRIVE_TEST,2025-05-21T23:42:32.084000Z,-71.22,-89.41,-10.31,13.09,12.62,8.76,32.84,2.01,73.88,1.6,19.16,5.83,28.85,25.5,194.1,52.72,3.19,0.92
FAR,10.14,-10.74,DRIVE_TEST,2025-05-28T12:45:28.342000Z,-70.22,-81.97,-6.27,12.68,14.26,11.36,45.74,5.68,65.55,2.71,15.52,10.5,60.7,26.94,188.89,61.49,3.66,1.1
KDG,9.21,-10.11,DRIVE_TEST,2025-04-27T12:18:43.021000Z,-61.57,-85.63,-9.53,9.69,18.08,6.97,25.58,1.83,73.41,2.32,21.6,7.31,46.85,22.15,152.15,64.17,2.55,1.85
KDG,9.09,-10.04,INTERNET,2025-05-10T11:35:47.472000Z,,,,,,,,,,,15.14,6.16,64.23,19.37,203.72,,,
KDG,9.05,-10.07,INTERNET,2025-04-14T18:15:42.433000Z,,,,,,,,,,,13.07,8.68,31.63,28.87,158.41,,,
KDG,9.03,-10.09,DRIVE_TEST,2025-04-12T01:38:21.088000Z,-69.87,-83.01,-10.62,9.84,11.6,4.56,23.2,0,89.11,4.36,19.26,9.53,40.74,14.89,146.67,85.49,3.8,0.51
KDG,9.09,-10.2,INTERNET,2025-06-16T06:32:57.444000Z,,,,,,,,,,,15.81,11.79,63.05,22.4,183.22,,,
KDG,9.04,-10.02,MOBILE,2025-05-03T04:43:30.565000Z,-85,-87.44,-5.63,8.43,10.21,3.73,24.34,7.89,71.29,4.67,,,,,,,,
KAN,10.27,-9.36,INTERNET,2025-05-22T12:28:39.532000Z,,,,,,,,,,,10.94,5.53,107.63,55.36,390.55,,,
KAN,10.4,-9.42,INTERNET,2025-06-22T07:32:42.400000Z,,,,,,,,,,,18.95,12.62,1,3.36,88.01,,,
KAN,10.29,-9.35,DRIVE_TEST,2025-04-23T06:34:39.903000Z,-65.51,-77.62,-7.17,19.07,17.36,12.16,30.58,8.38,100,3.28,25.71,15.12,32.49,7.55,144.93,70.78,1.19,0
KAN,10.38,-9.23,MOBILE,2025-04-22T05:41:19.623000Z,-84.5,-105.08,-12.62,4.59,3.29,2.28,81.06,4.64,28.23,8.05,,,,,,,,
KAN,10.38,-9.17,MOBILE,2025-05-31T18:04:10.117000Z,-54.72,-90.09,-5.48,15.03,22.17,12.38,13.55,0,100,5.55,,,,,,,,
KAN,10.27,-9.18,MOBILE,2025-06-02T18:32:35.745000Z,-57.92,-78.29,-8.63,18.89,15.05,11.56,22.15,0.33,100,3.56,,,,,,,,
KAN,10.38,-9.39,DRIVE_TEST,2025-06-05T09:33:34.268000Z,-59.68,-75.84,-7.33,13.46,21.4,10.2,22.67,0,100,4.03,21.95,17.48,35.32,31.84,107.05,83.69,2.37,0.57
SGR,11.47,-9.19,INTERNET,2025-05-08T15:18:55.420000Z,,,,,,,,,,,10.46,13.83,30.5,19.79,215.85,,,
SGR,11.38,-9.11,DRIVE_TEST,2025-05-23T00:49:21.556000Z,-67.6,-81.71,-4.59,12.07,14.3,6.04,46.74,6.37,91.06,0,14.2,10.21,32.4,22.51,194.2,62.33,4.02,1.9
SGR,11.45,-9.22,DRIVE_TEST,2025-06-13T21:08:08.752000Z,-78.94,-81.97,-6.97,14.17,12.83,6.88,23.92,0.45,69.56,2.97,13.74,10.92,39.84,17.71,176.67,70.9,3.28,0
SGR,11.42,-9.19,MOBILE,2025-04-06T08:01:28.779000Z,-86.2,-90.66,-11.58,-0.13,5.79,4.2,107.84,10.69,22.25,5.37,,,,,,,,
SGR,11.27,-9.3,MOBILE,2025-04-12T01:00:40.347000Z,-70.55,-68.32,-11.22,10.22,15.25,5.93,45.7,5.03,70.32,2,,,,,,,,
SGR,11.38,-9.11,DRIVE_TEST,2025-04-11T01:53:09.810000Z,-71.65,-94.02,-9.26,7.07,10.07,6.38,45.7,6.23,54.54,0.65,14.6,9.84,29.93,37.59,214.82,31.38,3.93,2.38
SGR,11.29,-9.14,INTERNET,2025-05-12T23:21:55.735000Z,,,,,,,,,,,18.98,11.66,38.82,23.41,116.58,,,
GKD,8.44,-10.26,INTERNET,2025-04-15T20:11:13.363000Z,,,,,,,,,,,1.66,0.01,116.8,59.35,457.77,,,
GKD,8.56,-10.02,DRIVE_TEST,2025-04-12T20:56:34.156000Z,-70.96,-73.98,-8.12,10.49,15.1,9.6,37.44,4.47,66.13,0.71,16.75,11.96,28.83,38.86,150.66,71.14,3.28,2.36
GKD,8.45,-10.11,DRIVE_TEST,2025-05-25T18:37:01.802000Z,-67.03,-88.26,-9.75,11.07,18.23,8.38,39.29,1.98,62.27,5.35,17.76,10.86,49.57,19.95,180.31,55.36,5.48,3.91
GKD,8.59,-10.28,MOBILE,2025-05-17T00:23:34.497000Z,-72.69,-86.97,-10.15,6.4,11.19,5.78,40.15,4.48,66.82,3.24,,,,,,,,
GKD,8.72,-10.26,MOBILE,2025-06-15T07:37:52.401000Z,-89.43,-98.38,-10.02,6.96,0,5.68,131.79,18.04,27.82,12.73,,,,,,,,
GKD,8.48,-10.03,INTERNET,2025-04-01T20:42:35.534000Z,,,,,,,,,,,17.25,8.82,45.44,22.53,226.65,,,
GKD,8.49,-10.09,MOBILE,2025-06-25T22:47:18.752000Z,-71.1,-85.59,-9.87,19.46,8.45,6.72,46.31,7.54,61.43,4.14,,,,,,,,
GKD,8.64,-9.99,INTERNET,2025-05-16T17:24:45.038000Z,,,,,,,,,,,20.61,9.79,39.34,12.34,107.51,,,
BLA,8.57,-8.49,DRIVE_TEST,2025-06-06T17:40:45.666000Z,-79.73,-75.8,-6.38,10.69,10.89,9.68,54.69,0.63,74.71,4.91,9.87,5.79,45.71,26.24,183.08,41.48,3.82,1.15
BLA,8.78,-8.57,MOBILE,2025-04-02T21:22:06.220000Z,-72.61,-87.79,-11.05,14.13,11.17,7.95,20.78,6.15,72.47,1.75,,,,,,,,
BLA,8.83,-8.75,DRIVE_TEST,2025-04-10T11:09:54.361000Z,-81.86,-93.99,-7.76,13.68,18,3.71,46.44,4.72,59.28,1.54,16.39,7.43,35.7,26.57,170.63,37.51,3.85,1.91
BLA,8.71,-8.75,MOBILE,2025-05-27T21:47:57.996000Z,-73.06,-78.91,-8.68,7.8,11.16,7.65,31.79,7.03,62.76,3.19,,,,,,,,
BLA,8.53,-8.73,INTERNET,2025-05-28T10:43:53.724000Z,,,,,,,,,,,10.97,6.7,24.02,31.53,235.02,,,
BLA,8.68,-8.71,INTERNET,2025-05-28T00:40:39.860000Z,,,,,,,,,,,12.29,10.75,43.79,5.91,193.96,,,
BLA,8.67,-8.65,INTERNET,2025-05-14T00:05:01.050000Z,,,,,,,,,,,17.33,9.46,47.38,36.94,61.73,,,
NZE,7.8,-8.91,DRIVE_TEST,2025-06-02T11:50:31.240000Z,-60.14,-87.56,-7.69,8.93,25.21,5.33,18.48,3.63,100,2,27.31,13.74,28.29,10.09,90.88,72.1,1.52,3.24
NZE,7.85,-8.71,MOBILE,2025-06-14T01:28:26.746000Z,-59.11,-68.34,-7.18,17.85,22.82,15.56,17.88,2.83,100,1.02,,,,,,,,
NZE,7.8,-8.9,DRIVE_TEST,2025-06-19T05:19:45.288000Z,-65.16,-79.92,-8.34,12.37,17.15,9.55,28.62,0,100,1.22,22.74,16.1,23.49,13.33,96.27,94.27,3.79,1.61
NZE,7.84,-8.69,MOBILE,2025-04-01T17:11:41.919000Z,-59.72,-81.59,-6.45,16.73,20.15,8.54,28.44,5.62,97.49,1.29,,,,,,,,
NZE,7.8,-8.83,INTERNET,2025-06-29T15:22:02.511000Z,,,,,,,,,,,30.76,15.83,30.94,17.99,111.14,,,
NZE,7.62,-8.96,MOBILE,2025-05-06T06:47:58.131000Z,-58.96,-73.39,-3.01,14.25,21.29,14.41,23.41,0,100,0.46,,,,,,,,
NZE,7.62,-8.74,DRIVE_TEST,2025-04-16T10:02:30.102000Z,-51.21,-76.21,-10.88,18.69,13.85,14.19,24.14,0,100,2.83,15.68,14.56,20.58,8.28,53.72,83.75,1.82,0.61
NZE,7.77,-8.84,MOBILE,2025-06-01T20:56:46.511000Z,-86.2,-103.68,-11.32,-1.26,3.22,0.34,158.74,21.84,13.77,16.1,,,,,,,,
