operateur,region,regionNom,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
ORANGE,KDG,Kissidougou,8.885289,-10.282148,MOBILE,2025-06-08T00:48:38.000Z,-38.9,-59.5,-3.0,12.4,12.7,5.1,23.0,3.8,65.3,1.6,,,,,,52.0,2.18,,Drive Test Kissidougou 2025-Q2
ORANGE,ZKR,N'Zérékoré,7.824339,-8.967337,MOBILE,2025-05-15T13:24:57.000Z,-82.5,-100.6,-19.5,-2.4,,,889.3,113.3,28.3,64.3,0.13,0.17,1533.6,733.0,1950.4,11.0,47.84,26.66,Drive Test N'Zérékoré 2025-Q2
ORANGE,KDG,Kissidougou,9.202883,-10.101757,MOBILE,2025-04-18T11:25:09.000Z,-38.9,-49.0,-6.2,9.9,12.0,6.6,22.1,3.5,65.0,2.5,,,,,,52.0,2.25,,Drive Test Kissidougou 2025-Q2
ORANGE,MMU,Mamou,10.73406,-12.215067,INTERNET,2025-06-26T02:34:22.000Z,-53.7,-75.1,-7.9,8.6,19.5,13.8,25.0,5.3,79.7,2.7,36.71,11.57,23.3,26.7,50.1,71.0,2.5,0.74,Drive Test Mamou 2025-Q2
ORANGE,LBE,Labé,11.42275,-12.354243,MOBILE,2025-04-05T03:02:23.000Z,-50.0,-75.4,-7.2,9.7,15.2,8.8,21.0,3.0,81.9,2.9,,,,,,73.0,2.95,,Drive Test Labé 2025-Q2
ORANGE,CYA,Coyah,9.784347,-13.461961,MOBILE,2025-06-30T07:46:29.000Z,-57.4,-77.3,-3.8,7.4,16.2,7.9,27.7,4.7,80.7,2.7,,,,,,62.0,1.77,,Drive Test Coyah 2025-Q2
ORANGE,LBE,Labé,11.297714,-12.278217,INTERNET,2025-04-17T22:00:52.000Z,-86.4,-111.9,-16.7,-2.6,,,167.7,43.7,11.8,41.0,0.21,0.14,1594.2,392.5,1483.4,12.0,43.41,12.78,Drive Test Labé 2025-Q2
ORANGE,LBE,Labé,11.216304,-12.303958,MOBILE,2025-06-19T10:48:59.000Z,-61.6,-72.3,-5.2,11.8,15.1,8.2,21.7,4.6,80.8,3.2,,,,,,63.0,2.22,,Drive Test Labé 2025-Q2
ORANGE,LBE,Labé,11.249744,-12.171582,MOBILE,2025-06-11T17:27:20.000Z,-51.4,-74.5,-4.2,11.1,15.6,7.1,25.8,4.8,79.8,2.5,,,,,,74.0,2.15,,Drive Test Labé 2025-Q2
ORANGE,CON,Conakry,9.447512,-13.641432,MOBILE,2025-06-14T19:41:07.000Z,-74.3,-97.4,-9.5,12.3,18.9,11.2,35.4,5.2,99.6,3.0,,,,,,80.0,3.2,,Drive Test Conakry 2025-Q2
ORANGE,LBE,Labé,11.255311,-12.053087,MOBILE,2025-06-08T21:16:58.000Z,-52.0,-73.4,-7.3,15.3,18.0,8.5,29.2,5.1,78.0,2.3,,,,,,69.0,2.06,,Drive Test Labé 2025-Q2
ORANGE,KKA,Kankan,10.233251,-9.154501,INTERNET,2025-05-28T04:05:26.000Z,-49.4,-66.8,-6.1,17.2,26.3,11.2,29.0,3.1,77.9,3.0,31.69,16.51,26.5,33.1,49.3,66.0,1.63,0.51,Drive Test Kankan 2025-Q2
ORANGE,BLA,Beyla,8.811981,-8.497345,MOBILE,2025-04-02T21:04:45.000Z,-38.9,-50.6,-7.8,13.8,10.9,7.1,17.0,3.6,61.5,1.9,,,,,,54.0,1.72,,Drive Test Beyla 2025-Q2
ORANGE,KKA,Kankan,10.254885,-9.288325,MOBILE,2025-05-20T17:07:06.000Z,-55.0,-79.6,-8.3,12.0,13.4,9.2,30.3,3.6,82.3,2.8,,,,,,72.0,2.8,,Drive Test Kankan 2025-Q2
ORANGE,KDG,Kissidougou,9.420586,-10.237733,MOBILE,2025-04-07T07:14:13.000Z,-43.5,-55.6,-5.5,8.4,14.3,5.3,20.0,4.1,61.7,1.9,,,,,,54.0,1.69,,Drive Test Kissidougou 2025-Q2
ORANGE,BKE,Boké,11.051535,-14.225153,INTERNET,2025-05-13T03:48:46.000Z,-45.8,-55.4,-5.1,6.5,20.0,7.2,24.7,3.1,61.7,2.8,27.02,13.33,14.8,24.4,31.4,56.0,2.08,0.62,Drive Test Boké 2025-Q2
ORANGE,ZKR,N'Zérékoré,7.692942,-8.645619,MOBILE,2025-06-26T00:55:21.000Z,-54.2,-76.5,-3.9,13.9,18.9,7.3,29.1,4.0,80.2,3.0,,,,,,63.0,2.13,,Drive Test N'Zérékoré 2025-Q2
ORANGE,CON,Conakry,9.412607,-13.791347,MOBILE,2025-06-20T16:59:26.000Z,-65.6,-79.6,-9.4,14.4,21.1,8.4,27.2,4.4,98.6,4.0,,,,,,90.0,2.22,,Drive Test Conakry 2025-Q2
ORANGE,KIN,Kindia,9.918909,-12.792258,MOBILE,2025-04-05T23:42:37.000Z,-76.7,-107.1,-17.4,-6.3,,,199.0,109.0,13.7,51.5,0.1,0.07,1831.5,428.6,1466.1,8.0,47.99,32.89,Drive Test Kindia 2025-Q2
ORANGE,DLB,Dalaba,10.878848,-12.07694,INTERNET,2025-04-25T20:06:23.000Z,-37.0,-51.3,-3.0,5.5,20.5,7.7,22.7,2.6,64.3,2.3,31.4,10.82,20.2,25.6,45.3,49.0,1.74,0.65,Drive Test Dalaba 2025-Q2
ORANGE,CON,Conakry,9.510147,-13.795183,MOBILE,2025-04-02T13:16:50.000Z,-74.6,-85.3,-6.2,11.9,17.5,10.3,36.0,6.4,100.0,2.9,,,,,,88.0,3.22,,Drive Test Conakry 2025-Q2
ORANGE,CON,Conakry,9.514208,-13.715018,MOBILE,2025-05-15T17:08:30.000Z,-60.7,-97.9,-10.2,11.1,22.8,11.0,34.7,6.0,98.0,4.3,,,,,,75.0,2.25,,Drive Test Conakry 2025-Q2
ORANGE,KDG,Kissidougou,8.959904,-9.683004,MOBILE,2025-05-18T19:15:47.000Z,-38.5,-55.6,-6.5,8.0,11.9,6.0,19.8,2.5,63.8,1.7,,,,,,57.0,2.53,,Drive Test Kissidougou 2025-Q2
ORANGE,CYA,Coyah,9.761731,-13.580945,INTERNET,2025-06-18T07:31:21.000Z,-61.3,-65.3,-6.1,11.1,22.1,10.3,21.1,4.4,79.0,3.0,35.49,14.36,25.6,24.3,54.5,70.0,1.95,0.73,Drive Test Coyah 2025-Q2
ORANGE,ZKR,N'Zérékoré,7.730154,-8.672336,INTERNET,2025-04-04T14:06:43.000Z,-63.6,-79.0,-3.6,15.5,20.9,11.6,30.4,4.4,79.6,3.2,38.34,15.68,24.4,33.6,46.6,66.0,2.23,0.76,Drive Test N'Zérékoré 2025-Q2
ORANGE,KKA,Kankan,10.395997,-9.250153,MOBILE,2025-04-11T00:10:12.000Z,-62.1,-81.5,-5.2,15.0,14.5,9.3,25.9,5.0,81.0,3.2,,,,,,72.0,2.82,,Drive Test Kankan 2025-Q2
ORANGE,CON,Conakry,9.499275,-13.835269,INTERNET,2025-04-28T22:38:25.000Z,-70.8,-87.3,-8.3,18.6,26.0,13.4,31.7,5.7,95.5,3.1,46.93,14.05,32.3,40.2,67.2,82.0,2.06,0.58,Drive Test Conakry 2025-Q2
ORANGE,BLA,Beyla,8.773281,-8.38738,INTERNET,2025-04-24T11:32:30.000Z,-40.5,-60.4,-5.3,12.7,17.0,9.3,22.6,2.3,62.3,2.6,27.19,9.73,21.2,26.8,46.7,49.0,1.18,0.51,Drive Test Beyla 2025-Q2
ORANGE,BKE,Boké,11.240736,-14.398715,MOBILE,2025-04-15T22:16:33.000Z,-51.2,-54.4,-4.0,6.5,13.3,6.7,19.5,3.5,62.0,2.3,,,,,,53.0,2.19,,Drive Test Boké 2025-Q2
ORANGE,LBE,Labé,11.295913,-12.315376,MOBILE,2025-04-23T02:41:28.000Z,-60.9,-72.6,-9.2,14.3,14.6,7.2,26.0,3.5,80.1,2.5,,,,,,63.0,1.76,,Drive Test Labé 2025-Q2
ORANGE,CON,Conakry,9.558402,-13.771575,INTERNET,2025-06-02T16:26:12.000Z,-63.4,-82.1,-10.0,10.8,31.3,10.8,27.2,6.1,97.1,4.2,46.08,21.04,30.4,32.6,59.5,75.0,2.6,0.74,Drive Test Conakry 2025-Q2
ORANGE,ZKR,N'Zérékoré,7.667123,-8.78977,INTERNET,2025-05-15T12:30:34.000Z,-63.0,-77.3,-7.2,14.9,21.2,12.9,27.8,3.2,80.4,2.1,33.13,11.72,23.3,33.8,57.4,74.0,2.53,0.66,Drive Test N'Zérékoré 2025-Q2
ORANGE,ZKR,N'Zérékoré,7.748081,-8.82402,MOBILE,2025-05-22T15:35:01.000Z,-58.1,-73.8,-4.1,9.4,13.8,8.1,27.0,5.2,80.5,3.1,,,,,,66.0,2.1,,Drive Test N'Zérékoré 2025-Q2
ORANGE,KIN,Kindia,9.994116,-12.980674,INTERNET,2025-04-13T02:28:24.000Z,-55.0,-80.1,-6.6,12.4,26.0,9.7,21.2,3.4,78.6,2.6,35.62,15.92,24.3,21.8,42.1,66.0,1.78,0.42,Drive Test Kindia 2025-Q2
ORANGE,MMU,Mamou,10.522732,-12.090694,MOBILE,2025-06-01T12:27:35.000Z,-58.6,-63.9,-9.2,12.7,18.5,8.4,28.9,2.9,80.9,3.2,,,,,,66.0,3.08,,Drive Test Mamou 2025-Q2
ORANGE,MMU,Mamou,10.556166,-12.019585,MOBILE,2025-05-30T22:50:54.000Z,-60.3,-63.3,-9.0,10.4,18.0,7.4,25.1,5.0,81.0,2.6,,,,,,72.0,3.11,,Drive Test Mamou 2025-Q2
ORANGE,ZKR,N'Zérékoré,7.784408,-8.717183,MOBILE,2025-04-02T05:43:31.000Z,-53.2,-67.7,-8.6,8.0,13.6,7.6,30.1,4.4,78.6,3.3,,,,,,65.0,3.18,,Drive Test N'Zérékoré 2025-Q2
ORANGE,FRN,Faranah,10.052903,-10.771884,MOBILE,2025-06-11T17:37:58.000Z,-88.0,-110.7,-17.3,-8.8,,,427.2,51.9,11.1,39.2,0.46,0.17,1707.4,367.7,306.6,3.0,47.02,17.47,Drive Test Faranah 2025-Q2
ORANGE,KKA,Kankan,10.371956,-9.462234,MOBILE,2025-04-27T07:05:28.000Z,-78.7,-97.7,-19.0,-6.8,,,734.8,59.2,34.4,45.9,0.04,0.04,772.9,583.2,1503.0,4.0,29.92,27.27,Drive Test Kankan 2025-Q2
ORANGE,ZKR,N'Zérékoré,7.543314,-8.875176,MOBILE,2025-05-28T09:54:30.000Z,-63.1,-68.0,-6.9,16.1,16.4,7.0,25.0,5.2,78.3,2.9,,,,,,62.0,1.83,,Drive Test N'Zérékoré 2025-Q2
ORANGE,LBE,Labé,11.326534,-12.28277,MOBILE,2025-04-23T10:55:42.000Z,-59.8,-69.5,-4.2,11.8,17.8,10.0,22.5,3.3,79.7,2.3,,,,,,74.0,2.27,,Drive Test Labé 2025-Q2
ORANGE,GKD,Guéckédou,8.559746,-10.131911,INTERNET,2025-05-19T08:01:23.000Z,-43.8,-47.7,-3.3,10.4,16.0,10.9,21.9,3.0,63.8,2.4,25.83,13.38,19.5,19.9,45.3,53.0,1.76,0.44,Drive Test Guéckédou 2025-Q2
ORANGE,KDG,Kissidougou,9.095423,-9.905753,MOBILE,2025-05-29T02:10:59.000Z,-44.9,-47.5,-5.0,11.1,11.5,7.0,23.0,2.5,62.5,2.5,,,,,,58.0,1.54,,Drive Test Kissidougou 2025-Q2
ORANGE,BKE,Boké,11.285792,-14.292344,INTERNET,2025-04-28T08:26:44.000Z,-38.1,-47.7,-3.3,5.9,21.4,9.7,22.3,3.2,64.4,1.8,31.8,10.54,18.7,27.1,42.8,57.0,2.1,0.71,Drive Test Boké 2025-Q2
ORANGE,MMU,Mamou,10.746363,-12.06409,INTERNET,2025-06-02T12:10:52.000Z,-87.5,-110.2,-17.1,-3.6,,,561.3,56.6,16.2,45.5,0.25,0.1,1933.1,176.2,492.6,11.0,52.27,26.77,Drive Test Mamou 2025-Q2
ORANGE,LBE,Labé,11.394379,-12.326014,MOBILE,2025-06-23T01:33:13.000Z,-51.8,-64.4,-6.4,16.0,16.4,7.0,28.2,5.3,81.7,2.4,,,,,,66.0,2.93,,Drive Test Labé 2025-Q2
ORANGE,MMU,Mamou,10.527836,-12.294808,MOBILE,2025-05-18T09:50:49.000Z,-54.5,-62.2,-7.5,12.4,19.2,8.5,27.9,2.9,79.6,2.1,,,,,,68.0,2.27,,Drive Test Mamou 2025-Q2
ORANGE,MMU,Mamou,10.290522,-12.054677,MOBILE,2025-04-12T03:08:20.000Z,-61.8,-76.8,-7.0,10.6,13.3,8.2,22.1,5.3,82.2,3.4,,,,,,70.0,2.5,,Drive Test Mamou 2025-Q2
ORANGE,DLB,Dalaba,10.964739,-12.524851,MOBILE,2025-04-22T10:21:58.000Z,-36.8,-62.9,-7.3,10.0,15.2,7.3,18.8,3.1,63.8,1.8,,,,,,55.0,1.53,,Drive Test Dalaba 2025-Q2
ORANGE,KIN,Kindia,9.979515,-12.860136,INTERNET,2025-05-20T06:44:58.000Z,-78.7,-98.2,-18.4,-9.2,,,393.4,61.7,3.7,78.9,0.19,0.04,239.4,216.9,1512.7,13.0,39.86,19.96,Drive Test Kindia 2025-Q2
ORANGE,CON,Conakry,9.524368,-13.752894,MOBILE,2025-04-08T21:30:48.000Z,-76.2,-105.0,-17.0,-9.2,,,300.0,75.2,10.3,44.9,0.4,0.19,1040.0,647.2,789.0,2.0,21.87,28.4,Drive Test Conakry 2025-Q2
ORANGE,KIN,Kindia,10.065198,-12.651231,INTERNET,2025-04-01T19:58:21.000Z,-58.7,-73.1,-5.8,9.8,19.2,11.2,30.2,3.5,78.7,3.3,30.47,13.07,22.8,23.5,39.6,68.0,1.67,0.92,Drive Test Kindia 2025-Q2
ORANGE,DLB,Dalaba,10.642655,-12.229921,INTERNET,2025-06-30T04:54:23.000Z,-40.8,-56.9,-3.0,6.2,14.8,7.8,23.4,3.8,62.8,2.8,30.45,10.42,16.2,27.9,39.5,57.0,1.97,0.63,Drive Test Dalaba 2025-Q2
ORANGE,BKE,Boké,11.380959,-14.191953,INTERNET,2025-05-04T07:56:00.000Z,-49.6,-62.7,-3.0,6.1,16.5,9.9,19.2,3.3,64.5,2.9,26.78,11.36,17.1,27.4,41.8,53.0,1.18,0.6,Drive Test Boké 2025-Q2
ORANGE,FRN,Faranah,10.350662,-10.830383,MOBILE,2025-04-15T06:00:47.000Z,-40.1,-62.2,-4.8,5.3,14.0,4.8,24.5,3.2,65.0,2.4,,,,,,50.0,1.42,,Drive Test Faranah 2025-Q2
ORANGE,CON,Conakry,9.516087,-13.650869,MOBILE,2025-06-23T05:41:39.000Z,-73.1,-94.0,-10.2,16.8,17.0,11.5,28.5,4.3,97.5,3.5,,,,,,87.0,3.5,,Drive Test Conakry 2025-Q2
ORANGE,DLB,Dalaba,10.872305,-12.25536,MOBILE,2025-06-06T14:33:58.000Z,-51.7,-52.6,-4.2,14.0,14.3,6.7,22.1,3.0,63.0,1.8,,,,,,57.0,1.88,,Drive Test Dalaba 2025-Q2
ORANGE,CON,Conakry,9.387282,-13.728457,MOBILE,2025-05-16T02:17:24.000Z,-74.6,-89.0,-7.6,12.7,21.1,7.4,35.1,5.9,96.9,4.5,,,,,,78.0,2.99,,Drive Test Conakry 2025-Q2
ORANGE,KKA,Kankan,10.327176,-9.224208,INTERNET,2025-05-31T23:06:59.000Z,-49.9,-80.2,-7.9,17.1,24.4,14.0,29.7,3.9,79.7,3.2,40.1,13.59,27.5,23.4,51.0,72.0,1.91,0.86,Drive Test Kankan 2025-Q2
ORANGE,BKE,Boké,11.106412,-14.316838,MOBILE,2025-05-05T08:46:19.000Z,-92.1,-112.6,-17.4,-7.2,,,451.5,49.5,0.2,53.6,0.06,0.05,1197.9,170.2,1585.1,9.0,34.57,10.56,Drive Test Boké 2025-Q2
ORANGE,SGR,Siguiri,11.238058,-9.278188,MOBILE,2025-06-24T12:01:09.000Z,-44.9,-54.1,-7.6,14.3,11.1,7.5,21.7,4.0,63.0,2.3,,,,,,51.0,2.03,,Drive Test Siguiri 2025-Q2
ORANGE,CYA,Coyah,9.808117,-13.616817,INTERNET,2025-06-12T19:50:37.000Z,-88.8,-108.9,-16.6,-8.1,,,479.0,107.1,32.7,63.4,0.23,0.03,1081.1,427.8,300.2,0.0,44.01,18.48,Drive Test Coyah 2025-Q2
ORANGE,ZKR,N'Zérékoré,7.707585,-8.806213,INTERNET,2025-04-18T17:38:03.000Z,-92.2,-99.6,-16.0,-4.8,,,262.9,60.9,7.3,63.6,0.39,0.01,1239.2,700.0,768.4,5.0,53.69,22.84,Drive Test N'Zérékoré 2025-Q2
ORANGE,CON,Conakry,9.54316,-13.719923,MOBILE,2025-06-20T05:21:26.000Z,-74.7,-80.2,-8.7,17.1,16.0,9.7,37.0,4.9,98.5,3.1,,,,,,78.0,2.64,,Drive Test Conakry 2025-Q2
ORANGE,ZKR,N'Zérékoré,7.740199,-8.780987,MOBILE,2025-06-30T03:14:58.000Z,-54.5,-72.6,-6.2,14.8,16.2,7.7,25.2,3.9,78.7,3.5,,,,,,67.0,3.17,,Drive Test N'Zérékoré 2025-Q2
ORANGE,FRN,Faranah,9.999556,-11.021886,MOBILE,2025-06-22T03:19:24.000Z,-41.0,-54.2,-6.8,8.3,14.0,7.3,17.4,3.2,64.4,1.6,,,,,,53.0,2.28,,Drive Test Faranah 2025-Q2
ORANGE,DLB,Dalaba,10.682614,-12.231893,MOBILE,2025-06-14T04:55:46.000Z,-80.2,-99.8,-16.7,-5.6,,,588.7,79.9,5.3,39.5,0.35,0.06,914.5,371.4,725.5,14.0,31.92,10.48,Drive Test Dalaba 2025-Q2
ORANGE,LBE,Labé,11.189003,-12.229556,MOBILE,2025-06-18T16:25:04.000Z,-62.8,-81.9,-9.2,13.1,16.0,8.8,29.6,3.9,79.6,3.1,,,,,,73.0,2.04,,Drive Test Labé 2025-Q2
ORANGE,LBE,Labé,11.29091,-12.301,INTERNET,2025-05-16T09:39:15.000Z,-49.9,-76.8,-8.4,10.1,23.9,11.5,27.7,3.5,77.6,2.6,31.74,16.72,21.9,35.1,42.0,74.0,1.5,0.55,Drive Test Labé 2025-Q2
ORANGE,KDR,Koundara,12.45364,-13.111657,MOBILE,2025-05-20T14:54:31.000Z,-41.8,-49.8,-3.0,10.6,12.2,6.4,18.2,4.0,65.1,1.7,,,,,,49.0,2.19,,Drive Test Koundara 2025-Q2
ORANGE,KKA,Kankan,10.427063,-9.34314,MOBILE,2025-05-04T17:34:53.000Z,-92.7,-101.5,-17.9,-9.4,,,275.0,34.8,16.7,63.1,0.47,0.17,1275.2,222.8,777.1,7.0,46.2,19.46,Drive Test Kankan 2025-Q2
ORANGE,BLA,Beyla,8.489626,-8.713265,MOBILE,2025-05-05T05:54:37.000Z,-52.0,-49.4,-5.3,6.7,14.2,4.9,16.7,3.0,62.4,2.1,,,,,,56.0,1.75,,Drive Test Beyla 2025-Q2
ORANGE,BLA,Beyla,9.079765,-8.051656,MOBILE,2025-06-30T14:21:31.000Z,-89.9,-106.5,-17.2,-9.7,,,491.4,94.6,32.8,74.8,0.14,0.02,1758.0,375.0,1851.5,2.0,17.0,11.12,Drive Test Beyla 2025-Q2
ORANGE,FRN,Faranah,10.097435,-10.782579,MOBILE,2025-04-21T06:06:48.000Z,-43.8,-55.9,-4.2,10.8,15.1,4.9,22.2,4.2,62.6,2.4,,,,,,58.0,2.31,,Drive Test Faranah 2025-Q2
ORANGE,LBE,Labé,11.256307,-12.208483,MOBILE,2025-06-10T00:55:47.000Z,-57.4,-78.3,-4.2,8.8,12.9,9.0,26.8,3.3,78.2,2.8,,,,,,64.0,2.13,,Drive Test Labé 2025-Q2
ORANGE,CYA,Coyah,9.941224,-13.26348,INTERNET,2025-06-04T07:00:51.000Z,-83.9,-103.6,-19.3,-11.9,,,255.5,118.8,31.2,79.1,0.07,0.17,1964.3,330.3,740.6,0.0,44.43,11.76,Drive Test Coyah 2025-Q2
ORANGE,CYA,Coyah,9.644625,-13.463025,MOBILE,2025-05-02T23:42:47.000Z,-52.5,-76.9,-6.0,11.6,13.9,9.0,23.1,3.7,82.0,2.3,,,,,,74.0,3.07,,Drive Test Coyah 2025-Q2
ORANGE,SGR,Siguiri,11.477502,-8.808522,MOBILE,2025-05-16T12:46:13.000Z,-50.4,-56.1,-3.2,8.0,10.2,7.4,20.5,3.0,62.4,2.4,,,,,,49.0,1.62,,Drive Test Siguiri 2025-Q2
ORANGE,KDR,Koundara,12.555157,-13.148149,MOBILE,2025-04-22T12:41:54.000Z,-47.9,-57.6,-5.9,8.4,13.2,7.0,17.5,3.0,62.7,2.7,,,,,,55.0,1.46,,Drive Test Koundara 2025-Q2
ORANGE,ZKR,N'Zérékoré,7.735662,-8.894418,MOBILE,2025-05-15T21:02:11.000Z,-48.7,-69.6,-4.5,9.4,13.7,6.2,29.0,4.1,81.6,2.7,,,,,,72.0,3.06,,Drive Test N'Zérékoré 2025-Q2
ORANGE,MLI,Mali,12.17276,-11.683777,INTERNET,2025-05-01T00:24:25.000Z,-40.8,-53.3,-5.7,10.5,18.2,7.5,23.8,3.1,63.0,1.9,24.84,10.13,18.6,28.4,34.3,50.0,1.85,0.43,Drive Test Mali 2025-Q2
ORANGE,ZKR,N'Zérékoré,7.934547,-8.799171,MOBILE,2025-04-29T09:00:18.000Z,-49.0,-77.7,-7.5,15.1,19.2,6.9,24.9,4.6,80.6,2.8,,,,,,71.0,2.59,,Drive Test N'Zérékoré 2025-Q2
ORANGE,ZKR,N'Zérékoré,7.740176,-8.894252,MOBILE,2025-04-21T10:29:31.000Z,-59.2,-78.3,-4.2,14.8,17.0,10.0,24.1,4.9,81.1,3.5,,,,,,67.0,2.95,,Drive Test N'Zérékoré 2025-Q2
ORANGE,KKA,Kankan,10.473755,-9.121503,MOBILE,2025-04-26T18:06:29.000Z,-50.7,-81.7,-7.2,8.6,14.9,6.1,26.9,3.1,81.7,3.0,,,,,,70.0,2.93,,Drive Test Kankan 2025-Q2
ORANGE,KKA,Kankan,10.236239,-9.29577,MOBILE,2025-05-04T12:54:34.000Z,-83.3,-105.2,-18.2,-9.8,,,806.7,75.8,22.8,47.1,0.32,0.04,260.1,470.3,1513.8,7.0,49.86,10.5,Drive Test Kankan 2025-Q2
ORANGE,BLA,Beyla,8.999153,-8.022492,INTERNET,2025-04-07T11:04:04.000Z,-42.5,-56.1,-4.4,13.1,15.6,6.8,22.1,2.4,62.8,1.9,22.52,11.01,18.6,20.5,39.9,55.0,1.77,0.43,Drive Test Beyla 2025-Q2
ORANGE,KDR,Koundara,11.934243,-13.152348,INTERNET,2025-05-21T07:52:26.000Z,-86.9,-101.9,-18.9,-2.6,,,692.9,46.7,25.0,45.1,0.27,0.15,505.4,127.3,1919.6,9.0,20.83,35.99,Drive Test Koundara 2025-Q2
ORANGE,KKA,Kankan,10.371931,-9.157928,INTERNET,2025-06-08T15:32:25.000Z,-54.1,-80.4,-6.5,16.2,22.8,10.4,31.4,4.8,80.8,2.5,39.12,16.76,22.8,35.5,53.5,62.0,1.84,0.41,Drive Test Kankan 2025-Q2
ORANGE,MMU,Mamou,10.542701,-12.207079,MOBILE,2025-04-11T04:17:36.000Z,-54.9,-67.6,-6.2,9.3,15.4,8.2,27.0,4.1,79.7,3.0,,,,,,70.0,1.85,,Drive Test Mamou 2025-Q2
ORANGE,CYA,Coyah,9.719936,-13.39782,MOBILE,2025-05-15T06:15:25.000Z,-56.5,-67.1,-7.4,7.9,16.7,6.1,31.0,3.0,80.8,2.9,,,,,,66.0,2.64,,Drive Test Coyah 2025-Q2
ORANGE,ZKR,N'Zérékoré,7.616522,-8.728601,MOBILE,2025-06-25T21:10:29.000Z,-49.2,-73.1,-8.1,16.8,19.2,7.5,23.4,4.1,81.1,2.5,,,,,,69.0,2.08,,Drive Test N'Zérékoré 2025-Q2
ORANGE,SGR,Siguiri,11.657074,-8.885383,MOBILE,2025-04-12T23:59:35.000Z,-89.6,-105.7,-16.7,-2.1,,,412.9,129.3,6.3,45.1,0.4,0.13,276.9,147.5,1139.3,1.0,54.71,14.1,Drive Test Siguiri 2025-Q2
ORANGE,ZKR,N'Zérékoré,7.800626,-8.940479,INTERNET,2025-06-19T22:02:21.000Z,-56.2,-75.6,-5.7,17.3,25.2,13.3,28.7,2.9,80.7,2.8,37.25,13.19,27.2,30.4,48.2,67.0,2.57,0.51,Drive Test N'Zérékoré 2025-Q2
ORANGE,LBE,Labé,11.076416,-12.291067,MOBILE,2025-04-18T22:36:46.000Z,-61.6,-79.7,-5.9,9.1,15.9,8.1,27.9,3.8,80.9,2.7,,,,,,64.0,2.3,,Drive Test Labé 2025-Q2
