regionCode,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering
MLI,12.03,-12.31,DRIVE_TEST,2025-02-17T11:57:12.934000Z,-78.34,-87.12,-4.94,8.68,11.03,6.42,41.72,4.5,77.25,2.29,12.21,5.09,41.37,30.23,101.68,66.1,4.97,1.99
MLI,11.85,-12.18,INTERNET,2025-01-16T02:06:25.505000Z,,,,,,,,,,,20.83,11.11,35.31,16.31,156.54,,,
MLI,11.99,-12.27,INTERNET,2025-02-06T11:55:32.449000Z,,,,,,,,,,,17.46,7.56,51.14,29.12,196.04,,,
MLI,12.02,-12.22,DRIVE_TEST,2025-02-26T14:14:18.043000Z,-85.31,-82.2,-10.3,14.83,19.56,7.18,34.05,3.54,75.25,2.3,17.38,6.51,30.8,23.3,173.44,66.49,3.73,0.47
MLI,11.85,-12.3,INTERNET,2025-03-03T20:46:21.712000Z,,,,,,,,,,,18.16,9.61,52.78,17.25,187.32,,,
DLB,10.84,-12.2,DRIVE_TEST,2025-03-19T13:37:52.639000Z,-74.17,-79.53,-8.28,6.34,13.88,4.69,38.9,13.77,77.74,3.09,18.22,7.22,48.32,41.94,161.38,61.7,4.02,0.8
DLB,10.89,-12.32,MOBILE,2025-01-24T01:08:21.795000Z,-81.83,-76.84,-7,6.74,12.7,5.45,46.81,6.44,62.98,3.01,,,,,,,,
DLB,10.88,-12.23,INTERNET,2025-01-03T13:30:42.354000Z,,,,,,,,,,,14.49,8.46,42.6,19.75,159.29,,,
DLB,10.87,-12.11,INTERNET,2025-03-09T06:40:59.288000Z,,,,,,,,,,,13.73,8.48,45.93,39.39,167.11,,,
DLB,10.95,-12.21,INTERNET,2025-03-07T14:02:32.502000Z,,,,,,,,,,,17.17,10.32,43.56,13.26,206.56,,,
DLB,11.11,-12.14,MOBILE,2025-03-28T00:09:52.153000Z,-63.78,-77.1,-9.39,14.38,14.25,10.25,41.73,0.08,83.64,5.09,,,,,,,,
DLB,10.89,-12.17,DRIVE_TEST,2025-02-10T15:06:47.181000Z,-82.36,-84.88,-9.99,10.29,12.72,9.27,29,5.36,62.47,4.6,10.81,5.82,56.31,28.51,167.07,47.33,6.11,3.37
MAM,10.44,-12.03,MOBILE,2025-03-08T15:35:06.749000Z,-62.59,-78.7,-6.35,12.87,18.9,12.05,21.22,4.84,93.65,0,,,,,,,,
MAM,10.52,-12.06,MOBILE,2025-02-22T03:49:39.139000Z,-57.33,-75.08,-7.59,19.88,16.62,10.51,12.38,1.31,100,2.25,,,,,,,,
MAM,10.53,-11.96,INTERNET,2025-03-11T21:04:32.594000Z,,,,,,,,,,,33.37,11.38,25.41,7.57,132.03,,,
MAM,10.42,-12.09,DRIVE_TEST,2025-01-23T13:13:54.872000Z,-59.76,-75.92,-4.49,18.63,28.44,13.67,16.79,0,100,4.39,28.75,14.86,8.1,11.1,107.7,93.77,1.03,3.33
MAM,10.51,-12.03,DRIVE_TEST,2025-02-10T22:10:45.989000Z,-58.08,-69.98,-5.02,18.75,20.87,9.62,26.48,0.18,100,3.94,22.91,15.97,26.95,8.43,74.14,91.93,1.7,0
MAM,10.52,-11.94,DRIVE_TEST,2025-01-09T14:43:37.400000Z,-60.58,-77.27,-7.18,18.32,22.37,11.21,11.5,5.93,100,0,27.21,16.99,40.86,22.24,99.25,86.4,2.69,2.94
MAM,10.39,-12.03,DRIVE_TEST,2025-03-21T19:05:10.443000Z,-63.23,-65.64,-5.71,14.58,20.16,10.6,14.36,0.21,100,0,22.86,17.29,25.66,18.68,103.92,100,2.13,4.49
FAR,9.94,-10.66,DRIVE_TEST,2025-01-30T19:34:58.576000Z,-73.15,-90.22,-9.41,10.08,16.47,4.72,21.71,3.54,62.09,4.99,17.09,3.71,55.49,43.99,247.16,59.71,4.42,0.59
FAR,10.13,-10.83,MOBILE,2025-01-23T10:41:31.093000Z,-85.27,-81.4,-7.69,8.57,11.54,5.31,24.33,14.24,57.5,5.97,,,,,,,,
FAR,10.04,-10.87,MOBILE,2025-01-17T07:51:55.346000Z,-79.4,-77.55,-9.2,7.81,12.84,7.72,39.45,9.39,65.29,3.69,,,,,,,,
FAR,9.92,-10.61,DRIVE_TEST,2025-01-29T20:59:58.637000Z,-71.74,-89.64,-8.07,13.07,14.01,4.79,47.51,11.11,67.39,6.43,15.12,6.77,51.85,29.55,169.37,55.96,4.74,2.16
FAR,10.01,-10.7,MOBILE,2025-02-03T08:18:35.921000Z,-70.51,-85.25,-9.62,8.68,14.51,7.77,52.47,3.77,60.8,5.78,,,,,,,,
FAR,10.12,-10.8,DRIVE_TEST,2025-02-26T05:46:00.759000Z,-67.28,-86.21,-9.56,8.94,13.46,8.16,49.06,0.14,62.37,6.32,19.06,6.02,28.21,30.1,149.46,43.81,2.91,1.49
FAR,9.89,-10.69,MOBILE,2025-02-17T14:51:38.376000Z,-69.46,-86.82,-8.21,9.36,13.77,8.61,54.74,1.96,58.1,4.2,,,,,,,,
KDG,9.05,-10.21,INTERNET,2025-03-16T07:22:48.806000Z,,,,,,,,,,,20.65,8.98,45.61,17.87,179.59,,,
KDG,9.13,-9.97,DRIVE_TEST,2025-01-28T20:21:23.372000Z,-64.83,-100.01,-12.26,9.51,5.5,8.51,53.84,3.37,64.41,1.06,15.96,8.52,43.05,24.98,205.97,43.26,2.3,0.77
KDG,9.33,-10.16,MOBILE,2025-02-03T10:13:23.009000Z,-83.9,-84.95,-11.44,6.17,10.59,1.08,91.56,17.46,34.3,8.86,,,,,,,,
KDG,9.15,-10.24,DRIVE_TEST,2025-01-10T11:26:24.227000Z,-75.71,-82.81,-11.98,7.75,12.73,8.17,28.94,8.35,74.1,3.84,15.05,8.5,15.46,18.28,163.17,52.57,3.67,1.88
KDG,9.23,-10.17,DRIVE_TEST,2025-03-22T13:03:51.497000Z,-76.91,-78.56,-8.22,14.27,14.36,4.6,44.82,1.36,56.93,8.52,18.54,7.89,53.89,23.58,182.72,47.66,3.08,0
KDG,9.13,-9.99,INTERNET,2025-03-17T16:20:11.328000Z,,,,,,,,,,,20.11,8.03,39.49,20.7,135.03,,,
KDG,9.27,-9.98,DRIVE_TEST,2025-03-24T15:58:35.289000Z,-65.79,-82.43,-4.74,10.79,16.72,6.28,32.37,10.57,59.87,1.2,10.93,6.74,40.38,21.2,151.96,51.61,4.17,0.91
KAN,10.51,-9.31,MOBILE,2025-02-21T07:58:42.021000Z,-58.59,-70.11,-5.55,15.28,15.62,10.38,29.05,1.93,100,0.1,,,,,,,,
KAN,10.34,-9.15,DRIVE_TEST,2025-03-17T06:58:37.505000Z,-56.32,-71.14,-6.28,18.72,25.38,12.09,24.47,2.07,100,0.54,25.75,12.07,25.65,8.77,93.86,70.53,0.53,0
KAN,10.34,-9.33,DRIVE_TEST,2025-03-21T22:11:33.778000Z,-54.01,-71.36,-3.02,11.33,21.01,15.5,15.97,6.11,100,0,30.11,13.08,25.88,18.13,40.68,81.25,0.99,1.27
KAN,10.33,-9.37,DRIVE_TEST,2025-02-11T11:29:25.517000Z,-63.04,-82.51,-5.51,21.02,28.15,12.1,23.25,1.31,100,0,23.53,16.65,36.27,7.62,137.02,100,1.74,0.2
KAN,10.35,-9.27,MOBILE,2025-01-27T01:57:36.625000Z,-58.02,-66.12,-4.22,15.57,20.04,13.47,35.79,3.29,100,4.99,,,,,,,,
KAN,10.52,-9.2,MOBILE,2025-01-01T19:44:25.300000Z,-61.89,-85.15,-7.96,14.97,21.06,16.24,29.29,4.44,100,2.53,,,,,,,,
KAN,10.36,-9.36,INTERNET,2025-03-27T07:24:41.895000Z,,,,,,,,,,,32.61,12.06,27.91,2.2,84.67,,,
KAN,10.45,-9.43,MOBILE,2025-01-18T04:27:26.167000Z,-52.66,-66.93,-3.64,19.68,22.71,7.84,29.99,6.22,100,2.81,,,,,,,,
SGR,11.32,-9.28,MOBILE,2025-02-16T10:43:01.996000Z,-74.59,-87.03,-6.6,8.98,13.42,7.33,37.08,9.14,58.45,2.97,,,,,,,,
SGR,11.45,-9.1,MOBILE,2025-03-26T02:32:10.467000Z,-75.54,-80,-5.11,10.43,13.63,5.08,31.03,7.08,57.77,4.47,,,,,,,,
SGR,11.37,-9.22,MOBILE,2025-02-25T05:28:44.840000Z,-69.66,-77.02,-8.43,13.05,13.3,6.79,28.95,5.57,72.25,3.32,,,,,,,,
SGR,11.53,-9.22,INTERNET,2025-02-17T13:24:12.188000Z,,,,,,,,,,,18.66,11.5,39.5,16.9,137.36,,,
SGR,11.43,-9.07,INTERNET,2025-03-22T20:15:24.137000Z,,,,,,,,,,,19.73,9.43,46.51,23.24,239.44,,,
SGR,11.28,-9.1,INTERNET,2025-03-20T01:14:05.678000Z,,,,,,,,,,,25.99,6.99,24.41,15.03,112.55,,,
SGR,11.49,-9.27,DRIVE_TEST,2025-02-18T20:54:09.173000Z,-77.72,-87.22,-9.56,13.26,11.52,6.77,47.33,5.27,66.09,3.32,20.82,6.2,37.53,20.58,152.91,61.18,3.09,2.08
SGR,11.43,-9.27,MOBILE,2025-03-20T15:31:02.538000Z,-74.12,-87.1,-9.2,10.91,12.98,7.05,31.28,5.22,87.5,3.72,,,,,,,,
GKD,8.7,-10.25,INTERNET,2025-02-04T06:37:33.198000Z,,,,,,,,,,,24.12,8.07,45.98,16.59,189.45,,,
GKD,8.59,-10.1,MOBILE,2025-02-17T03:26:45.234000Z,-73.64,-84.44,-12.01,9.84,12.44,5.57,37.43,5.01,56.99,3.63,,,,,,,,
GKD,8.7,-10.05,INTERNET,2025-02-08T20:58:11.351000Z,,,,,,,,,,,24.63,10.54,37.62,31.56,142.51,,,
GKD,8.67,-10.17,INTERNET,2025-02-04T18:10:46.718000Z,,,,,,,,,,,6.55,2.82,136.77,63.39,502.1,,,
GKD,8.67,-10.05,INTERNET,2025-02-15T00:16:02.006000Z,,,,,,,,,,,16.66,9.4,41.16,19.92,162.34,,,
GKD,8.58,-10.14,DRIVE_TEST,2025-02-22T04:55:05.513000Z,-66.75,-87.7,-10.37,12.22,10.58,9.39,45.53,5.46,72.23,4.81,11.43,7.65,44.53,17.5,138.43,48.65,4.58,0
GKD,8.45,-10.09,MOBILE,2025-01-15T12:33:26.908000Z,-73.74,-89.13,-7.78,6.25,16.29,8.45,35.36,9.52,75.06,1.58,,,,,,,,
GKD,8.48,-10.08,INTERNET,2025-02-26T04:42:39.498000Z,,,,,,,,,,,8.4,4.94,104.72,51.97,350.83,,,
BLA,8.61,-8.75,MOBILE,2025-03-13T00:31:36.099000Z,-68.16,-94.01,-6.94,10.46,17.19,9.37,48.71,2.5,70.97,5.51,,,,,,,,
BLA,8.82,-8.5,INTERNET,2025-02-08T02:00:41.929000Z,,,,,,,,,,,15.06,5.19,38.76,29.96,199.87,,,
BLA,8.62,-8.58,INTERNET,2025-03-28T21:33:21.176000Z,,,,,,,,,,,10.26,11.57,49.81,47.31,161.28,,,
BLA,8.53,-8.53,INTERNET,2025-01-31T02:41:30.044000Z,,,,,,,,,,,13.63,10.84,53.96,18.14,199.54,,,
BLA,8.56,-8.63,DRIVE_TEST,2025-01-25T17:43:32.770000Z,-85.4,-72.3,-9.42,6.69,9.2,3.37,46.08,3.75,64.42,3.59,20.72,11.26,48.85,20.54,156.52,41.17,2.57,3.95
BLA,8.77,-8.63,DRIVE_TEST,2025-01-19T12:00:51.483000Z,-71.86,-75.56,-8.97,7.12,16.6,8.11,27.74,3.15,83.87,4.65,23.49,10.94,37.47,34.67,166.83,43.85,4.35,1.17
NZE,7.71,-8.69,DRIVE_TEST,2025-01-10T16:33:25.928000Z,-67.29,-87.17,-6.23,19.57,21.45,11.93,39.2,3.57,100,1.42,20.51,15.91,34.53,23.05,92.58,90.29,2.11,2.47
NZE,7.78,-8.88,MOBILE,2025-02-01T15:30:57.722000Z,-63.49,-72.63,-4.99,16.98,18.84,11.42,16.57,4.23,100,2.86,,,,,,,,
NZE,7.73,-8.82,INTERNET,2025-03-04T12:41:08.308000Z,,,,,,,,,,,21.55,15.58,27.62,16.17,75.78,,,
NZE,7.83,-8.76,DRIVE_TEST,2025-02-04T11:57:48.649000Z,-57.48,-69.88,-7.61,19.47,19.42,11.23,10.69,5.97,100,1.81,31.07,13.22,46.84,16.11,92.9,76.84,0.93,0
NZE,7.7,-8.83,DRIVE_TEST,2025-01-02T06:30:09.710000Z,-59.87,-66.27,-6.28,15.53,21.36,10.21,32.99,2.54,100,0.67,21.11,12.46,10.81,7.86,84.44,100,2.76,6.05
NZE,7.83,-8.9,DRIVE_TEST,2025-01-19T19:09:56.249000Z,-55.1,-77.38,-5.05,15.7,27.76,10.35,7.91,5.51,100,1.7,32.51,15.04,29.14,8.21,145.75,82.44,3.29,0.82
