operateur,region,latitude,longitude,typeMesure,timestamp,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
INTERCEL,LAB,11.3,-12.5,INTERNET,2025-07-13T09:09:00Z,3.4,0.9,167.7,57.7,217.7,22,9.7,3.1,QoS Internet Labé T3 2025
INTERCEL,LAB,11.4,-12.5,INTERNET,2025-08-25T09:33:00Z,3.2,1.0,193.7,63.3,203.0,17,8.1,3.5,QoS Internet Labé T3 2025
INTERCEL,LAB,11.4,-12.5,INTERNET,2025-08-12T21:42:00Z,2.4,1.3,193.0,60.8,250.4,19,7.6,4.3,QoS Internet Labé T3 2025
INTERCEL,LAB,11.4,-12.5,INTERNET,2025-07-10T20:55:00Z,2.4,1.2,190.6,76.4,220.0,15,10.0,4.6,QoS Internet Labé T3 2025
INTERCEL,LAB,11.4,-12.5,INTERNET,2025-09-29T09:58:00Z,2.9,1.2,199.2,69.3,251.6,15,8.5,4.0,QoS Internet Labé T3 2025
INTERCEL,KAN,10.4,-9.3,INTERNET,2025-07-20T21:02:00Z,4.2,1.8,158.3,65.7,185.8,23,6.8,3.3,QoS Internet Kankan T3 2025
INTERCEL,KAN,10.4,-9.3,INTERNET,2025-09-24T20:25:00Z,3.6,1.4,112.4,36.5,128.2,34,6.5,2.3,QoS Internet Kankan T3 2025
INTERCEL,KAN,10.4,-9.3,INTERNET,2025-09-16T20:31:00Z,3.7,1.3,146.0,41.1,156.6,28,6.3,2.6,QoS Internet Kankan T3 2025
INTERCEL,KAN,10.3,-9.3,INTERNET,2025-07-17T21:52:00Z,5.2,1.9,170.5,73.4,218.4,20,7.6,2.3,QoS Internet Kankan T3 2025
INTERCEL,KAN,10.4,-9.3,INTERNET,2025-09-26T15:24:00Z,4.5,1.6,116.5,35.7,115.9,25,7.9,2.5,QoS Internet Kankan T3 2025
INTERCEL,KAN,10.4,-9.3,INTERNET,2025-08-06T10:09:00Z,3.7,1.6,147.1,50.3,140.6,32,7.2,3.4,QoS Internet Kankan T3 2025
INTERCEL,KAN,10.4,-9.3,INTERNET,2025-09-20T16:59:00Z,4.6,1.5,127.6,34.3,115.7,28,6.4,3.2,QoS Internet Kankan T3 2025
INTERCEL,KAN,10.4,-9.3,INTERNET,2025-07-23T21:57:00Z,4.9,1.8,116.1,39.1,147.8,21,7.7,3.3,QoS Internet Kankan T3 2025
INTERCEL,KAN,10.4,-9.3,INTERNET,2025-08-10T15:28:00Z,3.6,1.5,157.8,51.6,168.7,23,5.8,3.0,QoS Internet Kankan T3 2025
INTERCEL,NZE,7.8,-8.8,INTERNET,2025-09-27T11:38:00Z,2.8,1.1,217.8,60.5,256.2,17,12.4,5.3,QoS Internet Nzérékoré T3 2025
INTERCEL,NZE,7.8,-8.8,INTERNET,2025-09-05T09:16:00Z,2.6,0.8,199.5,71.5,192.4,12,9.8,4.0,QoS Internet Nzérékoré T3 2025
INTERCEL,NZE,7.7,-8.8,INTERNET,2025-07-29T15:57:00Z,2.6,1.1,229.7,86.8,214.4,15,12.2,5.5,QoS Internet Nzérékoré T3 2025
INTERCEL,NZE,7.8,-8.8,INTERNET,2025-07-08T11:27:00Z,2.4,0.9,216.2,71.3,243.2,10,12.7,5.0,QoS Internet Nzérékoré T3 2025
INTERCEL,NZE,7.7,-8.8,INTERNET,2025-07-19T14:34:00Z,2.9,0.9,265.9,96.6,275.1,23,12.3,4.8,QoS Internet Nzérékoré T3 2025
INTERCEL,NZE,7.7,-8.8,INTERNET,2025-07-26T21:21:00Z,2.7,1.1,232.2,72.1,293.9,23,11.4,4.3,QoS Internet Nzérékoré T3 2025
INTERCEL,NZE,7.7,-8.8,INTERNET,2025-09-06T10:09:00Z,2.2,1.1,247.0,74.0,274.9,10,11.8,3.5,QoS Internet Nzérékoré T3 2025
INTERCEL,FAR,10.0,-10.7,INTERNET,2025-09-06T11:28:00Z,1.7,0.7,410.1,138.5,413.5,17,14.3,6.7,QoS Internet Faranah T3 2025
INTERCEL,FAR,10.0,-10.7,INTERNET,2025-09-11T10:37:00Z,1.7,0.8,368.0,126.1,371.5,14,19.3,5.8,QoS Internet Faranah T3 2025
INTERCEL,FAR,10.0,-10.7,INTERNET,2025-09-23T14:50:00Z,1.7,0.8,294.3,121.9,353.2,17,14.8,5.7,QoS Internet Faranah T3 2025
INTERCEL,FAR,10.0,-10.7,INTERNET,2025-09-23T09:58:00Z,1.9,0.8,369.0,110.4,355.0,6,14.8,8.3,QoS Internet Faranah T3 2025
INTERCEL,MAM,10.5,-12.0,INTERNET,2025-08-03T10:30:00Z,1.9,0.6,258.9,98.8,253.1,8,14.4,6.7,QoS Internet Mamou T3 2025
INTERCEL,MAM,10.5,-12.1,INTERNET,2025-10-01T10:32:00Z,1.9,0.9,252.4,85.0,281.8,18,15.8,4.8,QoS Internet Mamou T3 2025
INTERCEL,MAM,10.5,-12.1,INTERNET,2025-09-13T16:12:00Z,2.3,0.8,263.3,91.4,337.0,10,11.6,6.8,QoS Internet Mamou T3 2025
INTERCEL,MAM,10.5,-12.1,INTERNET,2025-08-17T10:01:00Z,1.7,0.8,255.7,99.1,264.8,9,10.3,4.5,QoS Internet Mamou T3 2025
INTERCEL,MAM,10.5,-12.1,INTERNET,2025-09-29T11:51:00Z,2.1,0.8,249.0,106.0,324.2,6,15.2,7.4,QoS Internet Mamou T3 2025
